"Application: Application ID","Scholarship: Record Type","Banner Scholarship Status","Banner MPS Status","Banner PDS Status","Banner Theatre Scholarship Status","Banner SpeechDebate Scholarship Status","Banner VisualArts Scholarship Status"
"App ID-123242","Presidential Distinction Scholarship","W","","W","","",""
"App ID-157527","Presidential Distinction Scholarship","W","","W","","",""
"App ID-173841","Presidential Distinction Scholarship","W","","W","","",""
"App ID-155944","Presidential Distinction Scholarship","W","N","W","","",""
"App ID-130422","Presidential Distinction Scholarship","W","","W","","",""
"App ID-122338","Presidential Distinction Scholarship","W","","W","","",""
"App ID-143804","Presidential Distinction Scholarship","C","","C","","",""
"App ID-156369","Presidential Distinction Scholarship","W","","W","","",""
"App ID-150463","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-137215","Presidential Distinction Scholarship","W","N","W","","",""
"App ID-161513","Presidential Distinction Scholarship","W","W1","W","","N",""
"App ID-123592","Presidential Distinction Scholarship","","","","","",""
"App ID-168318","Presidential Distinction Scholarship","W","","W","","",""
"App ID-124465","Presidential Distinction Scholarship","W","","W","","",""
"App ID-162456","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-157650","Presidential Distinction Scholarship","W","","W","","",""
"App ID-124816","Presidential Distinction Scholarship","W","","W","","",""
"App ID-149881","Presidential Distinction Scholarship","W","","W","","",""
"App ID-124292","Presidential Distinction Scholarship","W","","W","","",""
"App ID-174033","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-123256","Presidential Distinction Scholarship","W","","W","","",""
"App ID-158241","Presidential Distinction Scholarship","W","","W","","",""
"App ID-125573","Presidential Distinction Scholarship","W","","W","","","W2"
"App ID-123446","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-161951","Presidential Distinction Scholarship","W","","W","","W1",""
"App ID-160963","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-191719","Presidential Distinction Scholarship","W","","W","","",""
"App ID-183360","Presidential Distinction Scholarship","W","","W","","",""
"App ID-240547","Presidential Distinction Scholarship","W","","W","","",""
"App ID-196834","Presidential Distinction Scholarship","W","W4","W","W3","",""
"App ID-200000","Presidential Distinction Scholarship","W","N","W","","",""
"App ID-196629","Presidential Distinction Scholarship","W","","W","","",""
"App ID-195488","Presidential Distinction Scholarship","","","","","",""
"App ID-160115","Presidential Distinction Scholarship","W","","W","","",""
"App ID-134888","Presidential Distinction Scholarship","W","","W","","",""
"App ID-145779","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-145194","Presidential Distinction Scholarship","W","","W","","",""
"App ID-134909","Presidential Distinction Scholarship","W","","W","","",""
"App ID-121801","Presidential Distinction Scholarship","W","","W","","",""
"App ID-131639","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-155695","Presidential Distinction Scholarship","W","N","W","","N",""
"App ID-157113","Presidential Distinction Scholarship","W","","W","","",""
"App ID-134587","Presidential Distinction Scholarship","W","","W","","",""
"App ID-158246","Presidential Distinction Scholarship","W","","W","","",""
"App ID-145308","Presidential Distinction Scholarship","W","","W","","",""
"App ID-157503","Presidential Distinction Scholarship","W","","W","","",""
"App ID-123450","Presidential Distinction Scholarship","W","","W","","",""
"App ID-123898","Presidential Distinction Scholarship","W","N","W","","",""
"App ID-157051","Presidential Distinction Scholarship","W","","W","","",""
"App ID-122397","Presidential Distinction Scholarship","W","","W","","",""
"App ID-138673","Presidential Distinction Scholarship","W","","W","","",""
"App ID-155877","Presidential Distinction Scholarship","C","","C","","",""
"App ID-124626","Presidential Distinction Scholarship","W","","W","","",""
"App ID-153906","Presidential Distinction Scholarship","C","","C","","",""
"App ID-156956","Presidential Distinction Scholarship","W","","W","N","",""
"App ID-156483","Presidential Distinction Scholarship","W","","W","","",""
"App ID-145809","Presidential Distinction Scholarship","W","","W","","",""
"App ID-158023","Presidential Distinction Scholarship","W","","W","","",""
"App ID-157316","Presidential Distinction Scholarship","W","","W","","",""
"App ID-139525","Presidential Distinction Scholarship","C","","C","","",""
"App ID-174787","Presidential Distinction Scholarship","W","","W","","",""
"App ID-122319","Presidential Distinction Scholarship","W","","W","","",""
"App ID-122317","Presidential Distinction Scholarship","W","","W","N","",""
"App ID-156036","Presidential Distinction Scholarship","C","","C","","",""
"App ID-156951","Presidential Distinction Scholarship","W","","W","","",""
"App ID-160955","Presidential Distinction Scholarship","W","","W","","",""
"App ID-155817","Presidential Distinction Scholarship","W","","W","","",""
"App ID-145583","Presidential Distinction Scholarship","W","","W","","",""
"App ID-155149","Presidential Distinction Scholarship","W","W1","W","","W1",""
"App ID-136926","Presidential Distinction Scholarship","C","","C","","",""
"App ID-128867","Presidential Distinction Scholarship","W","","W","","",""
"App ID-158201","Presidential Distinction Scholarship","W","W2","W","","",""
"App ID-157900","Presidential Distinction Scholarship","W","","W","","",""
"App ID-140750","Presidential Distinction Scholarship","W","","W","","",""
"App ID-124642","Presidential Distinction Scholarship","W","N","W","","",""
"App ID-124866","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-157054","Presidential Distinction Scholarship","C","","C","","",""
"App ID-154918","Presidential Distinction Scholarship","W","W1","W","","",""
"App ID-75220","Regents' Scholarship","N","","W","","",""
"App ID-75503","Regents' Scholarship","N","","W","","",""
"App ID-82244","Regents' Scholarship","N","","W","","",""
"App ID-94383","Regents' Scholarship","N","","W","","",""
"App ID-75366","Regents' Scholarship","N","","W","","",""
"App ID-84231","Regents' Scholarship","N","","W","","",""
"App ID-85431","Regents' Scholarship","N","","W","","",""
"App ID-76703","Regents' Scholarship","N","W","W","","",""
"App ID-75227","Regents' Scholarship","N","","W","","",""
"App ID-75413","Regents' Scholarship","N","W","W","","",""
"App ID-75258","Regents' Scholarship","N","N","W","W","",""
"App ID-83251","Regents' Scholarship","N","","W","","",""
"App ID-75582","Regents' Scholarship","W","W","","","",""
"App ID-75458","Regents' Scholarship","N","","W","","",""
"App ID-76722","Regents' Scholarship","N","","W","","",""
"App ID-75760","Regents' Scholarship","N","","W","N","",""
"App ID-128320","Regents' Scholarship","N","W","W","","",""
"App ID-75553","Regents' Scholarship","N","","W","","",""
"App ID-130589","Regents' Scholarship","N","","W","","","W"
"App ID-75750","Regents' Scholarship","N","","W","","",""
"App ID-76779","Regents' Scholarship","N","","W","","",""
"App ID-75461","Regents' Scholarship","N","W","W","","",""
"App ID-75752","Regents' Scholarship","N","","W","","",""
"App ID-80123","Regents' Scholarship","N","W","W","","",""
"App ID-79449","Regents' Scholarship","N","","W","","",""
"App ID-75559","Regents' Scholarship","N","","W","","",""
"App ID-75795","Regents' Scholarship","N","","W","","",""
"App ID-82483","Regents' Scholarship","N","W","W","","",""
"App ID-76673","Regents' Scholarship","N","","W","W","",""
"App ID-75432","Regents' Scholarship","N","","W","","",""
"App ID-75844","Regents' Scholarship","N","","W","","",""
"App ID-82645","Regents' Scholarship","N","","W","","",""
"App ID-76645","Regents' Scholarship","N","","W","","",""
"App ID-96275","Regents' Scholarship","N","","W","","",""
"App ID-75430","Regents' Scholarship","N","","W","","",""
"App ID-75942","Regents' Scholarship","N","N","W","","",""
"App ID-75737","Regents' Scholarship","N","","W","","",""
"App ID-75436","Regents' Scholarship","N","W","W","","",""
"App ID-75329","Regents' Scholarship","N","N","W","","",""
"App ID-75838","Regents' Scholarship","N","","W","","",""
"App ID-75679","Regents' Scholarship","N","","W","","",""
"App ID-75618","Regents' Scholarship","N","","W","","",""
"App ID-75499","Regents' Scholarship","N","","W","","",""
"App ID-75563","Regents' Scholarship","N","","W","","",""
"App ID-75697","Regents' Scholarship","N","","W","","",""
"App ID-85704","Regents' Scholarship","N","","W","","",""
"App ID-75889","Regents' Scholarship","N","","W","","",""
"App ID-75369","Regents' Scholarship","N","W","W","","",""
"App ID-75842","Regents' Scholarship","N","","W","","",""
"App ID-75266","Regents' Scholarship","N","","W","","",""
"App ID-75126","Regents' Scholarship","N","W1","W","","",""
"App ID-75307","Regents' Scholarship","W","","","","",""
"App ID-75586","Regents' Scholarship","N","","W","","",""
"App ID-75405","Regents' Scholarship","N","W","W","","",""
"App ID-75515","Regents' Scholarship","N","W","W","","",""
"App ID-75411","Regents' Scholarship","N","","W","","",""
"App ID-75821","Regents' Scholarship","N","","W","","",""
"App ID-75694","Regents' Scholarship","N","","W","","",""
"App ID-75327","Regents' Scholarship","N","","W","","",""
"App ID-75114","Regents' Scholarship","N","C","W","","",""
"App ID-75452","Regents' Scholarship","N","","W","","N",""
"App ID-75205","Regents' Scholarship","N","N","W","","",""
"App ID-75472","Regents' Scholarship","N","","W","","",""
"App ID-75621","Regents' Scholarship","N","","W","","",""
"App ID-75233","Regents' Scholarship","N","","W","","",""
"App ID-75899","Regents' Scholarship","N","","W","","",""
"App ID-75811","Regents' Scholarship","N","W","W","","",""
"App ID-75576","Regents' Scholarship","N","","W","","",""
"App ID-75465","Regents' Scholarship","W","","","","",""
"App ID-75640","Regents' Scholarship","N","","W","","",""
"App ID-75608","Regents' Scholarship","N","","W","","",""
"App ID-75810","Regents' Scholarship","N","","W","","",""
"App ID-75751","Regents' Scholarship","N","W","W","","",""
"App ID-106535","Regents' Scholarship","N","","W","","",""
"App ID-75186","Regents' Scholarship","N","W","W","","",""
"App ID-75853","Regents' Scholarship","N","N","W","","",""
"App ID-75943","Regents' Scholarship","N","W","W","","",""
"App ID-75878","Regents' Scholarship","N","N","W","","",""
"App ID-75678","Regents' Scholarship","N","","W","","",""
"App ID-75797","Regents' Scholarship","N","","W","","",""
"App ID-75877","Regents' Scholarship","N","","W","","",""
"App ID-75355","Regents' Scholarship","N","","W","","",""
"App ID-75706","Regents' Scholarship","N","","W","","",""
"App ID-75328","Regents' Scholarship","N","N","W","","",""
"App ID-75872","Regents' Scholarship","N","","W","","",""
"App ID-106317","Regents' Scholarship","N","N","W","","",""
"App ID-75892","Regents' Scholarship","N","W","W","","",""
"App ID-75565","Regents' Scholarship","N","","W","","",""
"App ID-75557","Regents' Scholarship","N","","W","","",""
"App ID-75081","Regents' Scholarship","N","W","W","","",""
"App ID-75891","Regents' Scholarship","N","N","W","","",""
"App ID-86460","Regents' Scholarship","N","N","W","","",""
"App ID-94661","Regents' Scholarship","N","","W","","",""
"App ID-128340","Regents' Scholarship","N","","W","","",""
"App ID-102637","Regents' Scholarship","N","","W","","",""
"App ID-120967","Regents' Scholarship","N","W","W","","",""
"App ID-75088","Regents' Scholarship","N","","W","","",""
"App ID-93161","Regents' Scholarship","N","","W","","",""
"App ID-75434","Regents' Scholarship","N","N","W","","",""
"App ID-75794","Regents' Scholarship","N","","W","","",""
"App ID-76962","Regents' Scholarship","N","N","W","","",""
"App ID-75368","Regents' Scholarship","N","","W","","",""
"App ID-94755","Regents' Scholarship","N","","W","","",""
"App ID-129499","Regents' Scholarship","N","","W","","",""
"App ID-131271","Regents' Scholarship","N","","W","","",""
"App ID-75799","Regents' Scholarship","W","","","","",""
"App ID-75215","Regents' Scholarship","N","","W","","",""
"App ID-75453","Regents' Scholarship","N","","W","","",""
"App ID-75624","Regents' Scholarship","N","","W","","",""
"App ID-75385","Regents' Scholarship","N","","W","W","",""
"App ID-75898","Regents' Scholarship","N","","W","","",""
"App ID-126224","Regents' Scholarship","N","","W","","",""
"App ID-131431","Regents' Scholarship","N","","W","","",""
"App ID-84273","Regents' Scholarship","N","","W","","",""
"App ID-80708","Regents' Scholarship","N","","W","","",""
"App ID-128966","Regents' Scholarship","N","","W","","",""
"App ID-75214","Regents' Scholarship","N","","W","","",""
"App ID-75247","Regents' Scholarship","N","","W","","",""
"App ID-105270","Regents' Scholarship","N","","W","","W",""
"App ID-128728","Regents' Scholarship","N","","W","","",""
"App ID-75367","Regents' Scholarship","N","W","W","","",""
"App ID-84578","Regents' Scholarship","N","W1","W","","",""
"App ID-129517","Regents' Scholarship","N","","W","","",""
"App ID-75883","Regents' Scholarship","W","W","","","",""
"App ID-75662","Regents' Scholarship","N","N","W","","",""
"App ID-75950","Regents' Scholarship","N","W","W","","","W"
"App ID-76768","Regents' Scholarship","N","N","W","","",""
"App ID-81020","Regents' Scholarship","N","W","W","","",""
"App ID-76694","Regents' Scholarship","N","","W","","",""
"App ID-75879","Regents' Scholarship","N","","W","","W","W"
"App ID-75704","Regents' Scholarship","N","","W","","W",""
"App ID-82250","Regents' Scholarship","N","","W","","",""
"App ID-129439","Regents' Scholarship","N","","W","","",""
"App ID-79431","Regents' Scholarship","N","","W","","",""
"App ID-75455","Regents' Scholarship","N","","W","","",""
"App ID-105635","Regents' Scholarship","N","","W","","",""
"App ID-75456","Regents' Scholarship","N","","W","","",""
"App ID-86348","Regents' Scholarship","N","W","W","","",""
"App ID-75469","Regents' Scholarship","N","","W","","",""
"App ID-75400","Regents' Scholarship","N","","W","","",""
"App ID-82319","Regents' Scholarship","N","","W","","",""
"App ID-75194","Regents' Scholarship","N","","W","","",""
"App ID-128634","Regents' Scholarship","N","","W","","",""
"App ID-75535","Regents' Scholarship","N","","W","","",""
"App ID-75814","Regents' Scholarship","N","","W","","",""
"App ID-75793","Regents' Scholarship","N","","W","","",""
"App ID-87564","Regents' Scholarship","N","","W","","",""
"App ID-75504","Regents' Scholarship","N","","W","","",""
"App ID-129462","Regents' Scholarship","N","","W","","",""
"App ID-156588","Speech & Debate Scholarship","W1","","","","W1",""
"App ID-156372","Speech & Debate Scholarship","","","","","",""
"App ID-161513","Speech & Debate Scholarship","N","W1","W","","N",""
"App ID-145985","Speech & Debate Scholarship","W1","","W","","W1",""
"App ID-155149","Speech & Debate Scholarship","W1","W1","W","","W1",""
"App ID-173957","Speech & Debate Scholarship","W2","","","","W2",""
"App ID-137271","Speech & Debate Scholarship","W1","","","","W1",""
"App ID-168288","Speech & Debate Scholarship","N","","","","N",""
"App ID-138322","Speech & Debate Scholarship","","","W","W3","",""
"App ID-232331","Speech & Debate Scholarship","W3","","","","W3",""
"App ID-201388","Speech & Debate Scholarship","W3","W1","","","W3",""
"App ID-184011","Speech & Debate Scholarship","","","","","",""
"App ID-75452","Speech & Debate Scholarship","W2","","W","","N",""
"App ID-168454","Speech & Debate Scholarship","","","W","","",""
"App ID-228028","Speech & Debate Scholarship","N","","","","N",""
"App ID-227478","Speech & Debate Scholarship","W4","","W","N","W4",""
"App ID-232037","Speech & Debate Scholarship","W3","","","","W3",""
"App ID-246585","Speech & Debate Scholarship","","","W","","",""
"App ID-157888","Speech & Debate Scholarship","W3","W1","","","W3",""
"App ID-226328","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-246580","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-225708","Speech & Debate Scholarship","","","","","",""
"App ID-161951","Speech & Debate Scholarship","W1","","W","","W1",""
"App ID-233666","Speech & Debate Scholarship","W7","","","","W7",""
"App ID-204760","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-232863","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-185434","Speech & Debate Scholarship","W1","W3","","","W1",""
"App ID-239473","Speech & Debate Scholarship","","","","","",""
"App ID-225708","Speech & Debate Scholarship","","","","","",""
"App ID-230794","Speech & Debate Scholarship","","","","","",""
"App ID-194711","Speech & Debate Scholarship","W7","","","","W7",""
"App ID-135749","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-75843","Speech & Debate Scholarship","W1","","","","W",""
"App ID-75830","Speech & Debate Scholarship","W1","","","","W",""
"App ID-127638","Speech & Debate Scholarship","W1","","","","W",""
"App ID-234735","Speech & Debate Scholarship","W1","","","","W1",""
"App ID-134284","Speech & Debate Scholarship","W1","","","","W",""
"App ID-85606","Speech & Debate Scholarship","W1","","","","W",""
"App ID-130593","Speech & Debate Scholarship","W2","","","","N",""
"App ID-79536","Speech & Debate Scholarship","W1","","","","W",""
"App ID-122297","Speech & Debate Scholarship","W3","","","","W3",""
"App ID-75583","Speech & Debate Scholarship","W2","W","","","W",""
"App ID-75882","Speech & Debate Scholarship","W2","W","W","","N",""
"App ID-75846","Speech & Debate Scholarship","W2","","","","N","W"
"App ID-86373","Speech & Debate Scholarship","W2","","","","N",""
"App ID-127728","Speech & Debate Scholarship","W1","","","","W",""
"App ID-75508","Speech & Debate Scholarship","","","N","N","",""
"App ID-75381","Speech & Debate Scholarship","W2","","","","N",""
"App ID-105270","Speech & Debate Scholarship","W1","","W","","W",""
"App ID-75298","Speech & Debate Scholarship","W1","","W","","W",""
"App ID-75879","Speech & Debate Scholarship","W1","","W","","W","W"
"App ID-75519","Speech & Debate Scholarship","W1","","W","","W",""
"App ID-75592","Speech & Debate Scholarship","W2","","","","N",""
"App ID-120951","Speech & Debate Scholarship","W1","","W","","W",""
"App ID-75178","Speech & Debate Scholarship","W2","N","","","N",""
"App ID-75704","Speech & Debate Scholarship","W1","","W","","W",""
"App ID-174698","Speech & Debate Scholarship","W1","","","","W1",""
"App ID-159816","Speech & Debate Scholarship","","","","N","",""
"App ID-155695","Speech & Debate Scholarship","N","N","W","","N",""
"App ID-145806","Speech & Debate Scholarship","W1","","W","","W1",""
"App ID-148499","Speech & Debate Scholarship","","","","","",""
"App ID-123497","Speech & Debate Scholarship","W1","","","","W1",""
"App ID-163023","Speech & Debate Scholarship","W1","","","","W1",""
"App ID-125256","Speech & Debate Scholarship","N","W1","W","N","N",""
"App ID-159721","Speech & Debate Scholarship","W1","W1","W","","W1",""
"App ID-152151","Speech & Debate Scholarship","W2","","W","W1","W2",""
"App ID-236822","Speech & Debate Scholarship","W1","W1","","","W1",""
"App ID-233672","Speech & Debate Scholarship","C","","","","C",""
"App ID-161617","Speech & Debate Scholarship","W4","","","","W4",""
"App ID-143776","Speech & Debate Scholarship","","","","","",""
"App ID-180723","Speech & Debate Scholarship","W3","","W","W3","W3",""
"App ID-181454","Speech & Debate Scholarship","N","N","","","N",""
"App ID-214327","Speech & Debate Scholarship","W3","","W","W3","W3",""
"App ID-170042","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-204537","Speech & Debate Scholarship","","N","","W5","",""
"App ID-196120","Speech & Debate Scholarship","W3","","W","","W3",""
"App ID-186009","Speech & Debate Scholarship","W3","N","W","","W3",""
"App ID-161187","Speech & Debate Scholarship","W1","N","W","","W1",""
"App ID-163893","Speech & Debate Scholarship","","","","","",""
"App ID-149836","Speech & Debate Scholarship","W1","","W","","W1",""
"App ID-196410","Speech & Debate Scholarship","","","","","",""
"App ID-171549","Theatre Peformance Scholarship","W5","","W","W5","",""
"App ID-138322","Theatre Peformance Scholarship","W3","","W","W3","",""
"App ID-214327","Theatre Peformance Scholarship","W3","","W","W3","W3",""
"App ID-232398","Theatre Peformance Scholarship","N","","","N","",""
"App ID-225872","Theatre Peformance Scholarship","W3","","","W3","",""
"App ID-205045","Theatre Peformance Scholarship","N","","","N","",""
"App ID-240202","Theatre Peformance Scholarship","W3","","","W3","",""
"App ID-162504","Theatre Peformance Scholarship","W5","W1","","W5","",""
"App ID-226058","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-225653","Theatre Peformance Scholarship","N","","","N","",""
"App ID-190755","Theatre Peformance Scholarship","N","","","N","",""
"App ID-76671","Theatre Peformance Scholarship","W2","W","","W","",""
"App ID-75385","Theatre Peformance Scholarship","W2","","W","W","",""
"App ID-191512","Theatre Peformance Scholarship","N","","","N","",""
"App ID-204537","Theatre Peformance Scholarship","W5","N","","W5","",""
"App ID-225708","Theatre Peformance Scholarship","","","","","",""
"App ID-225708","Theatre Peformance Scholarship","","","","","",""
"App ID-163893","Theatre Peformance Scholarship","","","","","",""
"App ID-156166","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-126553","Theatre Peformance Scholarship","W1","","","N","",""
"App ID-238897","Theatre Peformance Scholarship","","","","","",""
"App ID-76673","Theatre Peformance Scholarship","W2","","W","W","",""
"App ID-227478","Theatre Peformance Scholarship","N","","W","N","W4",""
"App ID-225848","Theatre Peformance Scholarship","W3","W1","","W3","",""
"App ID-137271","Theatre Peformance Scholarship","","","","","W1",""
"App ID-164481","Theatre Peformance Scholarship","N","N","","N","",""
"App ID-145442","Theatre Peformance Scholarship","W1","","W","W1","",""
"App ID-238970","Theatre Peformance Scholarship","W3","","","W3","",""
"App ID-128046","Theatre Peformance Scholarship","W2","","","W","",""
"App ID-75771","Theatre Peformance Scholarship","W2","","W","W","",""
"App ID-75260","Theatre Peformance Scholarship","W2","","","W","",""
"App ID-75873","Theatre Peformance Scholarship","W2","N","N","W","",""
"App ID-100653","Theatre Peformance Scholarship","W2","","","W","",""
"App ID-76713","Theatre Peformance Scholarship","W2","","","W","",""
"App ID-75324","Theatre Peformance Scholarship","W1","","","N","",""
"App ID-94829","Theatre Peformance Scholarship","W1","N","","N","",""
"App ID-87814","Theatre Peformance Scholarship","W1","","","N","",""
"App ID-76854","Theatre Peformance Scholarship","W1","","N","N","",""
"App ID-75473","Theatre Peformance Scholarship","W1","","N","N","",""
"App ID-75760","Theatre Peformance Scholarship","W1","","W","N","",""
"App ID-76637","Theatre Peformance Scholarship","W1","W","","N","",""
"App ID-75508","Theatre Peformance Scholarship","W1","","N","N","",""
"App ID-130126","Theatre Peformance Scholarship","W2","","","W","",""
"App ID-76280","Theatre Peformance Scholarship","W1","","","N","","W"
"App ID-75933","Theatre Peformance Scholarship","W1","W","","N","",""
"App ID-194933","Theatre Peformance Scholarship","","","","","",""
"App ID-192559","Theatre Peformance Scholarship","W5","","","W5","",""
"App ID-94938","Theatre Peformance Scholarship","W2","W","","W","",""
"App ID-75203","Theatre Peformance Scholarship","W2","N","N","W","",""
"App ID-75921","Theatre Peformance Scholarship","W1","","N","N","",""
"App ID-186835","Theatre Peformance Scholarship","N","N","W","N","",""
"App ID-225708","Theatre Peformance Scholarship","","","","","",""
"App ID-75258","Theatre Peformance Scholarship","W2","N","W","W","",""
"App ID-160116","Theatre Peformance Scholarship","W3","","","W3","",""
"App ID-180759","Theatre Peformance Scholarship","W5","","W","W5","",""
"App ID-240813","Theatre Peformance Scholarship","","","","","",""
"App ID-240818","Theatre Peformance Scholarship","","","","","",""
"App ID-130344","Theatre Peformance Scholarship","N","W1","W","N","",""
"App ID-122820","Theatre Peformance Scholarship","N","W1","W","N","",""
"App ID-161973","Theatre Peformance Scholarship","N","N","","N","",""
"App ID-161065","Theatre Peformance Scholarship","W1","W1","","W1","",""
"App ID-161860","Theatre Peformance Scholarship","N","N","W","N","",""
"App ID-157590","Theatre Peformance Scholarship","N","W1","W","N","",""
"App ID-123921","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-156956","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-155932","Theatre Peformance Scholarship","W1","W1","","W1","",""
"App ID-171540","Theatre Peformance Scholarship","W1","W1","W","W1","",""
"App ID-157203","Theatre Peformance Scholarship","N","W1","W","N","",""
"App ID-158909","Theatre Peformance Scholarship","W1","","W","W1","",""
"App ID-171542","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-125256","Theatre Peformance Scholarship","N","W1","W","N","N",""
"App ID-130230","Theatre Peformance Scholarship","","W1","","","",""
"App ID-152151","Theatre Peformance Scholarship","W1","","W","W1","W2",""
"App ID-122317","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-142119","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-160625","Theatre Peformance Scholarship","N","N","","N","",""
"App ID-161863","Theatre Peformance Scholarship","W1","W1","","W1","",""
"App ID-155894","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-157990","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-174727","Theatre Peformance Scholarship","","","","","",""
"App ID-125032","Theatre Peformance Scholarship","W1","W1","W","W1","",""
"App ID-159816","Theatre Peformance Scholarship","N","","","N","",""
"App ID-154080","Theatre Peformance Scholarship","","","","","",""
"App ID-154091","Theatre Peformance Scholarship","N","N","W","N","",""
"App ID-124268","Theatre Peformance Scholarship","W1","W1","W","W1","",""
"App ID-168885","Theatre Peformance Scholarship","","","","","",""
"App ID-156016","Theatre Peformance Scholarship","N","","","N","",""
"App ID-121814","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-158107","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-121624","Theatre Peformance Scholarship","W1","","W","W1","",""
"App ID-162527","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-174791","Theatre Peformance Scholarship","N","N","","N","",""
"App ID-124836","Theatre Peformance Scholarship","N","N","W","N","",""
"App ID-123662","Theatre Peformance Scholarship","N","W1","","N","",""
"App ID-124273","Theatre Peformance Scholarship","W3","","","W3","",""
"App ID-158313","Theatre Peformance Scholarship","","","","","",""
"App ID-160954","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-164434","Theatre Peformance Scholarship","W1","","","W1","",""
"App ID-130362","Theatre Peformance Scholarship","","","","","",""
"App ID-225719","Theatre Peformance Scholarship","W3","W1","","W3","",""
"App ID-204622","Theatre Peformance Scholarship","N","","W","N","",""
"App ID-234088","Theatre Peformance Scholarship","N","N","","N","",""
"App ID-180723","Theatre Peformance Scholarship","W3","","W","W3","W3",""
"App ID-196834","Theatre Peformance Scholarship","W3","W4","W","W3","",""
"App ID-240669","Visual Arts Scholarship","W8","","","","","W8"
"App ID-225708","Visual Arts Scholarship","","","","","",""
"App ID-76280","Visual Arts Scholarship","W1","","","N","","W"
"App ID-75950","Visual Arts Scholarship","W1","W","W","","","W"
"App ID-76683","Visual Arts Scholarship","W1","","","","","W"
"App ID-125573","Visual Arts Scholarship","W2","","W","","","W2"
"App ID-130589","Visual Arts Scholarship","W1","","W","","","W"
"App ID-157057","Visual Arts Scholarship","W1","","","","","W1"
"App ID-192522","Visual Arts Scholarship","W8","","W","","","W8"
"App ID-246590","Visual Arts Scholarship","N","","","","","N"
"App ID-75846","Visual Arts Scholarship","W1","","","","N","W"
"App ID-75370","Visual Arts Scholarship","W1","","","","","W"
"App ID-83333","Visual Arts Scholarship","W1","","","","","W"
"App ID-82417","Visual Arts Scholarship","W1","","W","","","W"
"App ID-75301","Visual Arts Scholarship","W1","","N","","","W"
"App ID-106560","Visual Arts Scholarship","W1","","","","","W"
"App ID-75801","Visual Arts Scholarship","W1","","","","","W"
"App ID-75879","Visual Arts Scholarship","W1","","W","","W","W"
"App ID-192113","Visual Arts Scholarship","W8","","W","","","W8"
"App ID-157802","Visual Arts Scholarship","W2","","","","","W2"
"App ID-131644","Visual Arts Scholarship","W8","W1","W","","","W8"
"App ID-149813","Visual Arts Scholarship","W1","","","","","W1"
"App ID-161507","Visual Arts Scholarship","W2","","W","","","W2"
"App ID-180547","Visual Arts Scholarship","W2","","","","","W2"
"App ID-155938","Visual Arts Scholarship","W1","","W","","","W1"
"App ID-180556","Visual Arts Scholarship","W1","","","","","W1"
"App ID-205060","Visual Arts Scholarship","W8","W1","","","","W8"
"App ID-228430","Visual Arts Scholarship","W8","","W","","","W8"
"App ID-234796","Visual Arts Scholarship","W8","","W","","","W8"
"App ID-155953","Visual Arts Scholarship","W2","","","","","W2"
"App ID-174722","Visual Arts Scholarship","W1","","","","","W1"
"App ID-225752","Visual Arts Scholarship","W8","","","","","W8"
"App ID-204634","Visual Arts Scholarship","W8","","","","","W8"
"App ID-188205","Visual Arts Scholarship","W8","","","","","W8"
"App ID-185588","Visual Arts Scholarship","W8","","W","","","W8"


"ScholarshipFactors"
"Copyright (c) 2000-2016 salesforce.com, inc. All rights reserved."
"Confidential Information - Do Not Distribute"
"Generated By:  Concordia MarCom  6/16/2016 8:27 AM"
"Concordia College"
