"Final.Status","ID","Year","ACT","GPA","HS.Percentile","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
1,"App ID-263204","2016 Fall",23,3.24,0,1,NA,0,0,0,NA,36755,46617,0.3484,NA,NA,NA,0,0,0,1,0,0,1
0,"App ID-263986","2016 Fall",21,2.63,23,0,NA,0,0,0,1426.41,55238,61976,0.5372,NA,NA,NA,0,0,0,1,0,0,1
1,"App ID-264639","2016 Fall",21,3.54,78,0,NA,0,0,0,37.95,49727,5149,0.8679,79,0.0153,266,0,0,0,1,0,0,0
0,"App ID-266304","2016 Fall",22,4,78,0,NA,0,0,0,218.47,45660,42928,0.5512,73,0.0017,NA,0,0,0,0,1,0,0
1,"App ID-267495","2016 Fall",25,3.36,74,0,NA,0,0,0,233.21,57045,1965,0.9949,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-75079","2014 Fall",25,3.05,NA,0,41484,9500,9500,0,1217.84,43927,32675,0.8357,NA,NA,NA,0,0,0,0,0,0,1
0,"App ID-75080","2014 Fall",26,3.27,NA,0,41484,20340,20340,32816,1230.2,95628,34698,0.8331,NA,NA,NA,1,0,0,0,0,0,1
1,"App ID-75081","2014 Fall",34,3.89,86,0,41484,20000,20000,0,804.75,47154,26837,0.8347,NA,NA,NA,1,0,0,0,0,0,0
0,"App ID-75084","2014 Fall",23,2.84,NA,0,41484,0,0,44181,1426.41,55238,61976,0.5372,NA,NA,NA,1,0,0,0,0,0,1
0,"App ID-75086","2014 Fall",24,3.19,NA,0,NA,0,0,0,641.69,82730,64819,0.7503,7,1e-04,NA,0,0,0,1,0,0,1
0,"App ID-75087","2014 Fall",26,3.98,NA,0,41484,17500,17500,13574,634.07,103671,31946,0.866,5,2e-04,NA,0,1,0,0,0,0,1
1,"App ID-75088","2014 Fall",31,3.91,99,0,41484,24290,24290,32823,630.52,82388,33242,0.8748,4,1e-04,NA,0,0,0,0,0,1,1
1,"App ID-75089","2014 Fall",25,3.9,98,0,41484,19000,19000,0,682.85,91193,27701,0.8776,13,5e-04,NA,1,0,0,0,0,0,1
0,"App ID-75090","2014 Fall",33,3.95,NA,0,41484,0,0,232,678.38,90596,38320,0.8603,7,2e-04,NA,1,0,0,0,0,1,1
0,"App ID-75091","2014 Fall",28,3.74,NA,0,NA,0,0,0,656.98,82129,28558,0.9502,7,2e-04,NA,0,1,0,0,0,0,1
0,"App ID-75092","2014 Fall",31,3.73,NA,0,41484,20000,20000,0,641.69,82730,64819,0.7503,7,1e-04,NA,1,0,0,0,1,1,1
1,"App ID-75094","2014 Fall",24,3.85,86,0,41484,24640,24640,37752,741.2,44502,8888,0.9491,1,1e-04,NA,0,0,0,1,0,0,0
0,"App ID-75095","2014 Fall",0,2.9,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1
0,"App ID-75096","2014 Fall",29,3.84,NA,0,41484,0,0,38303,812.33,42391,37465,0.9135,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-75098","2014 Fall",31,3.92,NA,0,NA,0,0,0,528.41,63008,4333,0.9695,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-75099","2014 Fall",23,3.8,89,0,41484,24240,24240,35661,291.26,50887,6037,0.9596,NA,NA,NA,1,1,0,1,0,1,1
0,"App ID-75100","2014 Fall",26,3.83,NA,0,NA,0,0,0,388.17,94013,19033,0.9286,NA,NA,NA,0,0,0,0,0,0,1
0,"App ID-75101","2014 Fall",30,4,NA,0,NA,0,0,0,284.96,44063,2458,0.9638,NA,NA,NA,0,1,0,1,0,0,1
0,"App ID-75102","2014 Fall",23,3.7,NA,0,NA,0,0,0,282.94,52418,12114,0.9459,NA,NA,NA,1,0,0,0,0,0,1
0,"App ID-75103","2014 Fall",29,3.98,NA,0,41484,23760,23760,33001,300.3,55387,23222,0.8492,NA,NA,1671,0,1,0,0,1,1,1
0,"App ID-75104","2014 Fall",24,3.89,NA,0,NA,0,0,0,391.33,66517,31484,0.9011,NA,NA,NA,0,0,1,0,0,1,1
0,"App ID-75105","2014 Fall",27,3.23,NA,0,NA,0,0,0,636.09,60584,13870,0.8856,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-75106","2014 Fall",0,3.62,NA,0,41484,0,0,41408,1132.3,107338,16147,0.6249,NA,NA,NA,0,0,0,1,0,1,1
0,"App ID-75107","2014 Fall",31,4,NA,0,NA,0,0,0,32.3,45057,2297,0.9591,24,0.0104,156,0,1,0,0,0,0,1
1,"App ID-75108","2014 Fall",27,3.85,90,0,41484,27042,20690,39296,146.56,44891,9329,0.9756,16,0.0017,340,0,0,0,0,0,0,1
1,"App ID-75109","2014 Fall",27,3.87,89,0,41484,28096,19920,41799,146.56,44891,9329,0.9756,16,0.0017,340,0,0,0,0,0,0,0
0,"App ID-75110","2014 Fall",19,3.44,NA,0,NA,0,0,0,146.56,44891,9329,0.9756,16,0.0017,340,0,0,0,0,0,1,1
0,"App ID-75111","2014 Fall",20,3.41,NA,0,NA,0,0,0,146.56,44891,9329,0.9756,16,0.0017,340,0,0,0,1,0,1,1
0,"App ID-75112","2014 Fall",25,3.78,NA,0,NA,0,0,0,134.38,57604,5152,0.987,5,0.001,NA,0,0,0,0,0,1,1
0,"App ID-75113","2014 Fall",22,3.05,NA,0,NA,0,0,0,134.38,57604,5152,0.987,5,0.001,NA,0,1,0,0,0,0,1
1,"App ID-75114","2014 Fall",31,4,92,0,41484,40836,38230,31511,276.3,40037,21084,0.9429,36,0.0017,NA,1,0,0,1,0,1,1
0,"App ID-75115","2014 Fall",31,3.91,NA,0,NA,0,0,0,97.61,58839,483,0.9938,5,0.0104,1126,0,1,0,0,0,1,1
0,"App ID-75116","2014 Fall",30,4,NA,0,NA,0,0,0,94.45,51867,24208,0.9752,221,0.0091,1126,1,1,0,0,0,0,1
0,"App ID-75117","2014 Fall",21,3.69,NA,0,NA,0,0,0,94.45,51867,24208,0.9752,221,0.0091,1126,1,0,0,0,0,0,0
1,"App ID-75118","2014 Fall",23,3.03,44,0,41484,16440,16440,24187,94.45,51867,24208,0.9752,221,0.0091,1126,0,1,0,0,0,0,0
0,"App ID-75119","2014 Fall",27,3.48,NA,0,41484,13500,13500,0,94.45,51867,24208,0.9752,221,0.0091,1126,0,1,0,0,0,0,0
0,"App ID-75120","2014 Fall",26,3.32,52,0,41484,0,0,44474,94.45,51867,24208,0.9752,221,0.0091,1126,1,0,0,0,0,0,0
1,"App ID-75121","2014 Fall",20,3.32,53,0,41484,10000,10000,0,85.15,61042,1255,0.9857,8,0.0064,1126,0,0,0,0,0,0,0
0,"App ID-75122","2014 Fall",27,3.52,NA,0,NA,0,0,0,94.45,51867,24208,0.9752,221,0.0091,1126,1,0,0,1,0,1,1
0,"App ID-75123","2014 Fall",23,3.72,NA,0,NA,0,0,0,85.15,61042,1255,0.9857,8,0.0064,1126,0,1,0,0,0,1,1
0,"App ID-75124","2014 Fall",24,3.68,NA,0,NA,0,0,0,94.45,51867,24208,0.9752,221,0.0091,1126,0,1,0,0,0,1,1
1,"App ID-75125","2014 Fall",25,2.76,36,0,41484,26884,12140,44474,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,0,0,0,0
1,"App ID-75126","2014 Fall",31,4,99,0,41484,26550,22340,36752,200.45,92392,46901,0.9383,111,0.0024,1614,1,0,0,0,0,0,0
0,"App ID-75177","2014 Fall",29,3.93,NA,0,41484,24196,22480,34567,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,0,0,0,1
1,"App ID-75178","2014 Fall",25,3.76,92,0,41484,13500,13500,11895,200.45,92392,46901,0.9383,111,0.0024,1614,1,0,0,0,0,0,1
1,"App ID-75179","2014 Fall",21,2.85,37,0,41484,25884,11140,44474,200.45,92392,46901,0.9383,111,0.0024,1614,1,0,0,1,1,0,1
0,"App ID-75180","2014 Fall",20,2.99,NA,0,NA,0,0,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,1,0,1,1
0,"App ID-75181","2014 Fall",23,3.64,NA,0,NA,0,0,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,0,0,1,1
0,"App ID-75182","2014 Fall",22,3.7,NA,0,NA,0,0,0,173.58,64278,4949,0.9913,12,0.0024,498,0,1,0,0,0,0,1
0,"App ID-75183","2014 Fall",26,3.78,NA,0,NA,0,0,0,167.76,67734,46812,0.9024,98,0.0021,2157,0,0,0,0,0,0,0
1,"App ID-75184","2014 Fall",25,3.81,92,0,41484,21250,21250,27107,200.45,92392,46901,0.9383,111,0.0024,2157,1,1,0,0,0,0,1
0,"App ID-75185","2014 Fall",33,3.84,NA,0,NA,0,0,0,167.76,67734,46812,0.9024,98,0.0021,2157,0,0,0,0,0,0,0
0,"App ID-75186","2014 Fall",30,3.91,NA,0,NA,0,0,0,225.52,80609,49911,0.838,142,0.0028,1638,1,1,0,0,0,1,1
1,"App ID-75187","2014 Fall",21,3.25,53,0,NA,0,0,0,225.52,80609,49911,0.838,142,0.0028,1638,0,0,0,0,0,1,1
0,"App ID-75188","2014 Fall",23,3.45,NA,0,NA,0,0,0,222.65,61417,16389,0.783,37,0.0023,1638,0,0,0,0,0,1,1
1,"App ID-75189","2014 Fall",29,3.62,78,0,41484,31004,20260,41242,221.61,49167,2025,0.9847,NA,NA,186,0,0,0,0,0,0,0
0,"App ID-75190","2014 Fall",27,3.27,NA,0,NA,0,0,0,287.15,42141,28875,0.9043,36,0.0012,979,1,0,0,0,0,1,1
1,"App ID-75192","2014 Fall",26,3.92,85,0,41484,29924,17500,44674,0.64,53139,41737,0.9084,951,0.0228,223,0,0,0,0,0,0,0
0,"App ID-75193","2014 Fall",24,3.83,NA,0,41484,21590,21340,31621,22.18,59565,3706,0.9617,48,0.013,223,0,0,0,1,0,1,1
1,"App ID-75194","2014 Fall",32,3.82,80,0,41484,17500,17500,0,22.18,59565,3706,0.9617,48,0.013,223,0,0,0,0,0,1,1
0,"App ID-75196","2014 Fall",21,3.55,NA,0,41484,5500,5500,368,22.18,59565,3706,0.9617,48,0.013,223,0,1,0,0,0,1,1
0,"App ID-75197","2014 Fall",24,3.54,NA,0,NA,0,0,0,22.18,59565,3706,0.9617,48,0.013,223,0,0,0,0,0,0,0
1,"App ID-75198","2014 Fall",20,3.31,59,0,41484,21638,16840,38852,63.77,51731,3111,0.9576,36,0.0116,130,1,0,0,0,0,1,1
1,"App ID-75199","2014 Fall",28,3.92,93,0,41484,26276,22300,37407,152.83,52693,32895,0.849,64,0.0019,722,1,0,0,0,0,0,1
1,"App ID-75200","2014 Fall",23,3.6,71,0,41484,20200,20200,29717,179.03,75287,18758,0.952,37,0.002,722,0,0,0,0,0,1,1
0,"App ID-75201","2014 Fall",21,3.76,NA,0,NA,0,0,0,171.99,80166,9000,0.9736,19,0.0021,722,0,0,0,0,0,1,1
0,"App ID-75202","2014 Fall",29,3.91,NA,0,NA,0,0,0,171.99,80166,9000,0.9736,19,0.0021,722,0,0,0,0,0,1,1
1,"App ID-75203","2014 Fall",29,3.9,90,0,41484,23628,21790,33852,164.37,80027,5338,0.9811,10,0.0019,722,0,0,0,1,0,0,1
0,"App ID-75204","2014 Fall",22,3.46,NA,0,NA,0,0,0,99.81,47772,33463,0.856,122,0.0036,1145,1,0,0,0,0,0,1
0,"App ID-75205","2014 Fall",31,4,NA,0,NA,0,0,0,99.81,47772,33463,0.856,122,0.0036,1145,1,0,0,0,0,0,1
0,"App ID-75206","2014 Fall",23,3.91,NA,0,NA,0,0,0,99.81,47772,33463,0.856,122,0.0036,1145,0,1,0,0,1,0,1
0,"App ID-75207","2014 Fall",24,3.63,NA,0,NA,0,0,0,120.54,56063,4388,0.9667,32,0.0073,NA,1,1,0,0,0,0,0
1,"App ID-75208","2014 Fall",27,3.75,81,0,41484,13500,13500,7721,120.54,56063,4388,0.9667,32,0.0073,NA,1,1,0,0,0,0,0
1,"App ID-75209","2014 Fall",25,3.78,89,0,41484,13500,13500,0,179.03,75287,18758,0.952,37,0.002,857,1,0,0,0,0,1,1
1,"App ID-75210","2014 Fall",27,4,99,0,41484,41670,37730,36539,179.03,75287,18758,0.952,37,0.002,857,0,1,0,0,0,1,1
1,"App ID-75214","2014 Fall",30,3.87,92,0,41484,28228,20450,40199,205.2,62230,28531,0.81,42,0.0015,2551,0,0,0,0,0,0,1
1,"App ID-75215","2014 Fall",30,3.91,98,0,41484,17500,17500,16850,206.71,94505,25784,0.8401,80,0.0031,2551,1,0,0,0,0,0,0
0,"App ID-75216","2014 Fall",21,3.04,NA,0,NA,0,0,0,205.2,62230,28531,0.81,42,0.0015,2551,0,0,0,1,0,1,1
0,"App ID-75218","2014 Fall",27,3.65,NA,0,41484,33510,33510,30164,201.96,71158,27864,0.8703,42,0.0015,2551,1,1,0,0,0,1,1
0,"App ID-75219","2014 Fall",19,2.97,NA,0,NA,0,0,0,218.46,51150,22777,0.7306,41,0.0018,NA,0,0,0,0,0,0,1
1,"App ID-75220","2014 Fall",33,3.83,0,0,41484,23750,20750,27272,215.04,80356,16736,0.866,65,0.0039,NA,0,1,0,0,0,1,1
0,"App ID-75221","2014 Fall",28,3.64,NA,0,NA,0,0,0,216.63,70113,17785,0.8473,58,0.0033,NA,0,0,0,1,0,1,1
0,"App ID-75222","2014 Fall",25,3.47,NA,0,41484,19250,19250,27365,210.08,119858,30143,0.8417,142,0.0047,NA,1,0,0,0,0,1,1
0,"App ID-75223","2014 Fall",27,3.81,NA,0,NA,0,0,0,216.63,70113,17785,0.8473,58,0.0033,NA,0,0,0,0,0,1,1
0,"App ID-75224","2014 Fall",18,3.48,NA,0,41484,0,0,42221,188.46,50385,3969,0.938,4,0.001,NA,1,1,0,0,0,1,1
1,"App ID-75225","2014 Fall",26,3.85,90,0,41484,30024,16500,44674,128.09,48178,29469,0.9582,105,0.0036,NA,1,0,0,0,0,1,1
1,"App ID-75226","2014 Fall",25,3.7,89,0,41484,13500,13500,0,138.1,48387,2945,0.9674,10,0.0034,NA,0,1,0,1,0,1,1
1,"App ID-75227","2014 Fall",32,3.96,99,0,41484,17500,17500,0,122.79,58310,7646,0.9912,71,0.0093,NA,0,1,0,0,0,1,1
0,"App ID-75228","2014 Fall",26,3.73,0,0,NA,0,0,0,120.06,61854,5055,0.9589,20,0.004,NA,0,0,0,0,0,0,0
1,"App ID-75229","2014 Fall",28,3.9,94,0,41484,17500,17500,17209,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,0,0,0,1,1
0,"App ID-75230","2014 Fall",28,3.19,NA,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,1,1,0,0,0,1,1
1,"App ID-75231","2014 Fall",29,3.98,96,0,41484,55190,55190,24418,122.79,58310,7646,0.9912,71,0.0093,NA,0,0,0,1,0,0,1
1,"App ID-75233","2014 Fall",31,3.81,96,0,41484,26912,21880,42292,128.09,48178,29469,0.9582,105,0.0036,NA,1,0,0,0,0,0,0
0,"App ID-75234","2014 Fall",25,3.57,81,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,0,0,1,0,1
0,"App ID-75235","2014 Fall",31,3.94,0,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,0,0,0,0,1
0,"App ID-75236","2014 Fall",27,3.78,0,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,1,0,0,0,0,0,1
1,"App ID-75239","2014 Fall",24,3.87,92,0,41484,28500,28500,0,120.06,61854,5055,0.9589,20,0.004,NA,0,1,0,0,0,0,0
1,"App ID-75240","2014 Fall",23,3.72,79,0,41484,13500,13500,30059,41.9,48766,4073,0.9646,34,0.0083,261,0,1,0,1,0,1,1
1,"App ID-75241","2014 Fall",25,3.71,83,0,NA,0,0,0,53.69,53125,624,0.9712,2,0.0032,261,0,0,0,1,0,0,1
0,"App ID-75242","2014 Fall",29,3.91,94,0,NA,0,0,0,41.9,48766,4073,0.9646,34,0.0083,261,1,1,0,0,0,1,1
0,"App ID-75243","2014 Fall",26,3.62,77,0,41484,37890,32700,40563,41.9,48766,4073,0.9646,34,0.0083,261,0,1,0,0,0,1,1
0,"App ID-75244","2014 Fall",20,3.52,84,0,41484,30596,25500,44168,207.37,45432,22882,0.4684,12,5e-04,NA,0,1,0,1,1,0,0
0,"App ID-75245","2014 Fall",18,3.22,86,0,NA,0,0,0,207.37,45432,22882,0.4684,12,5e-04,NA,0,0,0,0,0,0,0
1,"App ID-75246","2014 Fall",20,3.44,69,0,41484,7500,7500,4127,104.95,46765,3015,0.9572,4,0.0013,151,1,1,0,1,0,0,0
1,"App ID-75247","2014 Fall",30,3.92,92,0,41484,21060,21060,22174,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,0,0,0,0,0
1,"App ID-75248","2014 Fall",28,3.96,95,0,41484,21500,21500,19105,181.05,69136,23214,0.9699,84,0.0036,1626,1,0,0,1,0,0,0
0,"App ID-75249","2014 Fall",21,3.9,89,0,NA,0,0,0,181.05,69136,23214,0.9699,84,0.0036,1626,0,1,0,0,0,0,1
0,"App ID-75251","2014 Fall",29,4,99,0,41484,17000,17000,15669,189.77,96618,2888,0.9567,11,0.0038,1626,0,1,0,0,0,0,0
0,"App ID-75252","2014 Fall",18,3.21,47,0,NA,0,0,0,181.05,69136,23214,0.9699,84,0.0036,1626,0,1,0,0,0,0,0
0,"App ID-75253","2014 Fall",27,3.98,98,0,NA,0,0,0,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,0,0,0,0,0
0,"App ID-75254","2014 Fall",25,3.72,NA,0,41484,14240,14240,17811,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,0,1,0,0,0
0,"App ID-75256","2014 Fall",32,3.71,74,0,41484,55400,46480,44474,181.05,69136,23214,0.9699,84,0.0036,1626,1,1,0,1,0,0,1
0,"App ID-75257","2014 Fall",25,3.52,62,0,NA,0,0,0,279.02,77500,7188,0.969,18,0.0025,512,0,1,0,1,0,1,1
0,"App ID-75258","2014 Fall",33,3.9,92,0,41484,20000,20000,18569,191.26,55465,15081,0.9586,34,0.0023,1367,1,0,0,1,0,0,1
0,"App ID-75259","2014 Fall",30,4,99,0,NA,0,0,0,187.74,64940,2333,0.9884,4,0.0017,1367,1,0,0,0,0,1,1
1,"App ID-75260","2014 Fall",26,3.84,85,0,41484,19500,19500,0,191.26,55465,15081,0.9586,34,0.0023,1367,1,0,0,0,0,0,0
0,"App ID-75261","2014 Fall",21,3.73,79,0,NA,0,0,0,191.26,55465,15081,0.9586,34,0.0023,1367,0,0,0,0,0,0,1
1,"App ID-75262","2014 Fall",27,3.97,99,0,41484,22500,22500,26761,150.01,47209,3149,0.9879,16,0.0051,157,0,0,0,0,0,1,1
0,"App ID-75263","2014 Fall",29,3.77,80,0,41484,21250,18250,29365,150.01,47209,3149,0.9879,16,0.0051,157,1,1,0,0,0,1,1
0,"App ID-75264","2014 Fall",29,3.69,91,0,NA,0,0,0,199.33,86788,23591,0.8855,59,0.0025,2571,1,0,0,0,0,1,1
1,"App ID-75265","2014 Fall",23,3.62,86,0,41484,21560,21560,28775,199.33,86788,23591,0.8855,59,0.0025,2571,0,0,0,0,0,1,1
1,"App ID-75266","2014 Fall",30,4,0,0,41484,17500,17500,9853,207.49,78141,25954,0.9145,86,0.0033,1383,0,1,0,0,0,0,0
0,"App ID-75267","2014 Fall",29,3.74,NA,0,NA,0,0,0,207.49,78141,25954,0.9145,86,0.0033,NA,1,0,0,0,0,1,1
0,"App ID-75268","2014 Fall",24,3.98,91,0,41484,38210,32990,40263,304.69,62524,4588,0.9791,3,7e-04,251,1,0,0,0,0,0,1
0,"App ID-75269","2014 Fall",29,3.71,NA,0,41484,19000,19000,0,209.93,81875,27654,0.8955,63,0.0023,2017,1,1,0,0,0,1,1
1,"App ID-75270","2014 Fall",25,3.91,95,0,NA,0,0,0,147.76,51250,1926,0.9912,6,0.0031,NA,0,1,0,0,0,0,1
0,"App ID-75271","2014 Fall",20,3.83,93,0,NA,0,0,0,84.27,45833,494,0.9939,NA,NA,117,0,0,0,0,0,1,1
0,"App ID-75272","2014 Fall",29,3.91,NA,0,NA,0,0,0,84.27,45833,494,0.9939,NA,NA,117,0,0,0,0,0,0,0
1,"App ID-75273","2014 Fall",22,2.85,37,0,41484,25024,15540,43162,170.46,57636,4421,0.9851,20,0.0045,557,1,1,0,1,0,0,0
