"Final.Status","ID","Year","ACT","GPA","HS.Percentile","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
0,"App ID-130456","2014 Fall",23,3.96,NA,0,NA,0,0,0,68.53,44007,2965,0.9636,29,0.0098,172,0,0,0,0,0,0,1
0,"App ID-130467","2014 Fall",27,4,NA,0,41484,15500,15500,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,1,0,0
0,"App ID-130474","2014 Fall",25,3.69,NA,0,NA,0,0,0,3.65,66172,31429,0.9349,607,0.0193,NA,0,1,0,1,0,0,0
1,"App ID-130490","2015 Fall",31,4,98,0,43064,17500,17500,0,332.18,86354,23009,0.9136,38,0.0017,2500,0,1,0,1,0,1,1
1,"App ID-130501","2014 Fall",18,3.13,49,0,41484,20770,18370,35663,129.55,44059,14938,0.9642,46,0.0031,NA,0,1,0,1,0,0,0
0,"App ID-130503","2014 Fall",33,3.96,NA,0,41484,17000,17000,2635,205.27,71811,17968,0.8236,78,0.0043,2070,0,0,0,0,0,0,0
1,"App ID-130585","2014 Fall",23,3.81,85,0,41484,13500,13500,0,140.89,55396,5635,0.9886,22,0.0039,NA,0,1,0,1,0,0,0
0,"App ID-130589","2014 Fall",32,4,NA,0,41484,0,0,21184,147.88,64668,8021,0.99,29,0.0036,742,0,0,0,0,0,0,0
0,"App ID-130590","2014 Fall",21,3.59,NA,0,NA,0,0,0,213.6,71755,7413,0.9906,15,0.002,1057,0,0,0,1,0,0,0
1,"App ID-130591","2014 Fall",23,3.36,66,0,41484,19850,19850,17145,156.28,48182,5341,0.8884,14,0.0026,318,0,1,0,1,0,0,0
1,"App ID-130636","2014 Fall",17,3.48,61,0,41484,18690,18690,32237,125.37,48561,6006,0.9189,11,0.0018,439,0,0,0,1,0,0,0
0,"App ID-130637","2014 Fall",31,4,NA,0,41484,0,0,41013,417.49,40966,1050,0.9971,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-130645","2014 Fall",21,3.27,NA,0,41484,0,0,36472,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,0,0,0,0,0
1,"App ID-130646","2014 Fall",26,3.99,99,0,41484,27990,22610,44668,734.6,47104,3420,0.9643,1,3e-04,NA,1,0,0,0,0,0,0
0,"App ID-130652","2015 Fall",35,3.99,0,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,1,1,1,1,0,1,1
0,"App ID-130655","2014 Fall",0,2.95,NA,0,41484,27310,23310,44904,1206.37,24883,71015,0.142,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-130656","2014 Fall",20,2.87,0,0,41484,27794,13050,44474,106.41,49929,5476,0.9792,50,0.0091,NA,0,0,0,0,0,0,0
0,"App ID-130674","2014 Fall",23,2.95,NA,0,41484,0,0,32456,1194.11,108446,20197,0.797,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-130675","2014 Fall",26,3.73,NA,0,NA,0,0,0,160.87,53723,9681,0.9721,50,0.0052,NA,0,1,0,1,0,0,0
1,"App ID-130689","2014 Fall",22,2.93,53,0,41484,19978,10740,42905,140.89,55396,5635,0.9886,22,0.0039,NA,0,0,0,1,0,0,0
1,"App ID-130693","2014 Fall",23,3.77,82,0,41484,20000,20000,27686,192.76,65108,12775,0.9617,6,5e-04,1367,0,0,0,1,0,0,0
0,"App ID-130694","2014 Fall",20,2.64,NA,0,NA,0,0,0,904.35,73249,49446,0.9017,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-130819","2015 Fall",23,3.76,89,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,1,1,0,0,0,1,1
0,"App ID-130834","2014 Fall",32,3.47,NA,1,NA,0,0,0,150.84,44773,25838,0.8779,46,0.0018,NA,0,0,0,0,0,1,1
0,"App ID-131079","2016 Fall",22,3.38,57,1,NA,0,0,0,257.13,54126,28947,0.9082,82,0.0028,1442,1,0,1,1,0,1,1
0,"App ID-131153","2016 Fall",29,4.03,0,1,NA,0,0,0,122.79,58310,7646,0.9912,71,0.0093,NA,1,1,0,0,0,1,1
1,"App ID-131156","2016 Fall",20,3.4,45,0,44668,25400,23060,37914,3.12,45753,4104,0.9423,58,0.0141,NA,0,1,1,1,0,1,1
1,"App ID-131164","2016 Fall",29,3.91,85,0,NA,0,0,0,68.53,44007,2965,0.9636,29,0.0098,172,1,1,1,0,0,1,1
1,"App ID-131165","2016 Fall",34,3.88,99,0,44668,32426,24730,41176,128.47,52610,2255,0.9956,14,0.0062,NA,1,1,1,0,0,1,1
1,"App ID-131193","2016 Fall",30,3.99,89,0,44668,26600,26600,28280,54.9,60170,1577,0.8928,3,0.0019,NA,0,1,1,0,0,1,1
0,"App ID-131195","2015 Fall",25,3.61,80,0,43064,0,0,45706,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,1,0,0,1,1
0,"App ID-131199","2016 Fall",25,3.7,75,1,44668,0,0,8852,2.66,41554,31233,0.8977,362,0.0116,1671,0,1,0,1,0,1,1
0,"App ID-131202","2016 Fall",22,3.64,74,1,NA,0,0,0,2.66,41554,31233,0.8977,362,0.0116,1671,0,1,0,0,0,0,1
0,"App ID-131205","2015 Fall",26,3.78,81,0,43064,0,0,41121,2.52,42616,48506,0.8627,521,0.0107,NA,0,1,1,1,0,1,1
0,"App ID-131211","2016 Fall",25,3.88,85,1,NA,0,0,0,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,1,1
0,"App ID-131219","2016 Fall",22,3.87,91,1,NA,0,0,0,217.85,69531,606,0.9851,1,0.0017,378,1,0,1,1,0,1,1
0,"App ID-131271","2014 Fall",34,3.76,NA,0,41484,21150,21150,27706,215.34,88271,17224,0.8845,65,0.0038,1671,0,0,0,0,0,0,0
0,"App ID-131273","2014 Fall",24,3.33,NA,0,NA,0,0,0,127.08,51473,31027,0.915,26,8e-04,NA,0,1,0,1,0,0,0
0,"App ID-131274","2014 Fall",23,3.42,NA,0,41484,15740,15740,20443,224.26,57349,40500,0.591,33,8e-04,NA,0,0,0,1,0,0,0
0,"App ID-131276","2014 Fall",25,3.97,NA,0,41484,14500,14500,2985,312.68,40511,2360,0.9559,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-131280","2014 Fall",22,3.92,NA,0,41484,0,0,43450,141.52,51809,7637,0.9574,46,0.006,NA,0,0,0,0,0,0,0
0,"App ID-131281","2014 Fall",22,3.68,NA,0,NA,0,0,0,231.24,59167,31844,0.9025,52,0.0016,NA,1,0,0,0,0,0,0
0,"App ID-131284","2014 Fall",26,3.23,NA,0,NA,0,0,0,229.79,53140,35856,0.8061,35,0.001,NA,0,1,0,0,0,0,0
0,"App ID-131285","2014 Fall",29,3.85,NA,0,41484,16500,16500,0,128.09,48178,29469,0.9582,105,0.0036,NA,0,1,0,1,0,0,0
0,"App ID-131287","2014 Fall",30,3.88,NA,0,NA,0,0,0,207.53,104774,20057,0.8963,84,0.0042,595,0,0,0,1,0,0,0
0,"App ID-131288","2014 Fall",28,3,NA,0,NA,0,0,0,389.45,58921,37381,0.9511,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-131290","2014 Fall",29,4,99,0,41484,21670,19490,43956,68.05,61346,1220,0.8803,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-131297","2015 Fall",31,3.96,94,0,NA,0,0,0,257.13,54126,28947,0.9082,82,0.0028,1442,1,0,0,0,0,0,0
1,"App ID-131299","2014 Fall",22,3.56,71,0,41484,25666,20820,37616,7.95,68500,1274,0.9772,14,0.011,1356,0,0,0,0,0,0,0
0,"App ID-131313","2014 Fall",28,3.87,NA,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
1,"App ID-131326","2014 Fall",21,2.62,36,0,41484,12240,12240,18010,214.89,97856,26405,0.8247,65,0.0025,NA,0,0,0,1,0,0,0
1,"App ID-131331","2014 Fall",0,NA,0,0,41484,9000,9000,10039,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0
1,"App ID-131340","2014 Fall",21,2.52,27,0,41484,5500,5500,0,79.42,64327,326,1,2,0.0061,2185,0,0,0,1,0,0,0
0,"App ID-131352","2014 Fall",23,3.18,NA,0,41484,0,0,36634,221.54,43127,56467,0.4714,37,7e-04,1452,1,1,0,0,1,0,0
0,"App ID-131361","2014 Fall",18,3.74,NA,0,41484,0,0,44674,197.84,44798,9140,0.955,1,1e-04,NA,1,0,0,0,0,0,0
0,"App ID-131376","2014 Fall",22,2.82,34,0,41484,15470,15470,22753,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,0,0,0,0,1
0,"App ID-131377","2014 Fall",30,3.78,NA,0,41484,16000,16000,5067,567.55,50928,47787,0.9359,47,0.001,NA,0,0,0,0,0,0,0
0,"App ID-131395","2014 Fall",24,3.29,69,0,41484,0,0,12351,3.65,66172,31429,0.9349,607,0.0193,6335,0,0,0,1,0,0,0
0,"App ID-131415","2016 Fall",19,2.93,63,0,NA,0,0,0,287.15,42141,28875,0.9043,36,0.0012,979,0,0,0,0,0,0,0
1,"App ID-131421","2014 Fall",31,3.26,0,0,41484,26260,24380,41032,307.16,50096,752,0.9707,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-131429","2014 Fall",27,3.96,98,0,NA,0,0,0,220.11,52092,32153,0.7625,32,0.001,1671,0,1,0,0,0,0,0
1,"App ID-131431","2014 Fall",32,3.97,0,0,41484,23750,20750,30615,213.55,76813,8884,0.9536,23,0.0026,438,0,0,0,0,0,0,0
0,"App ID-131469","2014 Fall",18,3.71,79,0,41484,27824,18810,44474,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
0,"App ID-131473","2015 Fall",26,3.63,77,0,41484,26088,20990,44283,238.96,70281,29612,0.9469,35,0.0012,1452,0,0,1,0,0,1,1
1,"App ID-131476","2015 Fall",23,3.39,0,0,43064,17010,17010,22687,189.52,80114,8852,0.9763,31,0.0035,NA,0,0,1,1,0,0,0
0,"App ID-131490","2015 Fall",23,3.88,92,0,NA,0,0,0,127.08,51473,31027,0.915,26,8e-04,NA,1,0,0,0,0,0,0
1,"App ID-131492","2014 Fall",19,3.92,90,0,41484,13000,13000,0,146.11,46132,22990,0.8633,137,0.006,NA,0,0,0,1,0,0,0
0,"App ID-131494","2014 Fall",19,3.57,NA,0,41484,0,0,41602,213.07,144783,9996,0.9448,36,0.0036,2436,0,0,0,0,0,0,0
1,"App ID-131502","2014 Fall",18,2.78,34,0,41484,0,0,44674,2.66,41554,31233,0.8977,362,0.0116,1671,0,0,0,1,0,0,0
1,"App ID-131508","2015 Fall",28,3.89,89,0,43064,32963,19500,46254,178.2,76161,19010,0.9317,41,0.0022,1087,0,0,0,0,0,0,0
1,"App ID-131521","2015 Fall",28,3.88,82,0,NA,0,0,0,59.25,57331,6338,0.9432,76,0.012,413,0,0,0,0,0,0,1
1,"App ID-131522","2015 Fall",18,2.97,0,0,43064,22750,21818,35752,213.02,79660,25780,0.8702,105,0.0041,NA,0,0,0,0,0,0,1
0,"App ID-131529","2015 Fall",26,3.82,87,0,NA,0,0,0,129.55,44059,14938,0.9642,46,0.0031,NA,0,1,0,0,0,0,0
0,"App ID-131530","2015 Fall",28,3.45,0,0,43064,23690,19690,46054,344.47,38763,5022,0.9516,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-131537","2014 Fall",20,3.18,60,0,41484,0,0,42213,821.15,36818,5011,0.9792,3,6e-04,NA,0,1,0,0,0,0,0
0,"App ID-131547","2014 Fall",26,3.87,NA,0,41484,26180,26180,38505,685.85,41994,38632,0.6115,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-131560","2014 Fall",19,3.1,NA,0,NA,0,0,0,58.62,53655,8032,0.9412,23,0.0029,1087,0,0,0,0,0,0,0
0,"App ID-131567","2014 Fall",25,3.19,NA,0,NA,0,0,0,332.18,86354,23009,0.9136,38,0.0017,2500,0,1,0,1,0,0,0
0,"App ID-131568","2014 Fall",24,3.24,NA,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,3275,0,0,0,1,0,0,0
1,"App ID-131584","2016 Fall",21,2.96,0,1,44668,22400,22400,30806,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,1,1,0,0,1
0,"App ID-131590","2014 Fall",28,3.12,NA,0,41484,0,0,44424,202.96,95739,15304,0.9379,54,0.0035,2750,0,0,0,1,1,0,0
0,"App ID-131599","2015 Fall",29,3.18,0,0,NA,0,0,0,719.45,26606,33892,0.4397,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-131615","2014 Fall",25,3.44,NA,0,41484,0,0,44674,3801.23,70341,55380,0.3319,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-131626","2014 Fall",22,2.69,0,0,41484,27794,13050,44510,207.09,65924,22915,0.7846,77,0.0034,2070,0,1,0,1,1,0,0
1,"App ID-131628","2014 Fall",27,3.51,88,0,41484,18410,18410,28877,122.79,58310,7646,0.9912,71,0.0093,NA,1,0,0,1,0,0,0
0,"App ID-131633","2014 Fall",31,2.66,NA,0,41484,19630,19630,33847,440.76,61001,43251,0.9253,11,3e-04,NA,0,0,0,1,1,0,0
1,"App ID-131636","2015 Fall",26,NA,92,0,43064,18000,18000,15654,1088.22,40164,17347,0.7282,NA,NA,NA,1,0,0,0,0,0,0
1,"App ID-131639","2015 Fall",32,3.95,98,0,43064,23750,23750,29607,229.79,53140,35856,0.8061,35,0.001,NA,0,0,0,1,0,0,0
1,"App ID-131644","2016 Fall",26,3.97,93,0,44668,0,0,43879,189.77,96618,2888,0.9567,11,0.0038,1626,0,0,0,1,0,0,1
0,"App ID-131649","2014 Fall",22,3.53,74,0,NA,0,0,0,91.71,49515,17287,0.9498,47,0.0027,2185,0,0,0,0,0,0,1
1,"App ID-131662","2014 Fall",28,3.33,61,0,41484,18710,18710,24309,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,0,0,0,0,0
0,"App ID-131752","2014 Fall",26,3.57,NA,0,41484,25600,25600,37660,66.68,48438,739,0.9432,1,0.0014,NA,0,0,0,1,0,0,0
0,"App ID-131754","2014 Fall",25,3.81,NA,0,41484,24562,21920,35995,255.52,57604,3219,0.9699,17,0.0053,230,1,1,0,0,0,0,0
1,"App ID-131755","2014 Fall",21,3.49,64,0,41484,18750,18750,43205,147.88,64668,8021,0.99,29,0.0036,742,0,0,0,1,0,0,0
0,"App ID-131757","2014 Fall",21,2.77,NA,0,NA,0,0,0,192.26,88289,3294,0.9848,7,0.0021,NA,0,0,0,1,0,0,0
0,"App ID-131761","2014 Fall",21,2.87,NA,0,41484,0,0,20896,229.21,95500,3299,0.9706,10,0.003,NA,0,0,0,0,0,0,0
1,"App ID-131771","2014 Fall",22,3.04,0,0,41484,24330,15980,41954,152.83,52693,32895,0.849,64,0.0019,NA,0,1,0,1,0,0,0
0,"App ID-131777","2014 Fall",28,3.57,76,0,NA,0,0,0,152.83,52693,32895,0.849,64,0.0019,NA,0,0,0,1,0,0,0
1,"App ID-131787","2014 Fall",21,3.37,71,0,41484,15160,15160,20226,210.83,75591,30452,0.8681,122,0.004,NA,0,0,0,0,0,0,0
1,"App ID-131788","2014 Fall",21,3.46,72,0,41484,22490,22490,0,1218.9,102047,39552,0.8953,NA,NA,2017,0,0,0,1,0,0,0
0,"App ID-131789","2014 Fall",33,3.12,NA,0,41484,0,0,35521,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,1,0,0,0
0,"App ID-131790","2014 Fall",24,3.21,NA,0,41484,0,0,38161,0.64,53139,41737,0.9084,951,0.0228,6335,1,0,0,0,0,0,0
0,"App ID-131793","2014 Fall",28,3.85,NA,0,41484,14500,14500,14569,189.65,58012,25540,0.8952,55,0.0022,10914,0,0,0,0,0,0,0
0,"App ID-131799","2014 Fall",18,2.85,NA,0,NA,0,0,0,1122.71,42122,38795,0.8552,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-131801","2014 Fall",20,2.92,32,0,NA,0,0,0,2.66,41554,31233,0.8977,362,0.0116,1671,0,0,0,1,0,0,0
0,"App ID-131803","2015 Fall",24,3.46,57,0,43064,22270,22270,32276,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
1,"App ID-131812","2014 Fall",19,3.6,0,0,41484,0,0,44374,149.81,41667,732,0.9932,1,0.0014,NA,1,0,0,1,0,0,0
0,"App ID-131817","2014 Fall",25,3.66,88,0,41484,21300,18306,35294,200.43,77106,33811,0.8865,89,0.0026,1823,1,0,0,1,0,0,0
0,"App ID-131820","2014 Fall",27,4,NA,0,41484,16500,16000,0,203.97,67893,13752,0.9538,22,0.0016,945,0,0,0,1,0,0,0
0,"App ID-131821","2014 Fall",23,3.44,56,0,41484,20950,20950,18755,222.72,66999,8112,0.7486,12,0.0015,1173,0,0,0,1,0,0,0
0,"App ID-131826","2015 Fall",28,2.55,13,0,NA,0,0,0,219.76,34831,5999,0.7675,16,0.0027,NA,1,0,0,1,0,0,0
0,"App ID-131890","2014 Fall",18,3.02,NA,0,41484,0,0,44233,207.37,45432,22882,0.4684,12,5e-04,NA,0,0,0,0,1,0,0
0,"App ID-131894","2014 Fall",24,2.34,NA,1,NA,0,0,0,223.27,65984,28548,0.7984,45,0.0016,NA,0,0,0,0,0,0,1
1,"App ID-131903","2015 Fall",29,3.93,0,0,41484,19500,19500,0,141.56,47500,839,0.9809,1,0.0012,40,0,0,1,0,0,0,0
0,"App ID-131933","2014 Fall",22,2.81,NA,0,NA,0,0,0,202.67,50020,16754,0.8314,20,0.0012,NA,0,0,0,1,0,0,0
0,"App ID-131936","2014 Fall",33,2.88,NA,0,41484,0,0,44474,215.77,40156,3153,0.6778,11,0.0035,NA,0,0,0,0,0,0,0
0,"App ID-132512","2015 Fall",26,3.9,83,0,NA,0,0,0,70.87,49276,1966,0.9822,20,0.0102,NA,1,1,0,0,0,1,1
0,"App ID-133420","2015 Fall",24,3.39,-153,0,43064,0,0,42655,2.66,41554,31233,0.8977,362,0.0116,1671,0,0,0,0,0,0,0
0,"App ID-133472","2014 Fall",24,3.3,NA,0,41484,9000,9000,0,150.84,44773,25838,0.8779,46,0.0018,NA,0,0,0,0,0,0,1
0,"App ID-133473","2014 Fall",20,3.03,60,0,41484,19778,19090,33955,242.66,52596,1690,0.9899,2,0.0012,NA,0,0,0,0,0,0,0
0,"App ID-133474","2014 Fall",26,3.59,80,0,NA,0,0,0,515.6,53702,2232,0.9458,NA,NA,NA,0,0,0,0,1,0,1
0,"App ID-133480","2014 Fall",20,3.19,NA,0,NA,0,0,0,386.15,39142,2477,0.8454,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-133924","2014 Fall",27,2.83,NA,0,41484,21020,16950,36107,255.3,63125,3364,0.9084,NA,NA,1111,0,0,0,1,0,0,0
0,"App ID-133996","2014 Fall",26,3.53,NA,0,41484,0,0,44904,817.57,41000,10321,0.9489,2,2e-04,NA,0,0,0,1,0,0,0
0,"App ID-133998","2014 Fall",21,3.11,NA,0,41484,0,0,43557,242.59,54038,1780,0.9781,NA,NA,522,0,0,0,0,0,0,0
1,"App ID-134005","2014 Fall",30,3.54,73,0,41484,27500,27500,0,652.84,55978,15173,0.9015,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-134037","2015 Fall",30,3.89,97,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,1,0,0,0,0
0,"App ID-134038","2014 Fall",30,4,NA,0,NA,0,0,0,944.33,49873,38180,0.9441,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-134109","2014 Fall",27,3.81,NA,0,NA,0,0,0,206.93,91512,21957,0.9146,91,0.0041,595,0,0,0,1,0,0,0
0,"App ID-134112","2014 Fall",0,3.03,NA,0,NA,0,0,0,1131.62,83146,70764,0.8258,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-134123","2015 Fall",19,3.08,42,0,43064,29603,14270,46054,69.59,53875,1208,0.9843,8,0.0066,NA,0,1,0,1,0,0,1
0,"App ID-134141","2014 Fall",24,4,NA,0,41484,21250,18250,27299,1219.42,63135,40792,0.8907,NA,NA,2017,0,0,0,1,1,0,0
0,"App ID-134161","2014 Fall",24,3.74,NA,0,41484,24920,24920,36654,972.81,55134,28320,0.8958,NA,NA,2017,0,0,0,0,0,0,0
1,"App ID-134163","2014 Fall",24,3.79,85,0,41484,26272,15870,38588,7.95,68500,1274,0.9772,14,0.011,1356,0,0,0,0,0,0,0
0,"App ID-134168","2014 Fall",25,3.66,78,0,41484,49620,44210,43549,163,67266,3412,0.99,9,0.0026,498,0,0,0,0,0,0,0
0,"App ID-134171","2014 Fall",28,3.7,99,0,NA,0,0,0,231.24,59167,31844,0.9025,52,0.0016,NA,0,0,0,1,0,0,0
0,"App ID-134256","2014 Fall",27,3.76,NA,0,41484,18290,18290,21522,1215.87,45346,33935,0.868,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-134273","2014 Fall",24,3.07,NA,0,NA,0,0,0,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,0,0,0,0,0
0,"App ID-134274","2014 Fall",24,3.73,NA,0,41484,0,0,40061,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,0,0,0,0,0
0,"App ID-134275","2014 Fall",23,3.65,NA,0,NA,0,0,0,200.82,71250,3338,0.9491,3,9e-04,1367,0,1,0,0,0,0,0
1,"App ID-134276","2014 Fall",21,3.62,0,0,41484,26774,12030,44474,92.37,47350,2383,0.9622,13,0.0055,136,0,1,0,0,0,0,1
0,"App ID-134279","2014 Fall",23,3.66,NA,0,NA,0,0,0,211.78,79174,42276,0.7615,93,0.0022,NA,0,0,0,0,1,0,0
0,"App ID-134280","2014 Fall",26,3.43,NA,0,41484,13500,13500,15469,242.59,54038,1780,0.9781,NA,NA,946,0,0,0,0,0,1,1
0,"App ID-134281","2014 Fall",25,3.34,NA,0,NA,0,0,0,89.8,50063,1331,0.994,9,0.0068,159,0,0,0,0,0,0,0
0,"App ID-134282","2014 Fall",27,3.61,78,0,41484,0,0,30131,229.79,53140,35856,0.8061,35,0.001,NA,0,0,0,0,0,0,0
0,"App ID-134292","2014 Fall",0,3.1,NA,0,NA,0,0,0,636.69,69305,35081,0.8285,9,3e-04,NA,0,0,0,0,1,0,0
0,"App ID-134295","2014 Fall",25,3.91,NA,0,NA,0,0,0,143.14,44922,494,0.9372,1,0.002,NA,0,0,0,0,0,0,0
1,"App ID-134297","2014 Fall",26,3.93,83,0,41484,16000,16000,17451,3.65,66172,31429,0.9349,607,0.0193,NA,0,1,0,0,0,0,0
0,"App ID-134300","2015 Fall",26,3.91,90,0,43064,19500,19500,8809,189.77,96618,2888,0.9567,11,0.0038,1626,1,1,0,0,0,0,0
0,"App ID-134303","2014 Fall",31,3.73,76,0,41484,0,0,40758,337.71,42786,2126,0.9845,2,9e-04,86,0,0,0,0,0,0,0
0,"App ID-134312","2014 Fall",0,3.16,68,0,41484,0,0,40636,1244.39,65851,9327,0.7472,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-134318","2015 Fall",28,3.83,86,0,43064,18500,18500,0,0.64,53139,41737,0.9084,951,0.0228,1356,1,0,1,0,0,1,1
0,"App ID-134329","2014 Fall",21,3.27,NA,0,41484,5500,5500,0,43.46,52268,16639,0.9237,179,0.0108,737,1,0,0,1,0,0,1
0,"App ID-134330","2014 Fall",0,2.76,NA,0,41484,27154,18140,44474,213.85,67108,12096,0.7458,35,0.0029,NA,0,0,0,0,1,0,0
0,"App ID-134332","2014 Fall",20,3.65,NA,0,41484,0,0,44474,119.03,41500,1090,0.9862,3,0.0028,NA,0,0,0,0,0,0,1
1,"App ID-134333","2015 Fall",0,3.67,0,0,43064,31502,23000,32919,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0
1,"App ID-134338","2014 Fall",28,3.65,81,0,41484,27208,19100,41729,152.83,54983,16440,0.9509,28,0.0017,1078,0,1,0,0,0,0,0
0,"App ID-134342","2014 Fall",20,2.83,NA,0,41484,18590,18590,32065,238.96,70281,29612,0.9469,35,0.0012,1452,0,0,0,0,0,0,0
0,"App ID-134343","2014 Fall",24,3.36,NA,0,NA,0,0,0,221.54,43127,56467,0.4714,37,7e-04,NA,0,0,0,1,0,0,0
0,"App ID-134368","2014 Fall",0,3.88,NA,0,NA,0,0,0,1186.65,86886,53837,0.7174,NA,NA,NA,1,0,0,0,0,0,0
0,"App ID-134408","2014 Fall",20,3.22,NA,0,NA,0,0,0,164.08,70515,5063,0.9777,5,0.001,498,0,1,0,1,0,0,1
1,"App ID-134411","2014 Fall",23,2.66,37,0,41484,21340,13300,36799,201.96,79639,10529,0.5045,14,0.0013,1823,1,0,0,0,0,0,0
0,"App ID-134412","2014 Fall",22,2.93,NA,0,NA,0,0,0,58.62,53655,8032,0.9412,23,0.0029,1087,0,0,0,0,0,0,0
0,"App ID-134470","2014 Fall",18,3.48,NA,0,41484,23690,23690,38218,73.7,49018,36448,0.906,163,0.0045,NA,0,0,0,0,0,0,0
1,"App ID-134472","2014 Fall",0,3.1,0,0,41484,9000,9000,9120,3792.58,84835,52637,0.2161,NA,NA,NA,1,0,0,0,1,0,0
1,"App ID-134527","2015 Fall",27,4,99,0,43064,21500,21500,9262,887.09,48531,10750,0.9537,NA,NA,NA,0,0,0,0,0,1,1
1,"App ID-134587","2015 Fall",28,3.85,91,0,43064,20600,20600,22889,229.79,53140,35856,0.8061,35,0.001,NA,0,0,0,0,0,0,0
0,"App ID-134598","2015 Fall",24,2.9,49,0,43064,22192,15120,42969,129.55,44059,14938,0.9642,46,0.0031,NA,0,0,0,0,0,0,0
0,"App ID-134606","2014 Fall",20,3.35,NA,1,NA,0,0,0,191.22,41417,1570,0.5414,3,0.0019,NA,0,0,0,0,0,0,1
0,"App ID-134636","2014 Fall",0,3.35,77,0,41484,0,0,42821,3.12,45753,4104,0.9423,58,0.0141,NA,0,0,0,0,0,0,0
1,"App ID-134644","2014 Fall",27,2.64,0,0,NA,0,0,0,199.77,81720,14728,0.942,46,0.0031,644,1,0,1,0,0,0,0
0,"App ID-134648","2014 Fall",0,3.16,55,0,41484,27060,18140,44474,191.5,61881,8145,0.9457,17,0.0021,513,0,0,0,0,1,0,0
1,"App ID-134650","2015 Fall",25,3.77,90,0,43064,15500,15500,0,37.95,49727,5149,0.8679,79,0.0153,266,0,1,1,0,0,1,1
0,"App ID-134651","2015 Fall",22,3.43,64,0,NA,0,0,0,227.98,101206,48915,0.9163,160,0.0033,1774,0,0,0,0,0,1,1
0,"App ID-134652","2015 Fall",30,3.95,95,0,43064,0,0,46054,229.79,53140,35856,0.8061,35,0.001,NA,1,0,0,1,0,0,0
1,"App ID-134661","2014 Fall",25,3.57,79,0,41484,19630,19630,24548,360.77,46310,19931,0.9675,1,1e-04,NA,0,0,0,1,0,0,0
1,"App ID-134669","2014 Fall",23,3.69,86,0,41484,13000,13000,0,238.96,70281,29612,0.9469,35,0.0012,1452,0,0,0,1,0,0,0
0,"App ID-134672","2014 Fall",20,3.13,NA,0,NA,0,0,0,208.72,52550,2079,0.988,NA,NA,95,0,0,0,1,0,0,0
0,"App ID-134675","2014 Fall",21,3.31,NA,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,0,0,0
1,"App ID-134677","2014 Fall",24,3.57,66,0,41484,17920,15920,20683,187.44,93679,16864,0.9413,43,0.0025,NA,0,0,0,1,0,0,0
