"Application ID","Award Status","Comprehensive Cost","Total Gift","Total Institutional Gift","Gross Need"
"App ID-239475","Award Complete","44668.00","29840.00","29840.00","38763.00"
"App ID-240919","No Award","44668.00","0.00","0.00","48077.00"
"App ID-244325","Award Complete","44668.00","25200.00","25200.00","29734.00"
"App ID-234945","Award Complete","44668.00","26600.00","26600.00","29700.00"
"App ID-192351","Award Complete","44668.00","10500.00","10500.00","0.00"
"App ID-240902","No Award","44668.00","0.00","0.00","45139.00"
"App ID-142108","Award Complete","44668.00","22960.00","22960.00","33921.00"
"App ID-241059","No Award","44668.00","0.00","0.00","46378.00"
"App ID-124342","Award Complete","44668.00","29601.00","14500.00","47758.00"
"App ID-241044","No Award","44668.00","0.00","0.00","42629.00"
"App ID-162463","Award Complete","44668.00","31575.00","23110.00","46442.00"
"App ID-246580","No Award","44668.00","0.00","0.00","31220.00"
"App ID-246552","Award Complete","44668.00","21000.00","21000.00","5355.00"
"App ID-238941","No Award","44668.00","0.00","0.00",""
"App ID-240208","Award Complete","44668.00","27160.00","27160.00","30225.00"
"App ID-240237","No Award","44668.00","0.00","0.00",""
"App ID-241024","No Award","44668.00","0.00","0.00","47758.00"
"App ID-240886","No Award","44668.00","0.00","0.00",""
"App ID-232299","Award Complete","44668.00","21490.00","21490.00","26872.00"
"App ID-241043","No Award","44668.00","0.00","0.00","43634.00"
"App ID-226052","Award Complete","44668.00","24876.00","21030.00",""
"App ID-240508","Award Complete","44668.00","31601.00","15850.00","47758.00"
"App ID-241060","Award Complete","44668.00","21000.00","21000.00","21916.00"
"App ID-240228","No Award","44668.00","0.00","0.00","43126.00"
"App ID-160412","Award Complete","44668.00","10500.00","10500.00","0.00"
"App ID-234836","Award Complete","44668.00","32471.00","18500.00","47758.00"
"App ID-227683","No Award","44668.00","0.00","0.00","48358.00"
"App ID-238917","Award Complete","44668.00","28251.00","12500.00","47758.00"
"App ID-232042","Award Complete","44668.00","25196.00","20010.00","40711.00"
"App ID-227568","Award Complete","44668.00","19710.00","19710.00","26517.00"
"App ID-234937","Award Complete","44668.00","25200.00","25200.00","31152.00"
"App ID-138608","Award Complete","44668.00","30955.00","24790.00","46445.00"
"App ID-232326","Award Complete","44668.00","12500.00","12500.00","0.00"
"App ID-240681","Award Complete","44668.00","0.00","0.00","32310.00"
"App ID-240333","Award Complete","44668.00","28965.00","20200.00","46719.00"
"App ID-240340","Award Complete","44668.00","22960.00","22960.00","29639.00"
"App ID-163551","Award Complete","44668.00","27160.00","27160.00","33281.00"
"App ID-197803","Award Complete","44668.00","29192.00","22670.00","42311.00"
"App ID-204760","Award Complete","44668.00","27038.00","26600.00","34975.00"
"App ID-240543","Award Complete","44668.00","16500.00","16500.00",""
"App ID-204650","Award Complete","44668.00","16500.00","16500.00","0.00"
"App ID-239014","Award Complete","44668.00","19500.00","19500.00","26960.00"
"App ID-240441","Award Complete","44668.00","29899.00","19940.00","45305.00"
"App ID-240497","Award Complete","44668.00","18500.00","18500.00","0.00"
"App ID-232519","No Award","44668.00","0.00","0.00","45049.00"
"App ID-240171","No Award","44668.00","0.00","0.00","47758.00"
"App ID-175992","Award Complete","44668.00","22550.00","22550.00","23746.00"
"App ID-204595","Award Complete","44668.00","23360.00","23360.00","37090.00"
"App ID-240464","Award Complete","44668.00","29601.00","13850.00","47758.00"
"App ID-234947","Award Complete","44668.00","31251.00","15500.00","47758.00"
"App ID-240478","Award Complete","44668.00","29810.00","26810.00","39755.00"
"App ID-231666","Award Complete","44668.00","18900.00","18900.00","23632.00"
"App ID-191719","Award Complete","44668.00","19000.00","19000.00","13102.00"
"App ID-135134","Award Complete","44668.00","26600.00","23600.00","31769.00"
"App ID-194711","Award Complete","44668.00","36751.00","25000.00","47758.00"
"App ID-230318","No Award","44668.00","0.00","0.00","47758.00"
"App ID-224630","Award Complete","44668.00","21260.00","21260.00","21611.00"
"App ID-228018","Award Complete","44668.00","26186.00","16000.00","47538.00"
"App ID-127235","Award Complete","44668.00","29200.00","29200.00","42678.00"
"App ID-191867","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-224549","Award Complete","44668.00","18930.00","18930.00","24329.00"
"App ID-128840","Award Complete","44668.00","21000.00","21000.00","0.00"
"App ID-228324","Award Complete","44668.00","29994.00","23900.00","37069.00"
"App ID-164656","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-192607","Award Complete","44668.00","20660.00","19000.00","21749.00"
"App ID-226290","Award Complete","44668.00","26600.00","23600.00","28847.00"
"App ID-228390","Award Complete","44668.00","26310.00","26310.00","27697.00"
"App ID-230600","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-185678","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-228442","Award Complete","44668.00","27208.00","25470.00","37278.00"
"App ID-186072","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-225934","Award Complete","44668.00","23400.00","23400.00","26006.00"
"App ID-168454","Award Complete","44668.00","26656.00","19000.00","47758.00"
"App ID-194894","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-194685","Award Complete","44668.00","19000.00","19000.00","15144.00"
"App ID-180719","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-157823","No Award","44668.00","0.00","0.00","43223.00"
"App ID-164663","Award Complete","44668.00","21920.00","21920.00","22608.00"
"App ID-204690","Award Complete","44668.00","29601.00","13850.00","47758.00"
"App ID-227963","Award Complete","44668.00","20000.00","20000.00","17594.00"
"App ID-225740","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-188475","Award Complete","44668.00","15000.00","15000.00","15372.00"
"App ID-224544","No Award","44668.00","0.00","0.00","46558.00"
"App ID-185321","Award Complete","44668.00","27240.00","23750.00","36332.00"
"App ID-227686","Award Complete","44668.00","23480.00","23480.00","24723.00"
"App ID-227437","Award Complete","44668.00","3665.00","3665.00","38141.00"
"App ID-251485","No Award","44668.00","0.00","0.00","20284.00"
"App ID-247063","No Award","44668.00","0.00","0.00","32140.00"
"App ID-192477","Award Complete","44668.00","19110.00","19110.00","23308.00"
"App ID-233595","Award Complete","44668.00","21500.00","21500.00","0.00"
"App ID-253197","No Award","44668.00","0.00","0.00","34795.00"
"App ID-233701","No Award","44668.00","0.00","0.00","42654.00"
"App ID-233725","Award Complete","44668.00","15000.00","15000.00","0.00"
"App ID-232306","Award Complete","44668.00","9000.00","9000.00","0.00"
"App ID-227949","Award Complete","44668.00","22586.00","22030.00","36453.00"
"App ID-170403","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-124273","Award Complete","44668.00","2000.00","2000.00","0.00"
"App ID-205011","Award Complete","44668.00","25500.00","25500.00","29044.00"
"App ID-157888","Award Complete","44668.00","26600.00","26600.00","33554.00"
"App ID-180572","No Award","44668.00","0.00","0.00","35123.00"
"App ID-159815","Award Complete","44668.00","23000.00","23000.00","28936.00"
"App ID-196120","Award Complete","44668.00","26600.00","26600.00","34072.00"
"App ID-225733","Award Complete","44668.00","19000.00","19000.00","13338.00"
"App ID-159812","Award Complete","44668.00","20000.00","20000.00","0.00"
"App ID-191186","Award Complete","44668.00","21500.00","21500.00","0.00"
"App ID-225677","Award Complete","44668.00","28475.00","26110.00",""
"App ID-227433","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-225861","Award Complete","44668.00","19170.00","17000.00","20187.00"
"App ID-186750","Award Complete","44668.00","25710.00","25710.00","26511.00"
"App ID-225754","Award Complete","44668.00","26798.00","20210.00","42304.00"
"App ID-232275","Award Complete","44668.00","21980.00","21980.00","23140.00"
"App ID-196259","Award Complete","44668.00","20000.00","20000.00","994.00"
"App ID-160115","Award Complete","44668.00","19000.00","19000.00","5931.00"
"App ID-180759","Award Complete","44668.00","23500.00","23500.00","10364.00"
"App ID-165255","No Award","44668.00","0.00","0.00","47881.00"
"App ID-227338","Award Complete","44668.00","26600.00","26600.00","29207.00"
"App ID-168678","Award Complete","44668.00","13000.00","13000.00",""
"App ID-187744","Award Complete","44668.00","30000.00","30000.00","22254.00"
"App ID-177951","Award Complete","44668.00","25160.00","25160.00","32793.00"
"App ID-195144","Award Complete","44668.00","32615.00","19000.00","33839.00"
"App ID-192559","Award Complete","44668.00","20000.00","20000.00","20407.00"
"App ID-196476","Award Complete","44668.00","29200.00","29200.00","39623.00"
"App ID-228331","No Award","44668.00","0.00","0.00","48358.00"
"App ID-230326","Award Complete","44668.00","26330.00","23340.00","38631.00"
"App ID-157839","Award Complete","44668.00","23230.00","23230.00","29682.00"
"App ID-185434","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-226638","Award Complete","44668.00","25200.00","25200.00","32390.00"
"App ID-186950","Award Complete","44668.00","27564.00","21200.00","44904.00"
"App ID-211740","Award Complete","44668.00","32471.00","19000.00","47758.00"
"App ID-182353","Award Complete","44668.00","25200.00","25200.00","33066.00"
"App ID-145766","Award Complete","44668.00","29993.00","21520.00","43344.00"
"App ID-196207","Award Complete","44668.00","29660.00","26670.00","38531.00"
"App ID-192522","Award Complete","44668.00","22000.00","22000.00","0.00"
"App ID-204609","Award Complete","44668.00","28546.00","25030.00","35691.00"
"App ID-180432","Award Complete","44668.00","21380.00","21380.00","20709.00"
"App ID-204599","Award Complete","44668.00","19000.00","19000.00","12350.00"
"App ID-225753","Award Complete","44668.00","19000.00","19000.00","16400.00"
"App ID-209913","No Award","44668.00","0.00","0.00","8578.00"
"App ID-162450","Award Complete","44668.00","27430.00","25350.00","37583.00"
"App ID-225647","Award Complete","44668.00","19490.00","19490.00","21659.00"
"App ID-204634","Award Complete","44668.00","27432.00","24500.00","37591.00"
"App ID-171549","Award Complete","44668.00","26600.00","26600.00","30149.00"
"App ID-180468","Award Complete","44668.00","31055.00","20000.00","41776.00"
"App ID-197970","Award Complete","44668.00","21500.00","21500.00","4255.00"
"App ID-187287","Award Complete","44668.00","21810.00","21810.00","22494.00"
"App ID-163800","Award Complete","44668.00","29333.00","20630.00","44452.00"
"App ID-156156","Award Complete","44668.00","22960.00","22960.00","28072.00"
"App ID-227451","Award Complete","44668.00","23500.00","23500.00","22907.00"
"App ID-224623","Award Complete","44668.00","28924.00","26370.00","37576.00"
"App ID-228620","Award Complete","44668.00","25192.00","20870.00","39998.00"
"App ID-130077","Award Complete","44668.00","19000.00","19000.00","14353.00"
"App ID-161715","Award Complete","44668.00","26600.00","26600.00","32793.00"
"App ID-204605","Award Complete","44668.00","27160.00","27160.00","34722.00"
"App ID-196392","Award Complete","44668.00","29000.00","29000.00","5722.00"
"App ID-204751","Award Complete","44668.00","26600.00","26600.00","30093.00"
"App ID-225719","Award Complete","44668.00","24500.00","24500.00","13745.00"
"App ID-164242","Award Complete","44668.00","3665.00","3665.00","0.00"
"App ID-228425","Award Complete","44668.00","24940.00","24940.00","26262.00"
"App ID-228438","No Award","44668.00","0.00","0.00","46755.00"
"App ID-186927","Award Complete","44668.00","28098.00","27160.00","34384.00"
"App ID-164360","Award Complete","44668.00","19500.00","19500.00","10435.00"
"App ID-180464","Award Complete","44668.00","26600.00","26600.00","34513.00"
"App ID-191466","Award Complete","44668.00","25420.00","25420.00","26209.00"
"App ID-196190","Award Complete","44668.00","10873.00","0.00","46843.00"
"App ID-193532","Award Complete","44668.00","29112.00","26650.00","37817.00"
"App ID-185927","Award Complete","44668.00","3665.00","3665.00","0.00"
"App ID-205027","Award Complete","44668.00","0.00","0.00",""
"App ID-196453","Award Complete","44668.00","19000.00","19000.00","20990.00"
"App ID-186628","Award Complete","44668.00","21500.00","21500.00","10424.00"
"App ID-227842","Award Complete","44668.00","18540.00","18540.00","22614.00"
"App ID-186230","Award Complete","44668.00","19500.00","19500.00","16647.00"
"App ID-228019","Award Complete","44668.00","17000.00","17000.00","15767.00"
"App ID-137075","Award Complete","44668.00","26600.00","26600.00","28333.00"
"App ID-188205","Award Complete","44668.00","18000.00","18000.00","10583.00"
"App ID-230826","Award Complete","44668.00","24460.00","24460.00","27179.00"
"App ID-192299","Award Complete","44668.00","26600.00","26600.00","32165.00"
"App ID-194934","No Award","44668.00","0.00","0.00","0.00"
"App ID-225731","Award Complete","44668.00","17000.00","17000.00","838.00"
"App ID-204623","Award Complete","44668.00","3665.00","3665.00","5341.00"
"App ID-205310","Award Complete","44668.00","20000.00","20000.00","0.00"
"App ID-178020","No Award","44668.00","0.00","0.00",""
"App ID-163011","Award Complete","44668.00","30798.00","26250.00","40246.00"
"App ID-186585","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-228006","No Award","44668.00","0.00","0.00","26651.00"
"App ID-230566","Award Complete","44668.00","13000.00","13000.00","0.00"
"App ID-225732","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-192113","Award Complete","44668.00","22000.00","22000.00","0.00"
"App ID-204713","Award Complete","44668.00","23000.00","23000.00","19224.00"
"App ID-164371","Award Complete","44668.00","26600.00","26600.00","31293.00"
"App ID-194514","Award Complete","44668.00","26600.00","26600.00","31240.00"
"App ID-131644","No Award","44668.00","0.00","0.00","43879.00"
"App ID-180527","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-204632","No Award","44668.00","0.00","0.00","44510.00"
"App ID-163677","No Award","44668.00","0.00","0.00","43485.00"
"App ID-191657","Award Complete","44668.00","20000.00","20000.00","11045.00"
"App ID-226375","Award Complete","44668.00","26600.00","26600.00","33439.00"
"App ID-176146","Award Complete","44668.00","18000.00","18000.00","3864.00"
"App ID-161927","Award Complete","44668.00","15000.00","15000.00","12013.00"
"App ID-152889","Award Complete","44668.00","21000.00","21000.00","4703.00"
"App ID-145818","No Award","44668.00","0.00","0.00","27473.00"
"App ID-151915","Award Complete","44668.00","20000.00","20000.00","4666.00"
"App ID-157342","Award Complete","44668.00","17920.00","17920.00","21585.00"
"App ID-190755","Award Complete","44668.00","8000.00","8000.00","0.00"
"App ID-196928","Award Complete","44668.00","31175.00","22500.00","44153.00"
"App ID-164449","Award Complete","44668.00","23898.00","23590.00","35670.00"
"App ID-196918","No Award","44668.00","0.00","0.00",""
"App ID-225637","Award Complete","44668.00","26600.00","26600.00","32538.00"
"App ID-138322","Award Complete","44668.00","24780.00","24780.00","26092.00"
"App ID-150356","Award Complete","44668.00","10500.00","10500.00","7145.00"
"App ID-225848","Award Complete","44668.00","31515.00","21700.00","47758.00"
"App ID-196254","Award Complete","44668.00","19770.00","19770.00","24715.00"
"App ID-225536","No Award","44668.00","0.00","0.00","35622.00"
"App ID-228084","Award Complete","44668.00","30798.00","20930.00","42348.00"
"App ID-225879","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-157349","Award Complete","44668.00","25780.00","22780.00","27141.00"
"App ID-174626","Award Complete","44668.00","28404.00","21980.00","38910.00"
"App ID-225690","Award Complete","44668.00","26882.00","26000.00","36336.00"
"App ID-204554","Award Complete","44668.00","15000.00","15000.00","13399.00"
"App ID-186878","No Award","44668.00","0.00","0.00","48188.00"
"App ID-194902","No Award","44668.00","0.00","0.00","0.00"
"App ID-225538","No Award","44668.00","0.00","0.00","44327.00"
"App ID-194373","Award Complete","44668.00","28712.00","24970.00","39334.00"
"App ID-181368","Award Complete","44668.00","22510.00","22510.00","23695.00"
"App ID-226058","Award Complete","44668.00","29997.00","23715.00","42115.00"
"App ID-225878","Award Complete","44668.00","28392.00","25580.00","38706.00"
"App ID-187520","Award Complete","44668.00","19000.00","19000.00","20062.00"
"App ID-186848","Award Complete","44668.00","13000.00","13000.00","13268.00"
"App ID-230485","Award Complete","44668.00","27406.00","25360.00","37547.00"
"App ID-163883","No Award","44668.00","0.00","0.00",""
"App ID-191450","Award Complete","44668.00","19000.00","19000.00","521.00"
"App ID-127743","Award Complete","44668.00","29600.00","23460.00","42158.00"
"App ID-157836","Award Complete","44668.00","31923.00","21000.00","45964.00"
"App ID-189084","No Award","44668.00","0.00","0.00","47758.00"
"App ID-227348","Award Complete","44668.00","29998.00","23670.00","41861.00"
"App ID-225665","Award Complete","44668.00","17850.00","17850.00","21775.00"
"App ID-225778","Award Complete","44668.00","5815.00","0.00","48358.00"
"App ID-224539","Award Complete","44668.00","26600.00","26600.00","34965.00"
"App ID-185694","Award Complete","44668.00","15500.00","15500.00","0.00"
"App ID-181177","No Award","44668.00","0.00","0.00","46256.00"
"App ID-227961","Award Complete","44668.00","29200.00","29200.00","34539.00"
"App ID-179595","Award Complete","44668.00","25200.00","25200.00","31606.00"
"App ID-158133","Award Complete","44668.00","26600.00","26600.00","26216.00"
"App ID-137545","No Award","44668.00","0.00","0.00","42786.00"
"App ID-228428","Award Complete","44668.00","22400.00","22400.00","34815.00"
"App ID-204324","Award Complete","44668.00","19550.00","19550.00","23845.00"
"App ID-205322","Award Complete","44668.00","18700.00","17000.00","19692.00"
"App ID-204747","No Award","44668.00","0.00","0.00","39442.00"
"App ID-227298","Award Complete","44668.00","23120.00","23120.00","34511.00"
"App ID-227982","Award Complete","44668.00","27160.00","24160.00","33241.00"
"App ID-191197","No Award","44668.00","0.00","0.00",""
"App ID-205039","No Award","44668.00","0.00","0.00","42555.00"
"App ID-187307","Award Complete","44668.00","29600.00","29600.00","40748.00"
"App ID-164282","Award Complete","43064.00","27833.00","12500.00","0.00"
"App ID-145461","Award Complete","43064.00","27923.00","19730.00","43901.00"
"App ID-164404","Award Complete","43064.00","21710.00","21710.00","32903.00"
"App ID-182428","Award Complete","43064.00","26292.00","19990.00","40812.00"
"App ID-186313","Award Complete","43064.00","25826.00","23320.00","37432.00"
"App ID-149885","Award Complete","43064.00","17100.00","17100.00","21926.00"
"App ID-168767","Award Complete","44668.00","29198.00","24130.00","40737.00"
"App ID-233992","Award Complete","44668.00","19000.00","19000.00","18769.00"
"App ID-234737","Award Complete","44668.00","20020.00","20020.00","25037.00"
"App ID-234736","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-164283","No Award","44668.00","0.00","0.00","0.00"
"App ID-233914","Award Complete","44668.00","30377.00","20280.00","46035.00"
"App ID-228430","Award Complete","44668.00","22000.00","22000.00",""
"App ID-124116","Award Complete","44668.00","29601.00","16500.00","47758.00"
"App ID-232193","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-180438","Award Complete","44668.00","26600.00","26600.00","27108.00"
"App ID-228822","No Award","44668.00","0.00","0.00","46620.00"
"App ID-163142","Award Complete","44668.00","26600.00","26600.00","28993.00"
"App ID-234009","Award Complete","44668.00","26600.00","26600.00","33873.00"
"App ID-204661","Award Complete","44668.00","25696.00","16500.00",""
"App ID-163813","No Award","44668.00","0.00","0.00","48358.00"
"App ID-234757","No Award","44668.00","0.00","0.00","38148.00"
"App ID-234050","Award Complete","44668.00","33421.00","17670.00","47758.00"
"App ID-122297","Award Complete","44668.00","25200.00","25200.00","34198.00"
"App ID-196834","No Award","44668.00","0.00","0.00","48084.00"
"App ID-227664","Award Complete","44668.00","26796.00","19920.00","42820.00"
"App ID-228140","Award Complete","44668.00","21500.00","21500.00","22458.00"
"App ID-232331","Award Complete","44668.00","19000.00","19000.00","0.00"
"App ID-228349","Award Complete","44668.00","13000.00","13000.00","12775.00"
"App ID-196626","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-230630","No Award","44668.00","0.00","0.00","47758.00"
"App ID-234645","Award Complete","44668.00","30218.00","20779.00","45796.00"
"App ID-234000","Award Complete","44668.00","20000.00","20000.00","0.00"
"App ID-226416","No Award","44668.00","0.00","0.00","45415.00"
"App ID-233778","Award Complete","44668.00","21000.00","21000.00","12824.00"
"App ID-234735","Award Complete","44668.00","19000.00","19000.00","14719.00"
"App ID-204654","Award Complete","44668.00","29194.00","24320.00","40093.00"
"App ID-145639","Award Complete","44668.00","16500.00","16500.00","11791.00"
"App ID-187232","Award Complete","44668.00","26800.00","26800.00","40862.00"
"App ID-94743","No Award","44668.00","0.00","0.00",""
"App ID-207362","Award Complete","44668.00","27235.00","18900.00","43940.00"
"App ID-230574","Award Complete","44668.00","20000.00","20000.00","19945.00"
"App ID-234088","Award Complete","44668.00","24812.00","19010.00","39394.00"
"App ID-234723","Award Complete","44668.00","18390.00","18390.00","20436.00"
"App ID-194618","Award Complete","44668.00","10500.00","10500.00","0.00"
"App ID-233417","Award Complete","44668.00","18500.00","18500.00","16360.00"
"App ID-228785","Award Complete","44668.00","25200.00","25200.00","31570.00"
"App ID-231534","Award Complete","44668.00","29751.00","14000.00","47758.00"
"App ID-233746","Award Complete","44668.00","29605.00","19790.00","48188.00"
"App ID-135749","Award Complete","44668.00","33421.00","19000.00","47758.00"
"App ID-232382","No Award","44668.00","0.00","0.00","43914.00"
"App ID-232829","Award Complete","44668.00","22960.00","22960.00","26277.00"
"App ID-168185","Award Complete","44668.00","26798.00","19990.00","0.00"
"App ID-187880","Award Complete","44668.00","18000.00","18000.00","0.00"
"App ID-180323","Award Complete","44668.00","16500.00","16500.00","6929.00"
"App ID-204544","Award Complete","44668.00","16500.00","16500.00","17246.00"
"App ID-172221","Award Complete","44668.00","25628.00","21050.00","35758.00"
"App ID-179445","Award Complete","44668.00","29200.00","23750.00","41173.00"
"App ID-162697","Award Complete","44668.00","25030.00","25030.00","25805.00"
"App ID-234792","Award Complete","44668.00","21110.00","21110.00","26392.00"
"App ID-232319","Award Complete","44668.00","12500.00","12500.00","0.00"
"App ID-160134","Award Complete","44668.00","16500.00","16500.00","0.00"
"App ID-233688","Award Complete","44668.00","25200.00","25200.00","32347.00"
"App ID-232294","No Award","44668.00","0.00","0.00","45066.00"
"App ID-164436","No Award","44668.00","0.00","0.00","45117.00"
"App ID-234819","Award Complete","44668.00","16500.00","16500.00","0.00"
"App ID-195108","Award Complete","44668.00","26600.00","26600.00","34591.00"
"App ID-192595","Award Complete","44668.00","18820.00","18820.00","23532.00"
"App ID-232405","Award Complete","44668.00","26265.00","16450.00","48188.00"
"App ID-234052","Award Complete","44668.00","27800.00","24800.00","37578.00"
"App ID-162410","Award Complete","44668.00","21930.00","21930.00",""
"App ID-178235","Award Complete","44668.00","16500.00","16500.00","0.00"
"App ID-232844","Award Complete","44668.00","29200.00","24400.00","40511.00"
"App ID-234944","No Award","44668.00","0.00","0.00","47688.00"
"App ID-232407","Award Complete","44668.00","26800.00","26800.00","41514.00"
"App ID-205315","Award Complete","44668.00","20630.00","20630.00","25797.00"
"App ID-233990","Award Complete","44668.00","29751.00","14000.00","47658.00"
"App ID-234026","Award Complete","44668.00","8000.00","8000.00","0.00"
"App ID-230726","Award Complete","44668.00","15420.00","15420.00","19282.00"
"App ID-201388","Award Complete","44668.00","19500.00","19500.00","0.00"
"App ID-187626","Award Complete","44668.00","20390.00","20390.00","22660.00"
"App ID-192774","Award Complete","44668.00","32275.00","19710.00","47468.00"
"App ID-232816","No Award","44668.00","0.00","0.00","46346.00"
"App ID-196674","Award Complete","44668.00","29601.00","15000.00","47758.00"
"App ID-232327","Award Complete","44668.00","29180.00","26180.00","39973.00"
"App ID-251447","Award Complete","44668.00","29600.00","29600.00","42435.00"
"App ID-164091","Award Complete","44668.00","33421.00","20000.00","47758.00"
"App ID-247172","Award Complete","44668.00","0.00","0.00","35237.00"
"App ID-225876","Award Complete","44668.00","21870.00","21870.00","24303.00"
"App ID-230271","Award Complete","44668.00","29195.00","24630.00","44321.00"
"App ID-192203","Award Complete","44668.00","28920.00","25920.00","38566.00"
"App ID-188018","Award Complete","44668.00","29176.00","23000.00","40351.00"
"App ID-233672","No Award","44668.00","0.00","0.00","34306.00"
"App ID-233666","No Award","44668.00","0.00","0.00",""
"App ID-192601","Award Complete","44668.00","27160.00","24160.00","32332.00"
"App ID-187640","Award Complete","44668.00","25450.00","25450.00","37998.00"
"App ID-253339","Award Complete","44668.00","20815.00","11000.00","48358.00"
"App ID-234056","Award Complete","44668.00","29193.00","19780.00","45322.00"
"App ID-157470","Award Complete","44668.00","31587.00","23100.00","44358.00"
"App ID-232838","Award Complete","44668.00","31511.00","15760.00","47758.00"
"App ID-234766","Award Complete","44668.00","15000.00","15000.00","0.00"
"App ID-233733","Award Complete","44668.00","21500.00","21500.00","15888.00"
"App ID-234778","Award Complete","44668.00","17000.00","17000.00","17769.00"
"App ID-172935","No Award","44668.00","0.00","0.00","21592.00"
"App ID-234701","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-156084","No Award","44668.00","0.00","0.00","46534.00"
"App ID-234787","Award Complete","44668.00","26786.00","25630.00","36700.00"
"App ID-233744","Award Complete","44668.00","23680.00","23680.00",""
"App ID-131165","Award Complete","44668.00","32426.00","24730.00","41176.00"
"App ID-213727","Award Complete","44668.00","17000.00","17000.00","23776.00"
"App ID-234607","Award Complete","44668.00","25200.00","25200.00","30372.00"
"App ID-127281","Award Complete","41484.00","25306.00","22480.00","36027.00"
"App ID-75839","Award Complete","41484.00","16000.00","16000.00","0.00"
"App ID-87084","Award Complete","41484.00","22800.00","17220.00","44308.00"
"App ID-75892","No Award","41484.00","0.00","","42832.00"
"App ID-106496","Award Complete","41484.00","13000.00","13000.00","11675.00"
"App ID-75730","No Award","41484.00","0.00","","44458.00"
"App ID-88993","Award Complete","41484.00","22500.00","22500.00","19120.00"
"App ID-233665","Award Complete","44668.00","16150.00","16150.00","17951.00"
"App ID-180765","Award Complete","44668.00","19000.00","19000.00","623.00"
"App ID-204622","Award Complete","44668.00","19000.00","19000.00","11450.00"
"App ID-186055","Award Complete","44668.00","17000.00","17000.00","1176.00"
"App ID-194940","Award Complete","44668.00","29320.00","25450.00","39101.00"
"App ID-164444","No Award","44668.00","0.00","0.00","47226.00"
"App ID-225868","No Award","44668.00","0.00","0.00","0.00"
"App ID-191596","Award Complete","44668.00","29200.00","29200.00","43141.00"
"App ID-203775","Award Complete","44668.00","22500.00","22500.00","15198.00"
"App ID-232843","Award Complete","44668.00","22500.00","22500.00","4072.00"
"App ID-184683","Award Complete","44668.00","31901.00","16150.00","47758.00"
"App ID-162977","No Award","44668.00","0.00","0.00",""
"App ID-164684","No Award","44668.00","0.00","0.00","45475.00"
"App ID-181445","Award Complete","44668.00","26594.00","25950.00","35144.00"
"App ID-121829","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-227584","No Award","44668.00","0.00","0.00","47758.00"
"App ID-163380","Award Complete","44668.00","13000.00","13000.00","0.00"
"App ID-233636","No Award","44668.00","0.00","0.00","45053.00"
"App ID-233661","Award Complete","44668.00","18910.00","18910.00","21013.00"
"App ID-204538","Award Complete","44668.00","26600.00","26600.00","34965.00"
"App ID-227478","Award Complete","44668.00","34751.00","23000.00","47661.00"
"App ID-162969","Award Complete","44668.00","21500.00","21500.00","14649.00"
"App ID-196609","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-224546","Award Complete","44668.00","27160.00","27160.00","34362.00"
"App ID-231021","Award Complete","44668.00","26600.00","26600.00","28445.00"
"App ID-225643","Award Complete","44668.00","17000.00","17000.00","13324.00"
"App ID-184101","No Award","44668.00","0.00","0.00","47662.00"
"App ID-233637","Award Complete","44668.00","24650.00","24650.00","25419.00"
"App ID-180700","Award Complete","44668.00","22500.00","22500.00","12615.00"
"App ID-130344","Award Complete","44668.00","21500.00","21500.00","13064.00"
"App ID-192157","Award Complete","44668.00","19000.00","19000.00","16350.00"
"App ID-185304","No Award","44668.00","0.00","0.00",""
"App ID-233752","Award Complete","44668.00","27382.00","25760.00","37006.00"
"App ID-168188","Award Complete","44668.00","23600.00","23600.00","12674.00"
"App ID-228016","No Award","44668.00","0.00","0.00","44257.00"
"App ID-232429","Award Complete","44668.00","17000.00","17000.00","0.00"
"App ID-232388","Award Complete","44668.00","19590.00","19590.00","18136.00"
"App ID-168739","Award Complete","44668.00","24230.00","24230.00","24989.00"
"App ID-131156","Award Complete","44668.00","25400.00","23060.00","37914.00"
"App ID-232863","Award Complete","44668.00","22000.00","22000.00","15158.00"
"App ID-196271","No Award","44668.00","0.00","0.00","48188.00"
