"Application ID","Award Status","Comprehensive Cost","Total Gift","Total Institutional Gift","Gross Need"
"App ID-77521","Award Complete","41484.00","18440.00","18440.00","24594.00"
"App ID-88911","Award Complete","41484.00","27060.00","18140.00","44474.00"
"App ID-102143","Award Complete","41484.00","26080.00","21230.00","36433.00"
"App ID-76285","Award Complete","41484.00","16500.00","16500.00","0.00"
"App ID-76289","Award Complete","41484.00","8140.00","8140.00","10863.00"
"App ID-76819","No Award","41484.00","0.00","","40657.00"
"App ID-94562","Award Complete","41484.00","13500.00","13500.00","14666.00"
"App ID-76674","Award Complete","41484.00","17020.00","17020.00","22104.00"
"App ID-76637","Award Complete","41484.00","27040.00","20420.00","40099.00"
"App ID-76703","Award Complete","41484.00","23750.00","23750.00","33974.00"
"App ID-99973","Award Complete","41484.00","11500.00","11500.00","1831.00"
"App ID-75760","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75350","No Award","41484.00","0.00","","32817.00"
"App ID-75741","Award Complete","41484.00","26547.00","23547.00","37937.00"
"App ID-75797","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75876","Award Complete","41484.00","14500.00","14500.00","0.00"
"App ID-75855","Award Complete","41484.00","28460.00","18730.00","44474.00"
"App ID-75233","Award Complete","41484.00","26912.00","21880.00","42292.00"
"App ID-75869","No Award","41484.00","0.00","","5563.00"
"App ID-75919","Award Complete","41484.00","10780.00","7500.00","42431.00"
"App ID-75715","No Award","41484.00","0.00","","35847.00"
"App ID-75301","Award Complete","41484.00","20400.00","20400.00","24001.00"
"App ID-75506","Award Complete","41484.00","28994.00","14500.00","44474.00"
"App ID-75508","No Award","41484.00","0.00","","44474.00"
"App ID-75637","Award Complete","41484.00","19600.00","19600.00","23065.00"
"App ID-75364","Award Complete","41484.00","45884.00","35140.00","44464.00"
"App ID-75841","Award Complete","41484.00","19790.00","19790.00","24742.00"
"App ID-75774","Award Complete","41484.00","15137.00","15137.00","20870.00"
"App ID-75410","Award Complete","41484.00","22490.00","22490.00","32138.00"
"App ID-75784","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-75794","Award Complete","41484.00","28580.00","26500.00","40900.00"
"App ID-75821","Award Complete","41484.00","17500.00","17500.00","18380.00"
"App ID-75726","Award Complete","41484.00","25010.00","25010.00","34749.00"
"App ID-75735","No Award","41484.00","0.00","","42049.00"
"App ID-76898","Award Complete","41484.00","26800.00","17070.00","44674.00"
"App ID-86805","No Award","41484.00","0.00","","29567.00"
"App ID-76763","No Award","41484.00","0.00","","37183.00"
"App ID-103537","Award Complete","41484.00","19020.00","19020.00","33619.00"
"App ID-90421","Award Complete","41484.00","18750.00","18750.00","28668.00"
"App ID-93891","No Award","41484.00","0.00","","44174.00"
"App ID-103356","Award Complete","41484.00","0.00","0.00","649.00"
"App ID-76854","Award Complete","41484.00","17250.00","17250.00","18177.00"
"App ID-76759","Award Complete","41484.00","25606.00","21490.00","37520.00"
"App ID-88969","Award Complete","41484.00","32264.00","28320.00","37371.00"
"App ID-85664","Award Complete","41484.00","53400.00","44480.00","44474.00"
"App ID-86967","Award Complete","41484.00","11500.00","11500.00","10176.00"
"App ID-96275","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-77398","Award Complete","41484.00","24788.00","22540.00","35422.00"
"App ID-88716","Award Complete","41484.00","13500.00","13500.00","13474.00"
"App ID-87229","Award Complete","41484.00","24420.00","24420.00","34889.00"
"App ID-82645","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75220","Award Complete","41484.00","23750.00","20750.00","27272.00"
"App ID-75203","Award Complete","41484.00","23628.00","21790.00","33852.00"
"App ID-75177","Award Complete","41484.00","24196.00","22480.00","34567.00"
"App ID-75184","Award Complete","41484.00","21250.00","21250.00","27107.00"
"App ID-75196","Award Complete","41484.00","5500.00","5500.00","368.00"
"App ID-120978","Award Complete","41484.00","21810.00","12890.00","44474.00"
"App ID-75867","Award Complete","41484.00","22650.00","22650.00","36537.00"
"App ID-75863","No Award","41484.00","0.00","","41210.00"
"App ID-75889","Award Complete","41484.00","23750.00","23750.00","32837.00"
"App ID-75825","Award Complete","41484.00","23910.00","23910.00","34169.00"
"App ID-75830","Award Complete","41484.00","17340.00","17340.00","20401.00"
"App ID-75837","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-75099","Award Complete","41484.00","24240.00","24240.00","35661.00"
"App ID-76722","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75602","Award Complete","41484.00","23418.00","22220.00","34306.00"
"App ID-127321","Award Complete","41484.00","17490.00","17490.00","30159.00"
"App ID-75531","Award Complete","41484.00","48224.00","34500.00","44474.00"
"App ID-81433","Award Complete","41484.00","26630.00","20000.00","44474.00"
"App ID-75566","Award Complete","41484.00","14500.00","14500.00","6118.00"
"App ID-79449","Award Complete","41484.00","17500.00","17500.00","17295.00"
"App ID-75614","Award Complete","41484.00","36240.00","31170.00","43632.00"
"App ID-75291","Award Complete","41484.00","26110.00","17190.00","42553.00"
"App ID-120956","Award Complete","41484.00","18610.00","18610.00","34693.00"
"App ID-75106","No Award","41484.00","0.00","","41408.00"
"App ID-100654","Award Complete","41484.00","17820.00","17820.00","19639.00"
"App ID-126855","Award Complete","41484.00","8830.00","8830.00","12999.00"
"App ID-75737","No Award","41484.00","0.00","","34489.00"
"App ID-75738","No Award","41484.00","0.00","","44904.00"
"App ID-75740","Award Complete","41484.00","18470.00","15500.00","19450.00"
"App ID-75646","Award Complete","41484.00","47354.00","17730.00","44349.00"
"App ID-75698","Award Complete","41484.00","28346.00","18570.00","43566.00"
"App ID-75699","No Award","41484.00","0.00","","44904.00"
"App ID-75662","Award Complete","41484.00","17500.00","17500.00","663.00"
"App ID-75247","Award Complete","41484.00","21060.00","21060.00","22174.00"
"App ID-75676","Award Complete","41484.00","16000.00","16000.00","0.00"
"App ID-75680","Award Complete","41484.00","21786.00","17790.00","36247.00"
"App ID-75681","Award Complete","41484.00","20410.00","20410.00","30025.00"
"App ID-75684","Award Complete","41484.00","40480.00","29480.00","32509.00"
"App ID-75657","Award Complete","41484.00","22500.00","22500.00","28267.00"
"App ID-75718","Award Complete","41484.00","21250.00","18250.00","30241.00"
"App ID-75560","Award Complete","41484.00","37290.00","37290.00","23881.00"
"App ID-106317","Award Complete","41484.00","21000.00","21000.00","19741.00"
"App ID-76645","Award Complete","41484.00","17500.00","17500.00","638.00"
"App ID-128078","Award Complete","41484.00","16500.00","16500.00","0.00"
"App ID-94926","Award Complete","41484.00","34500.00","34500.00","0.00"
"App ID-81640","No Award","41484.00","0.00","","44360.00"
"App ID-127600","Award Complete","41484.00","23312.00","22400.00","34291.00"
"App ID-75453","Award Complete","41484.00","27160.00","21890.00","38671.00"
"App ID-75757","Award Complete","41484.00","28500.00","28500.00","0.00"
"App ID-75626","Award Complete","41484.00","26136.00","20450.00","38310.00"
"App ID-75628","No Award","41484.00","0.00","","41463.00"
"App ID-75256","Award Complete","41484.00","55400.00","46480.00","44474.00"
"App ID-75492","Award Complete","41484.00","16500.00","16500.00","16127.00"
"App ID-75494","Award Complete","41484.00","26624.00","21510.00","37910.00"
"App ID-75498","No Award","41484.00","0.00","","41727.00"
"App ID-75539","No Award","41484.00","0.00","","11723.00"
"App ID-75518","Award Complete","41484.00","15850.00","15850.00","21134.00"
"App ID-75519","Award Complete","41484.00","26928.00","20000.00","38348.00"
"App ID-75520","Award Complete","41484.00","22500.00","22500.00","25628.00"
"App ID-75548","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-75554","Award Complete","41484.00","20000.00","20000.00","25288.00"
"App ID-75555","Award Complete","41484.00","20284.00","18710.00","34979.00"
"App ID-75561","Award Complete","41484.00","14730.00","14730.00","21662.00"
"App ID-75562","Award Complete","41484.00","22890.00","22890.00","32711.00"
"App ID-75563","Award Complete","41484.00","34500.00","34500.00","0.00"
"App ID-75565","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75572","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-75580","Award Complete","41484.00","39171.00","31927.00","40829.00"
"App ID-75582","Award Complete","41484.00","0.00","0.00","23726.00"
"App ID-75592","Award Complete","41484.00","16000.00","16000.00","0.00"
"App ID-75599","Award Complete","41484.00","26334.00","22260.00","37624.00"
"App ID-75752","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-88338","Award Complete","41484.00","21250.00","21250.00","28564.00"
"App ID-126455","Award Complete","41484.00","50060.00","41140.00","44474.00"
"App ID-120969","Award Complete","41484.00","28586.00","20000.00","43092.00"
"App ID-126192","Award Complete","41484.00","10360.00","10360.00","12305.00"
"App ID-84776","No Award","41484.00","0.00","","42330.00"
"App ID-75456","Award Complete","41484.00","23750.00","23750.00","31722.00"
"App ID-75881","Award Complete","41484.00","26040.00","16310.00","44485.00"
"App ID-75227","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75651","No Award","41484.00","0.00","","43138.00"
"App ID-75795","Award Complete","41484.00","17500.00","17500.00","0.00"
"App ID-75829","Award Complete","41484.00","14500.00","14500.00","5858.00"
"App ID-75260","Award Complete","41484.00","19500.00","19500.00","0.00"
"App ID-75547","Award Complete","41484.00","18980.00","18980.00","24652.00"
"App ID-75885","Award Complete","41484.00","18500.00","18500.00","0.00"
"App ID-75729","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-75772","Award Complete","41484.00","34010.00","34010.00","30905.00"
"App ID-75672","Award Complete","41484.00","41488.00","36210.00","40904.00"
"App ID-75389","Award Complete","41484.00","25352.00","21540.00","37154.00"
"App ID-75268","Award Complete","41484.00","38210.00","32990.00","40263.00"
"App ID-75355","Award Complete","41484.00","23750.00","23750.00","30524.00"
"App ID-75882","Award Complete","41484.00","20000.00","20000.00","18804.00"
"App ID-75891","Award Complete","41484.00","26810.00","26810.00","37246.00"
"App ID-75192","Award Complete","41484.00","29924.00","17500.00","44674.00"
"App ID-75231","Award Complete","41484.00","55190.00","55190.00","24418.00"
"App ID-75590","Award Complete","41484.00","14500.00","14500.00","11267.00"
"App ID-75309","Award Complete","41484.00","25466.00","22140.00","36246.00"
"App ID-75604","Award Complete","41484.00","0.00","0.00","0.00"
"App ID-75605","Award Complete","41484.00","0.00","0.00","0.00"
"App ID-75304","No Award","41484.00","0.00","","43447.00"
"App ID-75322","Award Complete","41484.00","16750.00","16750.00","31281.00"
"App ID-75432","Award Complete","41484.00","17500.00","17500.00","6121.00"
"App ID-75446","Award Complete","41484.00","18750.00","18750.00","27703.00"
"App ID-75459","Award Complete","41484.00","16500.00","16500.00","10876.00"
"App ID-75469","Award Complete","41484.00","6780.00","6780.00","29846.00"
"App ID-75470","Award Complete","41484.00","16000.00","16000.00","18677.00"
"App ID-75400","Award Complete","41484.00","42908.00","37820.00","43145.00"
"App ID-75412","Award Complete","41484.00","11500.00","11500.00","1036.00"
"App ID-75421","Award Complete","41484.00","11500.00","11500.00","0.00"
"App ID-75939","No Award","41484.00","0.00","","32831.00"
"App ID-75940","Award Complete","41484.00","22500.00","22500.00","30274.00"
"App ID-75941","Award Complete","41484.00","39400.00","35400.00","44474.00"
"App ID-106491","Award Complete","41484.00","25154.00","16140.00","44474.00"
"App ID-106426","Award Complete","41484.00","24270.00","24270.00","34685.00"
"App ID-106503","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-106536","Award Complete","41484.00","21250.00","21250.00","15202.00"
"App ID-106535","Award Complete","41484.00","23750.00","23750.00","32125.00"
"App ID-106543","Award Complete","41484.00","15500.00","15500.00","0.00"
"App ID-75949","Award Complete","41484.00","9500.00","9500.00","5226.00"
"App ID-75950","No Award","41484.00","0.00","","42806.00"
"App ID-76908","Award Complete","41484.00","25818.00","20126.00","33240.00"
"App ID-93882","Award Complete","41484.00","16000.00","16000.00","0.00"
"App ID-94912","Award Complete","41484.00","0.00","0.00","0.00"
"App ID-81759","No Award","41484.00","0.00","","43974.00"
"App ID-92268","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-130194","Award Complete","41484.00","24970.00","22780.00","35541.00"
"App ID-75679","Award Complete","41484.00","26886.00","23060.00","37223.00"
"App ID-75263","Award Complete","41484.00","21250.00","18250.00","29365.00"
"App ID-75504","Award Complete","41484.00","24046.00","20220.00","33268.00"
"App ID-78036","Award Complete","41484.00","24730.00","15890.00","42584.00"
"App ID-76669","Award Complete","41484.00","14500.00","14500.00","0.00"
"App ID-85189","Award Complete","41484.00","22440.00","22440.00","36097.00"
"App ID-76267","Award Complete","41484.00","19660.00","19660.00","23137.00"
"App ID-83422","No Award","41484.00","0.00","","39433.00"
"App ID-80593","Award Complete","41484.00","18750.00","18750.00","26061.00"
"App ID-84578","Award Complete","41484.00","23750.00","23750.00","28259.00"
"App ID-80708","No Award","41484.00","0.00","","41210.00"
"App ID-130585","Award Complete","41484.00","13500.00","13500.00","0.00"
"App ID-129391","Award Complete","41484.00","26774.00","12030.00","44474.00"
"App ID-128748","Award Complete","41484.00","20345.00","19685.00","41183.00"
"App ID-90326","Award Complete","41484.00","23120.00","20120.00","33042.00"
"App ID-84014","Award Complete","41484.00","24576.00","22160.00","34979.00"
"App ID-106542","Award Complete","41484.00","28414.00","23100.00","38048.00"
"App ID-127253","Award Complete","41484.00","32200.00","27720.00","39063.00"
"App ID-128003","Award Complete","41484.00","25354.00","21600.00","37153.00"
"App ID-88963","Award Complete","41484.00","22500.00","19500.00","27325.00"
"App ID-95839","No Award","41484.00","0.00","","42042.00"
"App ID-90631","Award Complete","41484.00","13500.00","13500.00","5698.00"
"App ID-83096","No Award","41484.00","0.00","","44474.00"
"App ID-105362","Award Complete","41484.00","25310.00","21310.00","44904.00"
"App ID-93161","Award Complete","41484.00","20600.00","20600.00","21689.00"
"App ID-102798","Award Complete","41484.00","18990.00","18990.00","19992.00"
"App ID-85097","No Award","41484.00","0.00","","15063.00"
"App ID-76843","Award Complete","41484.00","9200.00","9200.00","13533.00"
"App ID-76311","Award Complete","41484.00","16500.00","16500.00","17985.00"
"App ID-85287","No Award","41484.00","0.00","","41058.00"
"App ID-92772","Award Complete","41484.00","14690.00","14690.00","18364.00"
"App ID-131271","Award Complete","41484.00","21150.00","21150.00","27706.00"
"App ID-130125","No Award","41484.00","0.00","","44904.00"
"App ID-130467","Award Complete","41484.00","15500.00","15500.00","0.00"
"App ID-131285","Award Complete","41484.00","16500.00","16500.00","0.00"
