"zip","distance","Median.Income","Total","White","Pct.White","Alumni.Pop","Alumni.Density"
"",NA,NA,NA,NA,NA,4,NA
"82329",NA,43750,276,270,0.9783,NA,NA
"82331",NA,59148,2566,2449,0.9544,NA,NA
"82332",NA,31250,66,66,1,NA,NA
"82334",NA,87625,428,397,0.9276,NA,NA
"82335",NA,NA,27,27,1,NA,NA
"82336",NA,67321,371,331,0.8922,NA,NA
"8234",NA,NA,NA,NA,NA,NA,NA
"82401",575.79,46017,7773,7057,0.9079,NA,NA
"82410",NA,58777,1742,1624,0.9323,NA,NA
"82411",NA,59444,512,482,0.9414,NA,NA
"82412",NA,55446,718,661,0.9206,NA,NA
"82414",NA,56098,15538,14703,0.9463,NA,NA
"82420",NA,66406,895,886,0.9899,NA,NA
"82421",NA,48417,376,364,0.9681,NA,NA
"82422",NA,33125,123,123,1,NA,NA
"82423",NA,39792,221,170,0.7692,NA,NA
"82426",NA,46220,3013,2751,0.913,NA,NA
"82428",NA,51875,64,64,1,NA,NA
"82430",NA,68350,120,120,1,NA,NA
"82431",NA,54643,3516,3351,0.9531,NA,NA
"82432",NA,35625,201,195,0.9701,NA,NA
"82433",NA,46484,792,763,0.9634,NA,NA
"82434",NA,70089,218,207,0.9495,NA,NA
"82435",594.87,56903,11675,11030,0.9448,NA,NA
"82440",NA,32727,127,116,0.9134,NA,NA
"82441",NA,76111,252,242,0.9603,NA,NA
"82442",NA,41250,735,701,0.9537,NA,NA
"82443",NA,44258,4673,4519,0.967,NA,NA
"82450",NA,24681,115,115,1,NA,NA
"82501",NA,49804,19789,15750,0.7959,NA,NA
"82510",NA,60104,465,52,0.1118,NA,NA
"82512",NA,32000,126,64,0.5079,NA,NA
"82513",NA,44318,1638,1532,0.9353,NA,NA
"82514",NA,43036,1706,125,0.0733,NA,NA
"82515",NA,44167,474,373,0.7869,NA,NA
"82516",NA,49167,468,232,0.4957,NA,NA
"82520",NA,57526,13840,9981,0.7212,NA,NA
"82523",NA,48182,1071,993,0.9272,NA,NA
"82601",NA,53533,27857,24936,0.8951,NA,NA
"82604",546.57,62951,26465,25105,0.9486,NA,NA
"82609",541.32,61875,17287,15893,0.9194,NA,NA
"82620",NA,91417,243,239,0.9835,NA,NA
"82630",NA,NA,80,80,1,NA,NA
"82633",NA,62852,9706,9216,0.9495,NA,NA
"82635",NA,46667,401,401,1,NA,NA
"82636",NA,46349,4112,3888,0.9455,NA,NA
"82637",NA,59904,4096,3845,0.9387,NA,NA
"82638",NA,NA,0,0,NA,NA,NA
"82639",NA,51765,907,879,0.9691,NA,NA
"82640",NA,NA,31,31,1,NA,NA
"82642",NA,52813,59,56,0.9492,NA,NA
"82643",NA,56556,606,598,0.9868,NA,NA
"82644",NA,36107,1549,1490,0.9619,NA,NA
"82646",NA,NA,0,0,NA,NA,NA
"82648",NA,NA,13,13,1,NA,NA
"82649",NA,47500,1103,979,0.8876,NA,NA
"82701",NA,51346,5540,5085,0.9179,NA,NA
"82710",NA,37014,212,204,0.9623,NA,NA
"82711",NA,47344,112,112,1,NA,NA
"82712",NA,48802,381,381,1,NA,NA
"82714",NA,77614,220,220,1,NA,NA
"82715",NA,NA,0,0,NA,NA,NA
"82716",459.14,69421,17916,16792,0.9373,NA,NA
"82717",453.67,NA,NA,NA,NA,NA,NA
"82718",459.55,87556,24426,22593,0.925,NA,NA
"82720",NA,59559,1150,1145,0.9957,NA,NA
"82721",NA,70493,2913,2879,0.9883,NA,NA
"82723",NA,58640,326,326,1,NA,NA
"82725",NA,55156,222,222,1,NA,NA
"82727",NA,85375,2331,2318,0.9944,NA,NA
"82729",NA,53295,2053,2042,0.9946,NA,NA
"82730",NA,59737,1409,1386,0.9837,NA,NA
"82731",NA,NA,65,65,1,NA,NA
"82732",NA,79792,2440,2216,0.9082,NA,NA
"82801",511.05,55146,24674,22896,0.9279,NA,NA
"82831",NA,58516,184,184,1,NA,NA
"82832",NA,95141,1101,1101,1,NA,NA
"82833",NA,NA,105,105,1,NA,NA
"82834",NA,58150,7467,7043,0.9432,NA,NA
"82835",NA,51667,268,251,0.9366,NA,NA
"82836",NA,66667,925,837,0.9049,NA,NA
"82837",NA,20625,34,34,1,NA,NA
"82838",NA,56111,354,346,0.9774,NA,NA
"82839",NA,60800,1323,1291,0.9758,NA,NA
"82842",NA,46049,957,957,1,NA,NA
"82844",NA,NA,59,59,1,NA,NA
"82845",NA,NA,0,0,NA,NA,NA
"82901",NA,67357,29014,26408,0.9102,NA,NA
"82922",NA,74243,108,108,1,NA,NA
"82923",NA,100688,496,490,0.9879,NA,NA
"82925",NA,43934,246,246,1,NA,NA
"82929",NA,NA,34,34,1,NA,NA
"82930",NA,52174,14433,13262,0.9189,NA,NA
"82932",NA,86917,865,865,1,NA,NA
"82933",NA,49107,628,587,0.9347,NA,NA
"82934",NA,34901,384,379,0.987,NA,NA
"82935",NA,72160,13149,12188,0.9269,NA,NA
"82936",NA,NA,0,0,NA,NA,NA
"82937",NA,72659,3643,3555,0.9758,NA,NA
"82938",NA,88750,159,159,1,NA,NA
"82939",NA,73059,2127,2010,0.945,NA,NA
"82941",NA,87462,4871,4291,0.8809,NA,NA
"82942",NA,60455,83,73,0.8795,NA,NA
"82943",NA,50588,146,146,1,NA,NA
"82944",NA,44135,299,299,1,NA,NA
"82945",NA,87708,248,240,0.9677,NA,NA
"83001",NA,73521,16479,15436,0.9367,NA,NA
"83011",NA,NA,74,74,1,NA,NA
"83012",NA,NA,18,18,1,NA,NA
"83013",NA,47168,501,472,0.9421,NA,NA
"83014",NA,84318,3934,3852,0.9792,NA,NA
"83025",NA,21917,121,121,1,NA,NA
"83101",NA,76250,3143,3039,0.9669,NA,NA
"83110",NA,66116,4616,4461,0.9664,NA,NA
"83111",NA,50677,490,490,1,NA,NA
"83112",NA,41905,277,277,1,NA,NA
"83113",NA,76800,2889,2801,0.9695,NA,NA
"83114",NA,54261,928,906,0.9763,NA,NA
"83115",NA,64286,1453,1425,0.9807,NA,NA
"83116",NA,70391,575,568,0.9878,NA,NA
"83118",NA,84816,1384,1318,0.9523,NA,NA
"83119",NA,63409,154,154,1,NA,NA
"83120",NA,61620,853,853,1,NA,NA
"83121",NA,NA,4,4,1,NA,NA
"83122",NA,64659,571,571,1,NA,NA
"83123",NA,56364,662,573,0.8656,NA,NA
"83124",NA,82292,102,99,0.9706,NA,NA
"83126",NA,102663,471,447,0.949,NA,NA
"83127",NA,43706,2785,2693,0.967,NA,NA
"83128",NA,88750,1286,1216,0.9456,NA,NA
"83201",812.33,42391,37465,34226,0.9135,NA,NA
"83202",NA,45235,22345,18566,0.8309,NA,NA
"83203",NA,26776,346,41,0.1185,NA,NA
"83204",NA,42780,18509,16503,0.8916,NA,NA
"83209",NA,9464,913,698,0.7645,NA,NA
"83210",NA,44531,3175,2577,0.8117,NA,NA
"83211",NA,45532,6071,4954,0.816,NA,NA
"83212",NA,56484,174,172,0.9885,NA,NA
"83213",NA,41136,1595,1467,0.9197,NA,NA
"83214",NA,41000,531,500,0.9416,NA,NA
"83215",NA,26250,22,22,1,NA,NA
"83217",NA,48250,782,758,0.9693,NA,NA
"83218",NA,33438,339,315,0.9292,NA,NA
"83220",NA,77375,135,135,1,NA,NA
"83221",NA,46677,27332,24328,0.8901,NA,NA
"83223",NA,47500,115,106,0.9217,NA,NA
"83226",NA,38143,2345,2302,0.9817,NA,NA
"83227",NA,35000,236,236,1,NA,NA
"83228",NA,38333,686,649,0.9461,NA,NA
"83232",NA,40000,505,480,0.9505,NA,NA
"83233",NA,NA,14,14,1,NA,NA
"83234",NA,41375,1407,1394,0.9908,NA,NA
"83235",NA,NA,30,29,0.9667,NA,NA
"83236",NA,61172,1880,1816,0.966,NA,NA
"83237",NA,40833,1337,1276,0.9544,NA,NA
"83238",NA,78542,95,95,1,NA,NA
"83239",NA,45833,537,518,0.9646,NA,NA
"83241",NA,48125,2042,1966,0.9628,NA,NA
"83243",NA,64000,92,82,0.8913,NA,NA
"83244",NA,51250,220,220,1,NA,NA
"83245",NA,68225,2225,2185,0.982,NA,NA
"83246",NA,70536,953,951,0.9979,NA,NA
"83250",NA,51050,1196,1147,0.959,NA,NA
"83251",NA,52969,1236,1195,0.9668,NA,NA
"83252",NA,42854,4149,4020,0.9689,NA,NA
"83253",NA,65089,112,112,1,NA,NA
"83254",NA,39049,3807,3659,0.9611,NA,NA
"83255",NA,40859,1183,1155,0.9763,NA,NA
"83261",NA,48958,495,490,0.9899,NA,NA
"83262",NA,70119,1130,1021,0.9035,NA,NA
"83263",805.46,48309,8848,8651,0.9777,NA,NA
"83271",NA,40000,536,499,0.931,NA,NA
"83272",NA,37396,329,329,1,NA,NA
"83274",NA,52174,9471,8863,0.9358,NA,NA
"83276",NA,62250,3946,3898,0.9878,NA,NA
"83277",NA,46797,338,338,1,NA,NA
"83278",NA,22097,151,138,0.9139,NA,NA
"83281",NA,14718,187,187,1,NA,NA
"83283",NA,9891,172,172,1,NA,NA
"83285",NA,55104,213,212,0.9953,NA,NA
"83286",NA,50455,1305,1297,0.9939,NA,NA
"83287",NA,69750,273,273,1,NA,NA
"83301",NA,44126,53582,48882,0.9123,NA,NA
"83302",NA,33281,121,114,0.9421,NA,NA
"83311",NA,57188,424,420,0.9906,NA,NA
"83312",NA,19861,212,212,1,NA,NA
"83313",NA,46758,3716,3183,0.8566,NA,NA
"83314",NA,34716,967,833,0.8614,NA,NA
"83316",NA,39688,9593,8834,0.9209,NA,NA
"83318",NA,41317,17404,15771,0.9062,NA,NA
"83320",NA,54844,942,883,0.9374,NA,NA
"83321",NA,41932,495,477,0.9636,NA,NA
"83322",NA,26563,42,42,1,NA,NA
"83323",NA,57609,1986,1759,0.8857,NA,NA
"83324",NA,48333,753,720,0.9562,NA,NA
"83325",NA,47083,760,756,0.9947,NA,NA
"83327",NA,40962,1031,869,0.8429,NA,NA
"83328",NA,47470,5136,4851,0.9445,NA,NA
"83330",NA,35613,6646,5844,0.8793,NA,NA
"83332",NA,38029,2836,2659,0.9376,NA,NA
"83333",NA,71856,11030,9754,0.8843,NA,NA
"83334",NA,38125,2034,1921,0.9444,NA,NA
"83335",NA,44583,2124,2002,0.9426,NA,NA
"83336",NA,43649,4921,4637,0.9423,NA,NA
"83337",NA,NA,26,26,1,NA,NA
"83338",NA,40627,19805,17358,0.8764,NA,NA
"83340",NA,63536,4039,3919,0.9703,NA,NA
"83341",NA,49491,6973,6791,0.9739,NA,NA
"83342",NA,47222,1633,1633,1,NA,NA
"83344",NA,46250,1060,1008,0.9509,NA,NA
"83346",NA,45500,1553,1451,0.9343,NA,NA
"83347",NA,49861,3494,3117,0.8921,NA,NA
"83348",NA,57143,78,64,0.8205,NA,NA
"83349",NA,41058,1158,1041,0.899,NA,NA
"83350",NA,43400,11991,10442,0.8708,NA,NA
"83352",902.09,39795,3369,2928,0.8691,NA,NA
"83353",NA,63403,1316,1200,0.9119,NA,NA
"83354",NA,NA,13,13,1,NA,NA
"83355",NA,46798,4729,3569,0.7547,NA,NA
"83401",NA,46957,40134,34967,0.8713,NA,NA
"83402",780.85,46410,25711,23172,0.9012,NA,NA
"83404",NA,55745,21993,20752,0.9436,NA,NA
"83406",NA,60435,16028,14899,0.9296,NA,NA
"83414",NA,67639,454,454,1,NA,NA
"83420",NA,47105,2442,2403,0.984,NA,NA
"83421",NA,37702,318,318,1,NA,NA
"83422",NA,50811,3517,3247,0.9232,NA,NA
"83423",NA,33412,762,714,0.937,NA,NA
"83424",NA,NA,92,92,1,NA,NA
"83425",NA,44643,812,730,0.899,NA,NA
"83427",NA,57000,1628,1615,0.992,NA,NA
"83428",NA,45000,324,319,0.9846,NA,NA
"83429",NA,55368,903,884,0.979,NA,NA
"83431",NA,50391,902,854,0.9468,NA,NA
"83433",NA,NA,7,5,0.7143,NA,NA
"83434",NA,56136,1822,1618,0.888,NA,NA
"83435",NA,42500,416,407,0.9784,NA,NA
"83436",NA,44792,425,419,0.9859,NA,NA
"83440",NA,31255,35732,34006,0.9517,NA,NA
"83442",NA,55615,19593,18769,0.9579,NA,NA
"83443",NA,38289,1138,1082,0.9508,NA,NA
"83444",NA,34716,1298,1212,0.9337,NA,NA
"83445",NA,42465,6669,6285,0.9424,NA,NA
"83446",NA,18958,32,32,1,NA,NA
"83448",NA,54821,2490,2385,0.9578,NA,NA
"83449",NA,55375,190,190,1,NA,NA
"83450",NA,48750,1087,820,0.7544,NA,NA
"83451",NA,42083,954,769,0.8061,NA,NA
"83452",NA,64821,1497,1265,0.845,NA,NA
"83454",NA,47946,537,501,0.933,NA,NA
"83455",NA,47895,5106,5014,0.982,NA,NA
"83460",NA,NA,670,595,0.8881,NA,NA
"83462",NA,33285,580,570,0.9828,NA,NA
"83463",NA,20125,132,132,1,NA,NA
"83464",NA,33906,450,438,0.9733,NA,NA
"83465",NA,59219,115,101,0.8783,NA,NA
"83466",NA,69688,242,225,0.9298,NA,NA
"83467",NA,35281,6043,5791,0.9583,NA,NA
"83468",NA,37656,139,139,1,NA,NA
"83469",NA,31161,39,39,1,NA,NA
"83501",NA,45712,34406,32340,0.94,NA,NA
"83520",NA,39659,119,113,0.9496,NA,NA
"83522",NA,48500,2252,2043,0.9072,NA,NA
"83523",NA,44313,675,657,0.9733,NA,NA
"83524",NA,53021,1034,872,0.8433,NA,NA
"83525",NA,22120,425,424,0.9976,NA,NA
"83526",NA,41944,347,343,0.9885,NA,NA
"83530",NA,39399,5757,5603,0.9732,NA,NA
"83533",NA,37500,124,122,0.9839,NA,NA
"83535",NA,61833,1184,1114,0.9409,NA,NA
"83536",NA,35378,4127,3448,0.8355,NA,NA
"83537",NA,55208,1078,1026,0.9518,NA,NA
"83539",NA,37391,2149,2022,0.9409,NA,NA
"83540",NA,43125,2379,783,0.3291,NA,NA
"83541",NA,46167,951,818,0.8601,NA,NA
"83542",NA,46382,207,207,1,NA,NA
"83543",NA,43750,753,716,0.9509,NA,NA
"83544",NA,41023,5856,5513,0.9414,NA,NA
"83545",NA,57188,540,480,0.8889,NA,NA
"83546",NA,40833,708,681,0.9619,NA,NA
"83547",NA,38333,178,176,0.9888,NA,NA
"83548",NA,41250,130,130,1,NA,NA
"83549",NA,38790,777,757,0.9743,NA,NA
"83552",NA,36875,1033,922,0.8925,NA,NA
"83553",NA,37500,1198,1190,0.9933,NA,NA
"83554",NA,35078,582,581,0.9983,NA,NA
"83555",NA,35781,472,437,0.9258,NA,NA
"83601",NA,22778,42,42,1,NA,NA
"83602",NA,NA,26,19,0.7308,NA,NA
"83604",NA,37813,774,743,0.9599,NA,NA
"83605",991.66,39709,40460,36733,0.9079,NA,NA
"83607",NA,48831,22687,21244,0.9364,NA,NA
"83610",NA,30652,896,862,0.9621,NA,NA
"83611",NA,43203,2993,2923,0.9766,NA,NA
"83612",NA,38171,2121,2014,0.9496,NA,NA
"83615",NA,41726,1070,1070,1,NA,NA
"83616",NA,83024,23848,22715,0.9525,NA,NA
"83617",NA,40962,15291,14325,0.9368,NA,NA
"83619",NA,49617,7339,6885,0.9381,NA,NA
"83622",NA,35855,1468,1394,0.9496,NA,NA
"83623",NA,29787,1582,1485,0.9387,NA,NA
"83624",NA,40833,1161,929,0.8002,NA,NA
"83626",NA,44087,1278,1164,0.9108,NA,NA
"83627",NA,34500,458,389,0.8493,NA,NA
"83628",NA,34469,4447,3941,0.8862,NA,NA
"83629",NA,41548,1642,1579,0.9616,NA,NA
"83631",NA,29663,1123,1048,0.9332,NA,NA
"83632",NA,40000,285,278,0.9754,NA,NA
"83633",NA,33235,324,314,0.9691,NA,NA
"83634",NA,60267,26243,24839,0.9465,NA,NA
"83636",NA,NA,72,72,1,NA,NA
"83637",NA,33214,301,293,0.9734,NA,NA
"83638",NA,51230,5517,5446,0.9871,NA,NA
"83639",NA,28403,3041,2898,0.953,NA,NA
"83641",NA,42059,3818,3674,0.9623,NA,NA
"83642",NA,57917,38501,36502,0.9481,NA,NA
"83643",NA,20417,91,91,1,NA,NA
"83644",NA,52851,10086,9369,0.9289,NA,NA
"83645",NA,35893,515,489,0.9495,NA,NA
"83646",NA,65600,52071,48748,0.9362,NA,NA
"83647",NA,47006,20588,17447,0.8474,NA,NA
"83648",NA,35857,3133,2459,0.7849,NA,NA
"83650",NA,37750,585,562,0.9607,NA,NA
"83651",NA,35776,30204,27112,0.8976,NA,NA
"83654",NA,39904,1476,1410,0.9553,NA,NA
"83655",NA,38242,4427,4258,0.9618,NA,NA
"83656",NA,45625,568,496,0.8732,NA,NA
"83657",NA,46413,223,223,1,NA,NA
"83660",NA,41270,6323,5753,0.9099,NA,NA
"83661",NA,43203,9427,8490,0.9006,NA,NA
"83666",NA,58750,26,26,1,NA,NA
"83669",979.96,62113,8775,8005,0.9123,NA,NA
"83670",NA,48974,570,569,0.9982,NA,NA
"83671",NA,NA,10,10,1,NA,NA
"83672",NA,37167,8628,7953,0.9218,NA,NA
"83676",NA,43869,4366,4030,0.923,NA,NA
"83677",NA,52950,115,115,1,NA,NA
"83686",NA,46452,47239,43097,0.9123,NA,NA
"83687",984.71,46051,30330,27338,0.9014,NA,NA
"83702",NA,47850,22769,21088,0.9262,NA,NA
"83703",NA,47205,15877,13875,0.8739,NA,NA
"83704",NA,44668,40526,36446,0.8993,NA,NA
"83705",NA,36466,26854,23302,0.8677,NA,NA
"83706",NA,45243,32265,28283,0.8766,NA,NA
"83709",973.6,64341,52883,48791,0.9226,NA,NA
"83712",NA,66210,7857,7253,0.9231,NA,NA
"83713",972.81,55134,28320,25368,0.8958,NA,NA
"83714",NA,46438,20288,19034,0.9382,NA,NA
"83716",967.65,82964,15753,14061,0.8926,NA,NA
"83801",NA,49533,5852,5774,0.9867,NA,NA
"83802",NA,64375,217,199,0.9171,NA,NA
"83803",NA,46613,588,588,1,NA,NA
"83804",NA,39409,1278,1254,0.9812,NA,NA
"83805",NA,40139,7721,7235,0.9371,NA,NA
"83806",NA,38750,258,226,0.876,NA,NA
"83808",NA,35000,140,140,1,NA,NA
"83809",NA,51417,389,389,1,NA,NA
"83810",NA,48125,1262,1221,0.9675,NA,NA
"83811",NA,37250,1292,1228,0.9505,NA,NA
"83812",NA,26500,87,85,0.977,NA,NA
"83813",NA,55625,852,852,1,NA,NA
"83814",936.78,43328,25463,23897,0.9385,NA,NA
"83815",NA,46873,31689,29931,0.9445,NA,NA
"83821",NA,61964,354,354,1,NA,NA
"83822",NA,46219,2294,2188,0.9538,NA,NA
"83823",NA,47083,1282,1240,0.9672,NA,NA
"83824",NA,28958,397,155,0.3904,NA,NA
"83825",NA,69583,421,409,0.9715,NA,NA
"83826",NA,NA,0,0,NA,NA,NA
"83827",NA,31875,158,138,0.8734,NA,NA
"83830",NA,36111,1002,955,0.9531,NA,NA
"83832",NA,63214,1487,1432,0.963,NA,NA
"83833",NA,48667,1070,1046,0.9776,NA,NA
"83834",NA,65385,285,245,0.8596,NA,NA
"83835",NA,58666,20341,19864,0.9765,NA,NA
"83836",NA,50313,936,924,0.9872,NA,NA
"83837",906.79,40599,3168,2886,0.911,NA,NA
"83839",NA,45250,1105,1096,0.9919,NA,NA
"83840",NA,52841,196,187,0.9541,NA,NA
"83841",NA,27398,177,177,1,NA,NA
"83842",NA,48036,155,155,1,NA,NA
"83843",952.42,35069,26071,24147,0.9262,NA,NA
"83844",NA,NA,1556,1355,0.8708,NA,NA
"83845",NA,46875,1777,1763,0.9921,NA,NA
"83846",NA,35833,668,635,0.9506,NA,NA
"83847",NA,27344,1405,1294,0.921,NA,NA
"83848",NA,17097,217,191,0.8802,NA,NA
"83849",NA,35063,1763,1720,0.9756,NA,NA
"83850",NA,35865,2098,2052,0.9781,NA,NA
"83851",NA,34185,1578,921,0.5837,NA,NA
"83852",NA,25938,896,851,0.9498,NA,NA
"83854",944.33,49873,38180,36047,0.9441,NA,NA
"83855",NA,54107,2168,2060,0.9502,NA,NA
"83856",941.15,38415,6259,5893,0.9415,NA,NA
"83857",NA,48466,743,733,0.9865,NA,NA
"83858",NA,47725,13918,13115,0.9423,NA,NA
"83860",NA,46452,5322,5121,0.9622,NA,NA
"83861",NA,42368,6381,6146,0.9632,NA,NA
"83864",NA,42749,17798,17103,0.961,NA,NA
"83866",NA,NA,80,80,1,NA,NA
"83867",NA,45711,653,617,0.9449,NA,NA
"83868",NA,22882,802,791,0.9863,NA,NA
"83869",939.1,42500,4365,3990,0.9141,NA,NA
"83870",NA,35625,315,203,0.6444,NA,NA
"83871",NA,65588,2104,2000,0.9506,NA,NA
"83872",NA,73750,578,513,0.8875,NA,NA
"83873",NA,40225,1738,1690,0.9724,NA,NA
"83874",NA,NA,89,89,1,NA,NA
"83876",NA,51029,1613,1043,0.6466,NA,NA
"84001",NA,70273,1218,1189,0.9762,NA,NA
"84002",NA,102708,182,182,1,NA,NA
"84003",872.05,77093,44669,41959,0.9393,NA,NA
"84004",NA,100072,10023,9624,0.9602,NA,NA
"84005",NA,68043,23428,22119,0.9441,NA,NA
"84006",NA,43450,551,446,0.8094,NA,NA
"84007",NA,83229,590,590,1,NA,NA
"84010",NA,62856,45689,42074,0.9209,NA,NA
"84013",NA,70000,992,850,0.8569,NA,NA
"84014",NA,76575,16130,15224,0.9438,NA,NA
"84015",NA,58825,63074,53735,0.8519,NA,NA
"84017",NA,62931,4185,4101,0.9799,NA,NA
"84018",NA,230446,39,39,1,NA,NA
"84020",NA,94852,43694,39864,0.9123,NA,NA
"84021",NA,45956,3809,3607,0.947,NA,NA
"84022",NA,60750,941,782,0.831,NA,NA
"84023",NA,36389,193,193,1,NA,NA
"84024",NA,47768,108,108,1,NA,NA
"84025",NA,84375,20447,19416,0.9496,NA,NA
"84026",NA,32333,1553,224,0.1442,NA,NA
"84027",NA,35000,539,514,0.9536,NA,NA
"84028",NA,40313,734,685,0.9332,NA,NA
"84029",NA,65558,9660,9375,0.9705,NA,NA
"84031",NA,58125,301,299,0.9934,NA,NA
"84032",NA,61123,19224,18476,0.9611,NA,NA
"84033",NA,66250,1059,1018,0.9613,NA,NA
"84034",NA,60833,154,43,0.2792,NA,NA
"84035",NA,110057,649,587,0.9045,NA,NA
"84036",NA,64016,6171,5942,0.9629,NA,NA
"84037",853.77,89841,34740,32998,0.9499,NA,NA
"84038",NA,70000,282,270,0.9574,NA,NA
"84039",NA,61442,861,706,0.82,NA,NA
"84040",849.35,90025,24204,21708,0.8969,NA,NA
"84041",NA,58797,45635,39599,0.8677,NA,NA
"84042",NA,83182,10434,9604,0.9205,NA,NA
"84043",NA,73778,53583,50152,0.936,NA,NA
"84044",NA,56011,28301,24060,0.8501,NA,NA
"84045",NA,78727,20067,18754,0.9346,NA,NA
"84046",NA,51250,511,471,0.9217,NA,NA
"84047",NA,50971,31376,26042,0.83,NA,NA
"84049",NA,78295,4537,4504,0.9927,NA,NA
"84050",NA,79214,9916,9623,0.9705,NA,NA
"84051",NA,69821,440,435,0.9886,NA,NA
"84052",NA,58333,1303,1061,0.8143,NA,NA
"84053",NA,76705,1016,807,0.7943,NA,NA
"84054",NA,71043,17299,14168,0.819,NA,NA
"84055",NA,72361,1340,1329,0.9918,NA,NA
"84056",NA,43851,3373,2788,0.8266,NA,NA
"84057",NA,51184,37964,33293,0.877,NA,NA
"84058",NA,48466,31927,27980,0.8764,NA,NA
"84060",NA,89414,7945,7515,0.9459,NA,NA
"84061",NA,53015,392,392,1,NA,NA
"84062",NA,66445,44704,42412,0.9487,NA,NA
"84063",NA,49821,454,299,0.6586,NA,NA
"84064",NA,50526,865,858,0.9919,NA,NA
"84065",NA,86599,40135,37791,0.9416,NA,NA
"84066",NA,63417,11431,9752,0.8531,NA,NA
"84067",NA,60258,38161,34199,0.8962,NA,NA
"84069",NA,57250,573,569,0.993,NA,NA
"84070",NA,59086,26188,23304,0.8899,NA,NA
"84071",NA,70089,1390,1363,0.9806,NA,NA
"84072",NA,52813,434,434,1,NA,NA
"84073",NA,76705,197,197,1,NA,NA
"84074",NA,63159,45808,42115,0.9194,NA,NA
"84075",NA,85840,25543,23884,0.9351,NA,NA
"84076",NA,82813,531,514,0.968,NA,NA
"84078",NA,63441,28003,26265,0.9379,NA,NA
"84080",NA,42250,253,230,0.9091,NA,NA
"84081",NA,75451,44909,39290,0.8749,NA,NA
"84082",NA,81667,781,764,0.9782,NA,NA
"84083",NA,28682,1320,1026,0.7773,NA,NA
"84084",NA,66030,36081,31700,0.8786,NA,NA
"84085",NA,35372,436,139,0.3188,NA,NA
"84086",NA,61750,404,397,0.9827,NA,NA
"84087",NA,80381,14299,13538,0.9468,NA,NA
"84088",NA,68452,37394,31633,0.8459,NA,NA
"84092",NA,101961,29909,27701,0.9262,NA,NA
"84093",NA,93817,23501,21419,0.9114,NA,NA
"84094",867.76,70118,27267,24962,0.9155,NA,NA
"84095",NA,91294,57236,52691,0.9206,NA,NA
"84096",NA,78388,35428,33291,0.9397,NA,NA
"84097",NA,70747,21059,19504,0.9262,NA,NA
"84098",848.42,116433,17449,16259,0.9318,NA,NA
"841",NA,NA,NA,NA,NA,NA,NA
"84101",NA,36889,5087,3461,0.6804,NA,NA
"84102",NA,36981,17424,14001,0.8035,NA,NA
"84103",NA,55020,21466,18447,0.8594,NA,NA
"84104",NA,38515,24883,12142,0.488,NA,NA
"84105",NA,64282,22940,20717,0.9031,NA,NA
"84106",NA,53327,35485,30220,0.8516,NA,NA
"84107",NA,45739,32707,28609,0.8747,NA,NA
"84108",NA,79500,20329,17943,0.8826,NA,NA
"84109",NA,76999,24442,22894,0.9367,NA,NA
"84111",NA,28010,10719,7514,0.701,NA,NA
"84112",NA,4550,2226,1643,0.7381,NA,NA
"84113",NA,NA,119,119,1,NA,NA
"84115",NA,32240,25034,18379,0.7342,NA,NA
"84116",NA,40667,34577,20000,0.5784,NA,NA
"84117",NA,59013,24867,23264,0.9355,NA,NA
"84118",NA,61084,67153,56609,0.843,NA,NA
"84119",NA,43947,54917,32952,0.6,NA,NA
"84120",NA,56482,49282,36793,0.7466,NA,NA
"84121",NA,75361,41494,37862,0.9125,NA,NA
"84123",NA,48305,38756,29907,0.7717,NA,NA
"84124",NA,73091,21401,19775,0.924,NA,NA
"84128",NA,63306,28515,21659,0.7596,NA,NA
"84129",NA,NA,NA,NA,NA,NA,NA
"84144",NA,83333,107,90,0.8411,NA,NA
"84180",NA,NA,0,0,NA,NA,NA
"84301",NA,62396,876,836,0.9543,NA,NA
"84302",NA,56842,24236,22862,0.9433,NA,NA
"84304",NA,NA,0,0,NA,NA,NA
"84305",NA,71719,813,773,0.9508,NA,NA
"84306",NA,85486,325,325,1,NA,NA
"84307",NA,63606,1377,1129,0.8199,NA,NA
"84308",NA,36250,368,358,0.9728,NA,NA
"84309",NA,56250,476,459,0.9643,NA,NA
"84310",NA,78409,4876,4770,0.9783,NA,NA
"84311",NA,62000,855,835,0.9766,NA,NA
"84312",NA,54492,3547,3284,0.9259,NA,NA
"84313",NA,NA,32,32,1,NA,NA
"84314",NA,48317,955,936,0.9801,NA,NA
"84315",NA,87103,8256,7789,0.9434,NA,NA
"84316",NA,56667,227,227,1,NA,NA
"84317",NA,90625,2091,1974,0.944,NA,NA
"84318",NA,74219,4113,3927,0.9548,NA,NA
"84319",NA,59058,7955,7543,0.9482,NA,NA
"84320",NA,46538,2371,2250,0.949,NA,NA
"84321",NA,40122,45253,39568,0.8744,NA,NA
"84324",NA,74875,719,667,0.9277,NA,NA
"84325",NA,79107,2154,2087,0.9689,NA,NA
"84326",NA,76275,1669,1535,0.9197,NA,NA
"84327",NA,52738,1023,947,0.9257,NA,NA
"84328",829.04,66806,1693,1674,0.9888,NA,NA
"84329",NA,25625,95,95,1,NA,NA
"84330",NA,60875,401,383,0.9551,NA,NA
"84331",NA,51176,300,300,1,NA,NA
"84332",NA,65533,7387,7212,0.9763,NA,NA
