"ID","Date.App.Submitted","Date.App.Completed","Date.Deposited","Date.FAFSA.Received","Date.Award.Packaged","Date.CREDO.Invitation.Sent","Date.CREDO.Contract.Received"
"App ID-125520","2014-11-01","2014-11-24",NA,"2015-02-04",NA,NA,NA
"App ID-125534","2014-09-11","2014-10-31",NA,"2015-02-04",NA,"2014-12-23",NA
"App ID-125551","2015-02-27","2015-03-04",NA,"2015-03-03","2015-03-25",NA,NA
"App ID-125573","2014-09-29","2014-09-29","2014-10-15","2015-02-04","2015-03-24","2015-03-26",NA
"App ID-125648","2014-07-10","2014-07-21",NA,"2015-02-03","2015-03-15",NA,NA
"App ID-125787","2014-08-20","2014-08-29",NA,NA,NA,NA,NA
"App ID-125806","2014-07-30","2014-08-19","2014-12-01","2015-02-03","2015-03-16",NA,NA
"App ID-125861","2016-01-20","2016-01-25",NA,NA,NA,NA,NA
"App ID-125941","2014-08-23","2014-11-03",NA,NA,NA,NA,NA
"App ID-126075","2014-09-13","2014-10-24",NA,NA,NA,NA,NA
"App ID-126095","2016-01-04","2016-01-11",NA,NA,NA,NA,NA
"App ID-126104","2014-09-13","2014-09-30","2014-10-31","2015-02-03","2015-03-17","2014-12-23",NA
"App ID-126172","2014-10-29","2014-12-08",NA,NA,NA,NA,NA
"App ID-126192","2013-11-06","2013-12-02","2014-03-17","2014-03-04","2014-03-19",NA,NA
"App ID-126196","2013-11-20","2013-12-02",NA,"2014-03-03","2014-03-19",NA,NA
"App ID-126204","2013-11-14","2013-11-25",NA,NA,NA,NA,NA
"App ID-126207","2013-12-02","2014-03-03",NA,"2014-02-21",NA,NA,NA
"App ID-126224","2013-11-22","2013-12-02",NA,"2014-02-19","2014-03-19","2014-03-10",NA
"App ID-126225","2014-10-13","2014-10-27","2015-01-19","2015-02-03","2015-03-13","2015-03-26","2015-04-10"
"App ID-126229","2014-08-27","2014-08-28","2014-11-10",NA,NA,NA,NA
"App ID-126234","2013-11-07",NA,NA,"2014-02-26","2014-03-19",NA,NA
"App ID-126383","2014-08-01","2014-08-11","2015-01-26","2015-03-03","2015-04-09","2014-12-23","2015-01-23"
"App ID-126390","2014-07-25","2014-08-18",NA,NA,NA,NA,NA
"App ID-126391","2014-06-02","2014-07-09",NA,NA,NA,NA,NA
"App ID-126403","2014-10-28","2014-11-11",NA,NA,NA,NA,NA
"App ID-126404","2014-10-20","2014-10-27",NA,NA,NA,NA,NA
"App ID-126441","2014-09-08","2014-09-15",NA,NA,NA,NA,NA
"App ID-126449","2013-12-16","2013-12-19","2014-08-22","2014-04-04",NA,NA,NA
"App ID-126455","2013-11-07","2013-11-22",NA,"2014-02-28","2014-03-20",NA,NA
"App ID-126552","2013-11-12","2013-12-16",NA,"2014-02-18",NA,NA,NA
"App ID-126553","2013-11-11","2013-12-10",NA,"2014-03-04",NA,NA,NA
"App ID-126558","2014-09-30","2014-10-15",NA,"2015-03-03","2015-03-25",NA,NA
"App ID-126570","2014-10-19","2014-10-28","2014-11-11","2015-02-26","2015-03-23",NA,NA
"App ID-126573","2013-11-07","2014-02-07",NA,NA,NA,NA,NA
"App ID-126574","2014-09-06","2014-12-15",NA,"2015-02-04","2015-03-13",NA,NA
"App ID-126624","2013-11-07","2013-11-22",NA,NA,NA,NA,NA
"App ID-126625","2013-11-13","2013-11-13",NA,NA,NA,NA,NA
"App ID-126631","2014-10-22","2014-10-30",NA,NA,NA,NA,NA
"App ID-126698","2013-11-08","2013-11-18",NA,NA,NA,NA,NA
"App ID-126702","2013-11-11","2013-11-19","2014-04-07","2014-02-18","2014-03-17",NA,NA
"App ID-126709","2013-11-19","2013-12-02",NA,"2014-02-19","2014-03-19",NA,NA
"App ID-126710","2013-11-11",NA,NA,NA,NA,NA,NA
"App ID-126714","2013-11-22","2013-12-10",NA,NA,NA,NA,NA
"App ID-126715","2013-11-14","2013-12-02",NA,"2014-04-04","2014-04-09",NA,NA
"App ID-126837","2013-11-11","2013-11-25",NA,NA,NA,NA,NA
"App ID-126839","2013-11-11","2013-11-24","2014-05-07","2014-02-17","2014-03-17",NA,NA
"App ID-126842","2013-11-11","2013-11-19",NA,NA,NA,NA,NA
"App ID-126843","2013-11-11",NA,NA,"2014-03-20",NA,NA,NA
"App ID-126850","2013-11-11","2013-12-03",NA,"2014-02-18",NA,NA,NA
"App ID-126855","2013-11-11","2013-11-22",NA,"2014-02-17","2014-03-17",NA,NA
"App ID-126856","2013-11-12","2013-11-20",NA,"2014-02-17","2014-05-28",NA,NA
"App ID-127011","2014-12-04","2014-12-05",NA,"2015-02-16","2015-04-10",NA,NA
"App ID-127026","2013-11-11",NA,NA,NA,NA,NA,NA
"App ID-127027","2014-07-01","2014-07-09","2014-07-21","2015-02-27","2015-03-23",NA,NA
"App ID-127033","2013-11-15","2013-12-16",NA,NA,NA,NA,NA
"App ID-127036","2013-11-12","2013-12-02",NA,NA,NA,NA,NA
"App ID-127038","2013-11-12",NA,NA,NA,NA,NA,NA
"App ID-127039","2013-11-14","2013-11-19","2014-01-31","2014-03-18","2014-03-21",NA,NA
"App ID-127040","2013-11-12","2013-11-26","2013-12-16","2014-03-18",NA,NA,NA
"App ID-127043","2013-11-18","2013-11-25","2014-07-07","2014-02-19","2014-04-02",NA,NA
"App ID-127204","2013-11-12","2014-01-10",NA,"2014-03-11","2014-03-21",NA,NA
"App ID-127234","2013-11-13","2013-11-22",NA,"2014-02-18",NA,NA,NA
"App ID-127235","2015-09-02","2015-09-22",NA,"2016-03-03","2016-03-21","2016-02-01",NA
"App ID-127243","2013-12-02","2013-12-23","2014-01-15","2014-02-25","2014-03-28",NA,NA
"App ID-127247","2014-01-29","2014-02-06","2014-03-10","2014-02-19","2014-03-20",NA,NA
"App ID-127248","2013-11-15","2013-12-10",NA,NA,NA,NA,NA
"App ID-127249","2013-12-19","2014-01-08","2014-02-07","2014-02-25","2014-03-20",NA,NA
"App ID-127253","2013-11-13","2014-01-13","2014-03-10","2014-03-17","2014-03-21","2014-03-10","2014-03-28"
"App ID-127254","2013-11-22","2013-12-07","2014-02-14","2014-05-16","2014-07-14",NA,NA
"App ID-127255","2013-11-18","2013-11-26","2014-01-20","2014-03-17","2014-03-21",NA,NA
"App ID-127257","2013-11-22","2013-12-05","2014-03-21","2014-02-18","2014-04-30",NA,NA
"App ID-127258","2013-11-13","2013-12-05",NA,"2014-03-19",NA,NA,NA
"App ID-127261","2013-11-25",NA,NA,"2014-02-17",NA,NA,NA
"App ID-127267","2013-11-27","2013-12-13","2014-04-03","2014-03-10","2014-06-02",NA,NA
"App ID-127268","2013-11-13",NA,NA,NA,NA,NA,NA
"App ID-127275","2013-11-13","2013-11-13","2013-09-11","2014-04-29","2014-07-31","2014-03-10","2014-04-25"
"App ID-127277","2013-11-13",NA,"2013-12-11","2014-03-03","2014-03-19",NA,NA
"App ID-127279","2013-11-13","2014-01-24",NA,"2014-04-17",NA,NA,NA
"App ID-127280","2013-11-13",NA,NA,NA,NA,NA,NA
"App ID-127281","2013-11-13","2014-01-13","2014-02-26","2014-04-08","2014-04-09","2014-04-03","2014-04-09"
"App ID-127284","2013-12-05","2013-12-10",NA,"2014-02-18","2014-03-17",NA,NA
"App ID-127316","2013-11-14","2013-11-26",NA,NA,NA,NA,NA
"App ID-127317","2013-11-14","2013-11-26",NA,NA,NA,NA,NA
"App ID-127318","2013-11-14",NA,NA,"2014-05-02",NA,NA,NA
"App ID-127319","2013-11-15","2013-11-22",NA,"2014-02-17","2014-03-17",NA,NA
"App ID-127321","2013-11-14","2013-11-27",NA,"2014-02-18","2014-03-17",NA,NA
"App ID-127324","2013-12-16",NA,NA,NA,NA,NA,NA
"App ID-127346","2014-12-11","2015-01-08","2015-01-23","2015-03-03","2015-03-16",NA,NA
"App ID-127364","2013-12-04","2014-02-27","2014-04-25","2014-02-17","2014-03-20",NA,NA
"App ID-127549","2013-11-15","2013-11-19",NA,NA,NA,NA,NA
"App ID-127593","2014-11-12","2014-11-13",NA,NA,NA,NA,NA
"App ID-127600","2013-11-20","2013-11-25",NA,"2014-02-19","2014-03-19",NA,NA
"App ID-127602","2013-11-27","2013-12-16","2014-02-04","2014-05-14","2014-05-15",NA,NA
"App ID-127611","2014-09-15","2014-09-22",NA,NA,NA,NA,NA
"App ID-127626","2013-11-25","2013-12-19",NA,NA,NA,NA,NA
"App ID-127627","2013-11-18",NA,"2014-05-01","2014-03-03","2014-03-19",NA,NA
"App ID-127628","2013-12-09","2013-12-13",NA,"2014-02-18","2014-03-17","2014-03-10",NA
"App ID-127630","2013-11-18",NA,NA,NA,NA,NA,NA
"App ID-127633","2013-12-04","2014-01-06",NA,NA,NA,NA,NA
"App ID-127635","2013-11-18","2013-11-19",NA,NA,NA,NA,NA
"App ID-127638","2013-12-09","2013-12-11","2014-05-05","2014-03-04","2014-04-04",NA,NA
"App ID-127639","2013-11-26","2013-12-11",NA,"2014-02-25","2014-03-19",NA,NA
"App ID-127643","2013-11-18","2013-11-22",NA,NA,NA,NA,NA
"App ID-127646","2013-12-10",NA,NA,NA,NA,NA,NA
"App ID-127651","2013-11-25","2013-12-07",NA,NA,NA,NA,NA
"App ID-127669","2013-11-20","2013-11-20",NA,"2014-03-03","2014-03-28",NA,NA
"App ID-127670","2013-11-19","2013-12-09",NA,NA,NA,NA,NA
"App ID-127674","2014-10-27","2014-10-28",NA,"2015-03-04",NA,NA,NA
"App ID-127676","2013-11-19","2013-12-07","2014-03-20","2014-04-28","2014-06-10",NA,NA
"App ID-127687","2014-10-27","2014-10-29",NA,"2015-02-25",NA,NA,NA
"App ID-127695","2013-12-02","2014-02-19","2014-03-31","2014-03-18","2014-04-21","2014-03-10",NA
"App ID-127706","2014-10-28","2014-10-28",NA,"2015-03-03","2015-03-25",NA,NA
"App ID-127722","2013-11-26","2013-12-11",NA,NA,NA,NA,NA
"App ID-127723","2013-11-19","2013-12-11","2014-05-05","2014-04-22","2014-06-24",NA,NA
"App ID-127726","2013-11-19","2014-01-10",NA,"2014-03-25","2014-03-26",NA,NA
"App ID-127728","2013-11-19","2014-01-21",NA,"2014-02-18","2014-03-17",NA,NA
"App ID-127733","2014-07-01","2014-08-27",NA,NA,NA,NA,NA
"App ID-127734","2014-11-03","2014-11-04",NA,"2015-02-25",NA,"2015-03-26",NA
"App ID-127743","2015-09-13","2015-09-18","2016-04-04","2016-02-17","2016-03-09",NA,NA
"App ID-127744","2014-07-02","2014-07-09","2015-01-13","2015-02-26","2015-03-23","2014-12-23","2015-01-13"
"App ID-127746","2014-09-06","2014-09-12",NA,NA,NA,NA,NA
"App ID-127747","2013-11-19","2013-12-09","2014-03-19","2014-02-20","2014-05-21",NA,NA
"App ID-127750","2014-09-29","2014-09-29",NA,NA,NA,NA,NA
"App ID-127751","2014-11-08","2014-11-17",NA,NA,NA,NA,NA
"App ID-127752","2014-12-16","2014-12-29",NA,NA,NA,NA,NA
"App ID-127761","2015-08-23","2015-10-27",NA,NA,NA,NA,NA
"App ID-127762","2014-09-06","2014-09-30",NA,NA,NA,NA,NA
"App ID-127768","2014-11-01","2014-12-19","2015-04-27","2015-03-03","2015-04-21",NA,NA
"App ID-127799","2013-11-20","2013-11-23",NA,"2014-04-10",NA,NA,NA
"App ID-127803","2013-11-20","2013-12-20",NA,"2014-02-17","2014-03-17","2014-03-10",NA
"App ID-128003","2013-11-20",NA,"2014-04-01","2014-03-12","2014-03-21",NA,NA
"App ID-128017","2013-11-22","2013-12-09","2014-02-26","2014-02-18","2014-03-17",NA,NA
"App ID-128023","2013-11-22","2013-11-22",NA,NA,NA,NA,NA
"App ID-128028","2013-11-25",NA,"2014-05-22","2014-03-06","2014-03-28",NA,NA
"App ID-128035","2014-12-01","2014-12-15","2015-04-07","2015-02-12","2015-04-28",NA,NA
"App ID-128046","2013-11-25","2013-12-07","2014-05-16","2014-03-17","2014-06-25",NA,NA
"App ID-128077","2013-11-25","2013-12-10","2014-03-31","2014-04-02","2014-04-04",NA,NA
"App ID-128078","2013-11-25","2013-11-26",NA,"2014-02-25","2014-03-20",NA,NA
"App ID-128081","2014-10-13","2014-10-29","2015-01-12","2015-02-13","2015-03-18",NA,NA
"App ID-128088","2013-11-25","2013-12-07",NA,NA,NA,NA,NA
"App ID-128101","2013-11-22","2013-12-07",NA,"2014-03-07",NA,"2014-03-10",NA
"App ID-128105","2013-12-16","2013-12-19",NA,NA,NA,NA,NA
"App ID-128118","2013-11-25","2013-12-13","2014-05-05","2014-04-22","2014-06-24",NA,NA
"App ID-128120","2013-11-25","2013-12-07",NA,"2014-02-25","2014-03-20",NA,NA
"App ID-128121","2013-11-27","2013-12-03","2013-12-27","2014-02-18","2014-03-17",NA,NA
"App ID-128128","2013-11-25","2013-12-12",NA,"2014-02-17","2014-03-17",NA,NA
"App ID-128131","2015-08-03","2015-10-28","2016-03-22",NA,"2016-04-11","2016-02-01","2016-02-18"
"App ID-128144","2014-07-14","2014-10-31","2014-11-11",NA,NA,NA,NA
"App ID-128159","2013-11-25","2014-01-24",NA,"2014-03-18","2014-03-21",NA,NA
"App ID-128174","2013-11-25","2013-12-23",NA,"2014-02-18","2014-05-28",NA,NA
"App ID-128186","2013-11-25","2013-12-16","2014-02-10","2014-03-04","2014-03-20",NA,NA
"App ID-128197","2013-11-26","2013-12-09",NA,NA,NA,NA,NA
"App ID-128198","2013-11-26","2014-01-06","2014-04-14","2014-02-18","2014-04-15",NA,NA
"App ID-128199","2013-11-26","2013-12-10","2014-01-13","2014-03-26","2014-04-25",NA,NA
"App ID-128222","2013-12-04","2013-12-18",NA,"2014-02-25","2014-03-19",NA,NA
"App ID-128270","2014-12-03","2014-12-03",NA,NA,NA,NA,NA
"App ID-128278","2013-11-27","2013-12-05",NA,NA,NA,NA,NA
"App ID-128279","2013-11-27",NA,NA,NA,NA,NA,NA
"App ID-128281","2013-12-02",NA,NA,"2014-02-21","2014-03-28",NA,NA
"App ID-128299","2013-12-02","2013-12-04",NA,"2014-05-13",NA,NA,NA
"App ID-128313","2014-01-31",NA,NA,"2014-04-25","2014-04-30","2014-03-10",NA
"App ID-128315","2013-12-02",NA,NA,NA,NA,NA,NA
"App ID-128316","2013-12-02","2013-12-04","2013-12-27",NA,NA,NA,NA
"App ID-128318","2013-12-02","2013-12-17",NA,NA,NA,NA,NA
"App ID-128319","2013-12-02","2013-12-13",NA,NA,NA,NA,NA
"App ID-128320","2013-12-02","2013-12-13",NA,"2014-02-18","2014-03-17","2014-03-10",NA
"App ID-128325","2013-12-02","2013-12-03",NA,NA,NA,NA,NA
"App ID-128328","2013-12-02","2014-01-07","2014-05-06","2014-02-26","2014-03-28",NA,NA
"App ID-128331","2014-01-29","2014-02-05","2014-05-01","2014-03-18","2014-03-21",NA,NA
"App ID-128335","2013-12-02","2013-12-13",NA,"2014-03-03","2014-03-20",NA,NA
"App ID-128340","2013-12-02","2013-12-09","2014-03-31","2014-03-13","2014-03-21","2014-03-10","2014-04-24"
"App ID-128342","2013-12-02","2013-12-10",NA,NA,NA,NA,NA
"App ID-128343","2013-12-02","2013-12-05","2014-03-25","2014-03-04","2014-03-25",NA,NA
"App ID-128345","2013-12-10","2014-01-07","2014-04-22","2014-03-11","2014-03-25",NA,NA
"App ID-128346","2013-12-02","2014-01-08",NA,"2014-02-26","2014-03-20","2014-03-10",NA
"App ID-128348","2013-12-13","2014-01-07","2014-02-21",NA,NA,NA,NA
"App ID-128350","2013-12-02","2013-12-03",NA,NA,NA,NA,NA
"App ID-128354","2013-12-02",NA,NA,NA,NA,NA,NA
"App ID-128358","2014-01-03","2014-01-28",NA,"2014-02-17",NA,NA,NA
"App ID-128386","2013-12-27","2014-02-03",NA,"2014-02-26","2014-03-20",NA,NA
"App ID-128391","2013-12-03","2013-12-19",NA,NA,NA,NA,NA
"App ID-128483","2015-01-12","2015-01-12","2015-01-27","2015-02-04","2015-03-17",NA,NA
"App ID-128495","2014-10-09","2014-10-17",NA,NA,NA,NA,NA
"App ID-128500","2014-02-28",NA,NA,NA,NA,NA,NA
"App ID-128504","2014-08-19","2014-08-28","2014-11-18","2015-02-27","2015-03-23",NA,NA
"App ID-128514","2013-12-19","2014-01-27","2014-03-05","2014-02-26","2014-03-19",NA,NA
"App ID-128515","2013-12-19",NA,NA,NA,NA,NA,NA
"App ID-128522","2013-12-04","2013-12-11",NA,"2014-02-18",NA,NA,NA
"App ID-128559","2014-10-16","2014-11-03",NA,NA,NA,NA,NA
"App ID-128565","2014-07-27","2014-08-01","2015-04-28","2015-03-31","2015-03-31",NA,NA
"App ID-128566","2013-12-04","2013-12-20",NA,NA,NA,NA,NA
"App ID-128568","2013-12-04","2013-12-13",NA,NA,NA,NA,NA
"App ID-128570","2013-12-04","2014-04-07","2014-04-29","2014-03-21","2014-05-01",NA,NA
"App ID-128573","2013-12-04",NA,"2014-07-14","2014-03-17","2014-07-16",NA,NA
"App ID-128575","2013-12-04","2013-12-12",NA,NA,NA,NA,NA
"App ID-128576","2013-12-29","2014-02-10",NA,"2014-02-18","2014-04-15",NA,NA
"App ID-128619","2013-12-09","2013-12-27",NA,NA,NA,NA,NA
"App ID-128625","2013-12-09",NA,NA,"2014-02-17","2014-03-27",NA,NA
"App ID-128629","2013-12-16","2013-12-23",NA,"2014-02-17","2014-03-17",NA,NA
"App ID-128630","2014-01-02","2014-01-09","2014-02-05","2014-02-25","2014-03-19",NA,NA
"App ID-128634","2013-12-09","2013-12-12",NA,"2014-02-20",NA,"2014-03-10",NA
"App ID-128711","2014-01-03","2014-01-17",NA,NA,NA,NA,NA
"App ID-128717","2014-10-09","2014-10-09",NA,NA,NA,NA,NA
"App ID-128719","2013-12-09",NA,NA,NA,NA,NA,NA
"App ID-128720","2013-12-09",NA,NA,NA,NA,NA,NA
"App ID-128728","2013-12-09","2013-12-10",NA,"2014-02-18","2014-03-17","2014-03-10",NA
"App ID-128729","2013-12-09","2013-12-17",NA,NA,NA,NA,NA
"App ID-128735","2013-12-09",NA,NA,NA,NA,NA,NA
"App ID-128736","2013-12-09","2013-12-27",NA,NA,NA,NA,NA
"App ID-128741","2013-12-09","2014-02-05","2014-06-25","2014-06-12","2014-06-12","2014-03-10",NA
"App ID-128743","2014-01-23","2014-02-07",NA,"2014-02-17","2014-03-27",NA,NA
"App ID-128744","2013-12-09","2013-12-30",NA,NA,NA,NA,NA
"App ID-128748","2013-12-09",NA,NA,"2014-03-03","2014-04-11","2014-03-10",NA
"App ID-128753","2013-12-09","2013-12-13",NA,NA,NA,NA,NA
"App ID-128762","2014-09-30","2014-09-30",NA,NA,NA,NA,NA
"App ID-128765","2014-10-19","2014-10-30",NA,NA,NA,NA,NA
"App ID-128766","2014-11-05","2014-11-06","2015-03-02","2015-03-03","2015-03-25",NA,NA
"App ID-128772","2013-12-09","2014-03-06","2014-06-10","2014-02-20",NA,NA,NA
"App ID-128780","2013-12-11","2014-02-10",NA,"2014-02-17",NA,NA,NA
"App ID-128783","2013-12-10","2013-12-27","2014-01-31","2014-02-19","2014-03-17",NA,NA
"App ID-128825","2013-12-16","2014-01-07",NA,NA,NA,NA,NA
"App ID-128826","2013-12-16","2014-01-07",NA,"2014-02-19","2014-03-25",NA,NA
"App ID-128827","2013-12-19","2014-01-07","2014-02-27","2014-02-18","2014-03-17",NA,NA
"App ID-128840","2015-09-08","2015-09-22",NA,"2016-02-05","2016-03-08",NA,NA
"App ID-128849","2013-12-11",NA,NA,NA,NA,NA,NA
"App ID-128850","2015-01-04","2015-01-16","2015-04-14","2015-02-19","2015-03-23","2015-03-26",NA
"App ID-128854","2015-09-22","2015-10-05",NA,NA,NA,NA,NA
"App ID-128866","2013-12-11","2014-01-08",NA,"2014-03-03",NA,NA,NA
"App ID-128867","2014-10-27","2014-10-28",NA,"2015-03-03",NA,"2014-12-23",NA
"App ID-128869","2014-09-14","2014-09-29",NA,NA,NA,NA,NA
"App ID-128877","2014-01-12","2014-01-20",NA,NA,NA,NA,NA
"App ID-128882","2014-02-05",NA,NA,NA,NA,NA,NA
"App ID-128914","2013-12-30","2014-01-14",NA,"2014-04-25","2014-04-30",NA,NA
"App ID-128918","2013-12-13","2013-12-23",NA,NA,NA,NA,NA
"App ID-128923","2014-09-09","2014-09-25",NA,NA,NA,NA,NA
"App ID-128952","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-128953","2013-12-16","2014-01-07","2014-01-31","2014-02-27","2014-03-20","2014-03-10",NA
"App ID-128954","2013-12-16","2013-12-23",NA,"2014-02-18","2014-03-17",NA,NA
"App ID-128956","2013-12-16",NA,NA,NA,NA,NA,NA
"App ID-128966","2013-12-16","2014-01-07",NA,"2014-02-17","2014-04-04","2014-03-10","2014-03-31"
"App ID-128985","2013-12-16","2013-12-19",NA,NA,NA,NA,NA
"App ID-128998","2013-12-16","2014-01-10",NA,NA,NA,NA,NA
"App ID-129100","2013-12-19","2014-01-09",NA,"2014-03-10","2014-03-17",NA,NA
"App ID-129101","2013-12-17",NA,NA,"2014-02-20",NA,NA,NA
"App ID-129106","2013-12-17","2014-01-07","2014-03-31","2014-03-04","2014-05-01",NA,NA
"App ID-129113","2014-12-01","2014-12-16",NA,"2015-02-13","2015-03-18",NA,NA
"App ID-129114","2015-09-25","2015-10-07",NA,NA,NA,NA,NA
"App ID-129131","2014-08-04","2014-08-21","2014-12-03","2015-02-03","2015-03-20","2014-12-23","2015-01-06"
"App ID-129145","2013-12-31",NA,"2014-02-26",NA,NA,NA,NA
"App ID-129146","2013-12-19","2014-01-07",NA,"2014-02-19","2014-03-19",NA,NA
"App ID-129150","2014-01-03","2014-01-07","2014-01-21","2014-02-19","2014-03-19",NA,NA
"App ID-129272","2013-12-19","2014-02-14",NA,NA,NA,NA,NA
"App ID-129391","2013-12-19","2014-01-10","2014-03-24","2014-02-18","2014-03-17",NA,NA
"App ID-129431","2013-12-19",NA,NA,NA,NA,NA,NA
"App ID-129433","2013-12-19","2014-01-21",NA,NA,NA,NA,NA
"App ID-129435","2013-12-19",NA,NA,"2014-02-19","2014-03-17",NA,NA
"App ID-129438","2013-12-19",NA,NA,NA,NA,NA,NA
"App ID-129439","2013-12-27","2014-01-13",NA,"2014-02-17","2014-03-17","2014-03-10",NA
"App ID-129445","2013-12-28","2014-01-13","2014-01-24","2014-03-18","2014-04-21",NA,NA
"App ID-129457","2013-12-22","2014-01-20","2014-04-02","2014-03-13","2014-04-21",NA,NA
"App ID-129459","2013-12-21","2014-01-07",NA,"2014-02-18","2014-03-25",NA,NA
"App ID-129462","2013-12-29","2013-12-30","2014-02-10","2014-02-25",NA,"2014-03-10",NA
"App ID-129470","2013-12-23","2014-01-10",NA,NA,NA,NA,NA
"App ID-129480","2013-12-23","2013-12-30",NA,NA,NA,NA,NA
"App ID-129490","2013-08-05",NA,NA,"2014-02-17","2014-06-25",NA,NA
"App ID-129499","2013-12-23",NA,NA,NA,NA,NA,NA
"App ID-129511","2013-12-24","2014-01-17",NA,NA,NA,NA,NA
"App ID-129515","2013-12-28","2014-03-24",NA,"2014-02-18",NA,NA,NA
"App ID-129517","2013-12-26","2014-01-22",NA,"2014-02-17","2014-03-17","2014-03-10",NA
"App ID-129519","2014-01-07","2014-02-24",NA,"2014-02-25","2014-04-02",NA,NA
"App ID-129520","2013-12-26","2014-01-10","2014-03-10","2014-02-25","2014-03-20","2014-05-09","2014-05-09"
"App ID-129521","2013-12-26","2014-01-06",NA,"2014-03-18","2014-03-21",NA,NA
"App ID-129524","2013-12-27","2014-01-17",NA,"2014-02-17","2014-03-17",NA,NA
"App ID-129530","2014-01-08",NA,"2014-04-24","2014-03-05","2014-04-15",NA,NA
"App ID-129535","2014-01-03","2014-01-07",NA,"2014-03-04","2014-03-19",NA,NA
"App ID-129631","2013-12-28","2014-01-22",NA,NA,NA,NA,NA
"App ID-129635","2014-01-06","2014-01-23","2014-02-19","2014-03-04","2014-03-19",NA,NA
"App ID-129638","2013-12-28","2014-01-07",NA,NA,NA,NA,NA
"App ID-129642","2013-12-29",NA,NA,"2014-03-25",NA,NA,NA
"App ID-129643","2014-01-06","2014-01-09",NA,"2014-05-01",NA,NA,NA
"App ID-129644","2014-01-10","2014-01-17",NA,"2014-04-01","2014-04-23",NA,NA
"App ID-129645","2013-12-29","2014-04-01",NA,NA,NA,NA,NA
"App ID-129646","2013-12-29","2014-01-07",NA,NA,NA,NA,NA
"App ID-129649","2014-02-09","2014-03-17",NA,"2014-02-18","2014-04-04",NA,NA
"App ID-129655","2013-12-30","2014-01-10","2014-02-21","2014-07-08",NA,"2014-03-10",NA
"App ID-129656","2013-12-30","2014-01-29",NA,NA,NA,NA,NA
"App ID-129874","2014-07-16","2014-07-31","2015-02-06","2015-03-20","2015-07-27","2014-12-23","2015-01-23"
"App ID-129888","2014-11-02","2015-02-23",NA,"2015-03-03","2015-03-16",NA,NA
"App ID-129938","2014-08-28","2014-09-15","2014-12-15","2015-03-02","2015-04-23",NA,NA
"App ID-129940","2014-09-22","2014-09-23",NA,"2015-02-25",NA,NA,NA
"App ID-130025","2015-12-08","2016-04-04",NA,NA,NA,NA,NA
"App ID-130077","2015-07-28","2015-08-06","2015-10-05","2016-03-04","2016-03-15","2016-02-01","2016-02-09"
"App ID-130082","2014-10-07","2014-10-21",NA,NA,NA,NA,NA
"App ID-130101","2014-08-27","2014-09-09",NA,NA,NA,NA,NA
"App ID-130104","2013-12-30","2014-01-09","2014-02-07","2014-03-11","2014-03-26",NA,NA
"App ID-130105","2013-12-30","2014-01-17","2014-04-03","2014-03-04","2014-04-15",NA,NA
"App ID-130107","2014-01-15",NA,"2014-03-14","2014-03-06","2014-04-30",NA,NA
"App ID-130119","2013-12-31","2014-01-09",NA,NA,NA,NA,NA
"App ID-130123","2014-04-27",NA,NA,NA,NA,NA,NA
"App ID-130125","2013-12-31","2014-01-14",NA,"2014-02-17",NA,"2014-03-10",NA
"App ID-130126","2014-01-09","2014-01-17",NA,"2014-02-26",NA,NA,NA
"App ID-130191","2014-09-24","2014-09-25",NA,NA,NA,NA,NA
"App ID-130194","2014-01-04","2014-01-10","2014-03-24","2014-02-28","2014-03-20",NA,NA
