"ID","Date.App.Submitted","Date.App.Completed","Date.Deposited","Date.FAFSA.Received","Date.Award.Packaged","Date.CREDO.Invitation.Sent","Date.CREDO.Contract.Received"
"App ID-134960","2014-03-14",NA,NA,NA,NA,NA,NA
"App ID-134981","2014-08-12","2014-09-25","2015-01-08","2015-02-04","2015-03-31","2014-12-23","2015-01-08"
"App ID-135129","2015-10-28","2015-10-30",NA,"2016-03-16",NA,NA,NA
"App ID-135134","2015-09-12","2015-09-28","2015-12-11","2016-02-05","2016-03-04","2016-02-01","2016-02-09"
"App ID-135157","2014-12-12","2015-01-12",NA,"2015-02-25",NA,NA,NA
"App ID-135171","2015-11-14","2015-11-23","2016-03-17","2016-04-22","2016-04-22",NA,NA
"App ID-135178","2014-08-29","2014-10-14",NA,NA,NA,NA,NA
"App ID-135221","2014-11-29","2014-12-02",NA,"2015-02-24",NA,NA,NA
"App ID-135229","2014-11-20","2015-03-18",NA,"2015-03-04",NA,NA,NA
"App ID-135258","2014-07-21","2014-09-15",NA,NA,NA,NA,NA
"App ID-135284","2015-01-24","2015-04-02",NA,"2015-04-08","2015-05-08",NA,NA
"App ID-135355","2015-10-17","2015-10-30","2016-04-29","2016-02-29","2016-03-16","2016-02-01","2016-02-25"
"App ID-135369","2015-01-16","2015-01-16",NA,NA,NA,NA,NA
"App ID-135379","2014-06-24","2014-07-09",NA,NA,NA,NA,NA
"App ID-135385","2014-10-31","2014-11-17",NA,"2015-02-24","2015-03-20",NA,NA
"App ID-135440","2015-03-11","2015-03-23",NA,"2015-03-17",NA,"2015-03-26",NA
"App ID-135449","2015-09-06","2015-09-17",NA,NA,NA,NA,NA
"App ID-135468","2015-09-13","2015-09-23","2015-12-04","2016-04-27","2016-04-27",NA,NA
"App ID-135493","2015-12-08","2015-12-08",NA,NA,NA,NA,NA
"App ID-135507","2014-10-01","2014-10-02",NA,NA,NA,NA,NA
"App ID-135514","2014-12-19","2015-01-12",NA,"2015-02-04",NA,NA,NA
"App ID-135541","2015-12-08","2015-12-08",NA,NA,NA,NA,NA
"App ID-135640","2014-12-08","2014-12-19",NA,NA,NA,NA,NA
"App ID-135655","2014-08-21","2014-11-06",NA,NA,NA,NA,NA
"App ID-135727","2014-07-23","2014-08-01",NA,NA,NA,NA,NA
"App ID-135749","2015-10-18","2015-11-03","2016-03-10","2016-02-04","2016-03-04","2016-02-01","2016-03-10"
"App ID-135779","2014-06-24","2014-07-09",NA,NA,NA,NA,NA
"App ID-135781","2014-08-11","2014-08-29","2015-01-05","2015-02-18","2015-03-18","2015-03-26",NA
"App ID-135852","2015-12-08","2015-12-09",NA,NA,NA,NA,NA
"App ID-135876","2015-09-25","2015-10-07",NA,NA,NA,NA,NA
"App ID-136122","2014-08-22","2014-09-15",NA,NA,NA,NA,NA
"App ID-136123","2014-09-02","2014-09-22","2014-11-17","2015-04-14","2015-04-20",NA,NA
"App ID-136195","2014-12-02","2014-12-09","2015-04-14","2015-03-10","2015-03-31",NA,NA
"App ID-136220","2015-03-17","2015-03-30",NA,"2015-04-15","2015-04-20",NA,NA
"App ID-136262","2014-08-19","2014-08-25",NA,"2015-02-18",NA,NA,NA
"App ID-136266","2014-10-29","2014-10-30",NA,NA,NA,NA,NA
"App ID-136474","2015-05-22","2015-05-22","2015-05-28","2015-06-01","2015-06-16",NA,NA
"App ID-136572","2014-12-16","2014-12-23",NA,NA,NA,NA,NA
"App ID-136607","2014-10-04","2014-11-11",NA,NA,NA,NA,NA
"App ID-136876","2015-09-02","2015-10-20","2016-01-07","2016-02-05","2016-03-04",NA,NA
"App ID-136881","2014-12-01","2014-12-01","2015-04-01","2015-03-02","2015-04-13",NA,NA
"App ID-136899","2014-10-14","2014-10-27","2014-11-04",NA,NA,NA,NA
"App ID-136926","2014-09-13","2014-10-21",NA,NA,NA,NA,NA
"App ID-136966","2014-10-21","2014-10-23","2015-02-03","2015-03-03","2015-03-25","2015-04-14",NA
"App ID-137003","2014-12-14","2015-01-16",NA,NA,NA,NA,NA
"App ID-137014","2015-01-23","2015-02-03",NA,NA,NA,NA,NA
"App ID-137017","2014-09-08","2014-09-15","2014-11-18","2015-03-03","2015-05-26",NA,NA
"App ID-137069","2014-11-18","2014-11-20","2015-04-15","2015-02-19","2015-03-23","2015-03-26","2015-04-13"
"App ID-137075","2015-10-12","2015-10-19",NA,"2016-02-05","2016-03-08","2016-02-01",NA
"App ID-137077","2014-08-22","2014-11-25",NA,NA,NA,NA,NA
"App ID-137081","2014-12-31","2015-01-09",NA,NA,NA,NA,NA
"App ID-137117","2014-10-01","2014-10-02","2014-10-24","2015-02-03","2015-03-17","2014-12-23","2015-01-23"
"App ID-137132","2016-08-27","2016-08-29","2016-08-29",NA,NA,NA,NA
"App ID-137144","2014-03-24","2014-04-11",NA,"2014-04-03",NA,NA,NA
"App ID-137145","2014-03-20","2014-04-02",NA,"2014-03-03","2014-04-15",NA,NA
"App ID-137146","2014-03-24",NA,NA,"2014-03-31","2014-04-23",NA,NA
"App ID-137183","2014-07-09","2014-10-03","2014-11-10","2015-02-18","2015-03-23",NA,NA
"App ID-137210","2014-10-31","2014-11-20","2015-01-12","2015-04-17","2015-04-21",NA,NA
"App ID-137215","2014-11-17","2014-11-20","2014-12-15","2015-02-04","2015-03-23","2014-12-23","2015-01-29"
"App ID-137216","2014-10-24","2014-11-07",NA,NA,NA,NA,NA
"App ID-137229","2014-08-24","2014-11-26",NA,NA,NA,NA,NA
"App ID-137231","2015-12-08","2016-01-29",NA,"2016-02-08",NA,NA,NA
"App ID-137257","2014-03-21","2014-04-07",NA,"2014-05-07","2014-07-10",NA,NA
"App ID-137258","2014-03-27","2014-04-02",NA,NA,NA,NA,NA
"App ID-137260","2014-04-06","2014-06-03","2014-08-14",NA,NA,NA,NA
"App ID-137271","2014-11-29","2014-12-30",NA,NA,NA,NA,NA
"App ID-137296","2014-09-09","2014-09-19",NA,NA,NA,NA,NA
"App ID-137297","2014-08-08","2014-10-07",NA,"2015-02-25","2015-03-23","2014-12-23",NA
"App ID-137310","2014-03-30","2014-04-01","2014-04-15","2014-04-09","2014-04-17",NA,NA
"App ID-137339","2014-04-27",NA,"2014-05-30","2014-07-01",NA,NA,NA
"App ID-137341","2014-03-27","2014-04-08",NA,NA,NA,NA,NA
"App ID-137346","2014-03-28","2014-04-07",NA,"2014-04-03","2014-04-29",NA,NA
"App ID-137370","2014-10-26","2014-11-10",NA,NA,NA,NA,NA
"App ID-137385","2014-10-28","2014-11-10",NA,NA,NA,NA,NA
"App ID-137387","2014-11-04","2014-12-01",NA,NA,NA,NA,NA
"App ID-137390","2014-10-13","2014-10-13",NA,"2015-02-20","2015-03-19",NA,NA
"App ID-137414","2014-10-01","2014-10-27",NA,NA,NA,NA,NA
"App ID-137427","2014-08-24","2014-09-05","2014-11-10","2015-03-03","2015-03-25",NA,NA
"App ID-137433","2015-02-24","2015-03-09",NA,"2015-03-19",NA,NA,NA
"App ID-137471","2015-12-16","2015-12-23","2016-04-20",NA,NA,NA,NA
"App ID-137507","2014-09-16","2014-10-03",NA,NA,NA,NA,NA
"App ID-137513","2014-07-30","2014-09-26",NA,NA,NA,NA,NA
"App ID-137545","2015-09-16","2015-10-02","2016-04-25","2016-03-02","2016-05-02",NA,NA
"App ID-137551","2014-10-01","2014-11-11","2015-05-15","2015-02-18","2015-03-18",NA,NA
"App ID-137694","2014-10-03","2014-10-13",NA,NA,NA,NA,NA
"App ID-137705","2014-09-21","2014-10-07","2014-11-11","2015-02-24","2015-03-23",NA,NA
"App ID-138233","2014-10-21","2014-11-04","2015-02-04","2015-02-27","2015-03-23",NA,NA
"App ID-138253","2014-10-21","2014-10-24",NA,NA,NA,NA,NA
"App ID-138274","2014-09-05","2014-09-16",NA,NA,NA,NA,NA
"App ID-138292","2014-07-25","2014-11-17","2014-11-25","2015-02-04","2015-03-13","2015-03-26","2015-04-01"
"App ID-138311","2014-10-31","2014-11-21",NA,"2015-02-03",NA,"2014-12-23",NA
"App ID-138322","2015-07-27","2015-09-18","2016-02-15","2016-02-29","2016-03-21","2016-02-01","2016-02-11"
"App ID-138336","2015-08-20","2015-12-09",NA,NA,NA,NA,NA
"App ID-138594","2014-06-30","2014-10-20",NA,"2015-02-20",NA,"2014-12-23",NA
"App ID-138600","2014-10-26","2014-12-01",NA,"2015-02-03","2015-03-13","2014-12-23",NA
"App ID-138608","2015-12-16","2015-12-16",NA,"2016-02-05","2016-03-21","2016-02-01","2016-02-22"
"App ID-138619","2014-12-22","2015-03-10","2015-05-01","2015-03-12","2015-03-18","2015-03-10",NA
"App ID-138667","2014-07-09","2014-08-04","2015-04-14","2015-02-26","2015-03-31","2014-12-23",NA
"App ID-138673","2014-07-23","2014-08-11",NA,"2015-02-20","2015-03-25","2014-12-23","2015-01-23"
"App ID-138676","2015-12-01","2015-12-01",NA,NA,NA,NA,NA
"App ID-138716","2014-10-27","2014-10-31",NA,NA,NA,NA,NA
"App ID-138729","2014-10-31","2014-11-05","2015-05-18","2015-02-27","2015-03-23","2014-12-23","2015-01-13"
"App ID-138781","2015-01-18","2015-01-29","2015-02-23","2015-02-19","2015-03-19",NA,NA
"App ID-139066","2014-10-14","2014-10-23",NA,"2015-03-03","2015-03-25",NA,NA
"App ID-139068","2014-10-06","2014-10-08",NA,NA,NA,NA,NA
"App ID-139121","2014-10-17","2014-10-21",NA,NA,NA,NA,NA
"App ID-139146","2014-12-16","2014-12-16",NA,NA,NA,NA,NA
"App ID-139405","2014-11-30","2014-12-08",NA,"2015-03-16","2015-03-31",NA,NA
"App ID-139439","2015-01-25","2015-02-02",NA,"2015-02-11","2015-03-17",NA,NA
"App ID-139480","2014-08-01","2014-08-25",NA,NA,NA,NA,NA
"App ID-139517","2014-10-20","2014-10-27","2015-01-27","2015-02-18","2015-03-18",NA,NA
"App ID-139525","2014-08-13","2014-10-03",NA,NA,NA,NA,NA
"App ID-139577","2014-08-03","2014-08-15",NA,NA,NA,NA,NA
"App ID-139793","2014-10-08","2014-10-31",NA,"2015-02-24",NA,NA,NA
"App ID-139800","2014-12-08","2014-12-09",NA,"2015-02-23","2015-03-19",NA,NA
"App ID-139832","2014-12-10","2014-12-16",NA,"2015-03-02","2015-03-30","2014-12-23",NA
"App ID-139834","2014-08-06","2014-08-18",NA,"2015-02-11","2015-03-17",NA,NA
"App ID-139852","2014-10-20","2014-10-23",NA,NA,NA,NA,NA
"App ID-139873","2014-09-08","2014-09-18",NA,NA,NA,NA,NA
"App ID-139874","2014-09-28","2014-09-29",NA,NA,NA,NA,NA
"App ID-139894","2014-07-23","2014-10-17",NA,NA,NA,NA,NA
"App ID-139896","2014-07-17","2014-08-19","2014-09-02","2015-02-27","2015-03-25","2014-12-23","2015-01-06"
"App ID-139964","2014-06-24","2014-07-09",NA,NA,NA,NA,NA
"App ID-140310","2015-02-03","2015-02-09",NA,"2015-02-04",NA,"2015-02-10",NA
"App ID-140323","2014-10-28","2015-01-05",NA,"2015-02-18",NA,NA,NA
"App ID-140585","2015-10-17","2015-10-19",NA,NA,NA,NA,NA
"App ID-140596","2014-11-13","2014-11-19","2015-02-25","2015-02-20","2015-03-19",NA,NA
"App ID-140709","2014-11-13","2014-11-17",NA,NA,NA,NA,NA
"App ID-140728","2014-06-02","2014-07-09","2014-08-07","2015-02-24","2015-03-16","2015-04-14","2015-04-27"
"App ID-140736","2014-08-17","2014-09-02",NA,NA,NA,NA,NA
"App ID-140740","2015-12-11","2015-12-11",NA,NA,NA,NA,NA
"App ID-140750","2014-09-29","2014-10-15","2015-03-16","2015-02-26","2015-07-21","2014-12-23","2015-05-12"
"App ID-140977","2014-12-09","2015-03-18",NA,"2015-02-05",NA,NA,NA
"App ID-141000","2014-11-28","2014-12-05","2015-01-08","2015-02-20","2015-03-19","2014-12-23","2015-01-08"
"App ID-141012","2014-10-17","2014-12-02","2014-12-09","2015-02-27","2015-03-31",NA,NA
"App ID-141014","2014-09-29","2014-10-02",NA,NA,NA,NA,NA
"App ID-141019","2014-07-19","2014-10-13",NA,NA,NA,NA,NA
"App ID-141095","2014-12-02","2014-12-02",NA,NA,NA,NA,NA
"App ID-141105","2014-09-17","2014-09-29","2015-04-01","2015-03-03","2015-03-16","2014-12-23",NA
"App ID-141109","2014-12-08","2014-12-23","2015-01-19","2015-02-11","2015-03-17",NA,NA
"App ID-141112","2014-12-11","2014-12-11",NA,NA,NA,NA,NA
"App ID-141132","2014-11-18","2014-11-18","2015-02-09","2015-03-04","2015-03-31",NA,NA
"App ID-141165","2014-07-30","2014-08-26",NA,NA,NA,NA,NA
"App ID-141167","2014-07-11","2014-07-31","2015-04-30","2015-03-03","2015-04-27",NA,NA
"App ID-141172","2014-08-18","2014-09-05",NA,NA,NA,NA,NA
"App ID-141186","2014-12-10","2014-12-23","2015-02-24","2015-02-18","2015-03-19",NA,NA
"App ID-141213","2016-01-04","2016-01-19",NA,"2016-03-28","2016-03-28",NA,NA
"App ID-141240","2014-07-28","2014-09-22",NA,NA,NA,NA,NA
"App ID-141266","2016-01-04","2016-01-05",NA,"2016-02-05","2016-03-04",NA,NA
"App ID-141269","2014-08-06","2014-10-06",NA,NA,NA,NA,NA
"App ID-141342","2014-12-11","2015-01-07","2015-04-13","2015-03-02","2015-06-03",NA,NA
"App ID-141608","2015-12-16","2015-12-16",NA,"2016-03-01","2016-03-15",NA,NA
"App ID-141612","2014-07-11","2014-10-03",NA,NA,NA,NA,NA
"App ID-141715","2014-09-13","2014-11-13",NA,NA,NA,NA,NA
"App ID-141768","2014-10-13","2014-10-20","2014-11-04","2015-02-04","2015-03-13",NA,NA
"App ID-141779","2014-04-08","2014-04-14",NA,NA,NA,NA,NA
"App ID-141794","2014-10-13","2014-10-22",NA,NA,NA,NA,NA
"App ID-141795","2014-04-08",NA,NA,"2014-05-02","2014-05-21",NA,NA
"App ID-141797","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141799","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141800","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141807","2014-04-08","2014-04-11","2014-04-21","2014-04-15","2014-04-23",NA,NA
"App ID-141812","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141813","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141818","2014-04-08","2014-05-05",NA,NA,NA,NA,NA
"App ID-141827","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141829","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141832","2014-04-08","2014-04-09",NA,NA,NA,NA,NA
"App ID-141833","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141836","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141842","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141845","2014-04-08","2014-05-05",NA,NA,NA,NA,NA
"App ID-141848","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141849","2014-04-08",NA,NA,"2014-05-13","2014-05-15",NA,NA
"App ID-141850","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141851","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141855","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141856","2014-04-08",NA,NA,"2014-04-29",NA,NA,NA
"App ID-141861","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141865","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141868","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141869","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141872","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141874","2014-04-08",NA,NA,NA,NA,NA,NA
"App ID-141888","2014-04-09",NA,NA,"2014-05-22","2014-05-28",NA,NA
"App ID-141893","2014-04-09",NA,NA,NA,NA,NA,NA
"App ID-141904","2014-04-10",NA,NA,NA,NA,NA,NA
"App ID-141907","2014-04-10",NA,NA,NA,NA,NA,NA
"App ID-141927","2014-04-29",NA,NA,NA,NA,NA,NA
"App ID-142046","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-142047","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-142050","2014-08-07","2014-08-07","2014-08-22",NA,NA,NA,NA
"App ID-142051","2014-04-14","2014-04-24",NA,"2014-04-15","2014-05-22",NA,NA
"App ID-142058","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-142063","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-142073","2014-04-14",NA,NA,"2014-05-05","2014-05-12",NA,NA
"App ID-142077","2014-04-14",NA,NA,"2014-05-09",NA,NA,NA
"App ID-142085","2014-04-14","2014-05-02",NA,"2014-04-17","2014-05-12",NA,NA
"App ID-142087","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-142088","2014-04-14",NA,"2014-07-02","2014-07-03","2014-07-08",NA,NA
"App ID-142094","2014-04-14",NA,NA,NA,NA,NA,NA
"App ID-142101","2014-04-14","2014-05-19",NA,NA,NA,NA,NA
"App ID-142103","2014-04-10",NA,NA,NA,NA,NA,NA
"App ID-142104","2014-04-10",NA,NA,"2014-05-02","2014-05-05",NA,NA
"App ID-142105","2014-04-10",NA,NA,NA,NA,NA,NA
"App ID-142108","2015-12-28","2016-01-12","2016-03-29","2016-02-04","2016-03-28",NA,NA
"App ID-142119","2014-11-19","2014-12-21",NA,"2015-02-24","2015-03-20",NA,NA
"App ID-142132","2014-07-10","2014-07-14",NA,NA,NA,NA,NA
"App ID-142758","2014-12-31","2015-01-02",NA,NA,NA,NA,NA
"App ID-142768","2015-11-23","2015-12-03","2016-05-11","2016-03-08","2016-03-21",NA,NA
"App ID-142777","2014-09-11","2014-10-13",NA,NA,NA,NA,NA
"App ID-142780","2014-08-10","2014-08-26",NA,NA,NA,NA,NA
"App ID-142823","2014-12-23","2014-12-29",NA,NA,NA,NA,NA
"App ID-142897","2014-06-24","2014-07-09","2014-08-18","2015-02-26","2015-03-23","2014-12-23","2015-05-12"
"App ID-142988","2014-09-01","2014-09-10",NA,NA,NA,NA,NA
"App ID-143003","2014-12-04","2014-12-04","2015-01-21","2015-02-24","2015-03-12",NA,NA
"App ID-143016","2014-09-06","2014-09-26",NA,"2015-04-17","2015-04-20","2015-03-26",NA
"App ID-143298","2014-08-30","2014-09-26","2015-05-06","2015-02-25","2015-03-17","2014-12-23",NA
"App ID-143402","2014-09-19","2014-12-02",NA,"2015-02-03","2015-03-13",NA,NA
"App ID-143446","2014-10-20","2014-10-28",NA,NA,NA,NA,NA
"App ID-143475","2014-10-17","2014-11-04","2015-01-16","2015-02-23","2015-03-19","2015-04-14","2015-04-27"
"App ID-143571","2014-10-31","2014-11-04",NA,"2015-02-24","2015-03-23","2014-12-23",NA
"App ID-143634","2014-09-30","2014-10-17",NA,NA,NA,NA,NA
"App ID-143636","2014-08-01","2014-09-22",NA,"2015-02-13","2015-04-10","2014-12-23",NA
"App ID-143643","2014-07-01","2014-08-11","2015-02-20","2015-02-18","2015-03-18","2014-12-23",NA
"App ID-143688","2014-09-11","2014-09-19",NA,NA,NA,NA,NA
"App ID-143773","2015-10-26","2015-10-29","2016-05-02","2016-04-20","2016-05-04",NA,NA
"App ID-143776","2014-09-29","2014-10-14","2014-10-21","2015-03-03","2015-03-25",NA,NA
"App ID-143804","2014-07-31","2014-10-07",NA,NA,NA,NA,NA
"App ID-143814","2014-09-08","2014-09-11",NA,"2015-02-27","2015-03-23","2014-12-23",NA
"App ID-143815","2014-07-09","2014-08-18",NA,NA,NA,NA,NA
"App ID-143842","2015-12-08","2015-12-10",NA,NA,NA,NA,NA
"App ID-144101","2014-11-06","2014-11-13",NA,NA,NA,NA,NA
"App ID-144346","2014-08-30","2014-09-09",NA,"2015-02-04","2015-03-15","2014-12-23",NA
"App ID-144406","2014-06-02","2014-10-13",NA,NA,NA,NA,NA
"App ID-144439","2014-09-27","2014-10-03",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-144450","2014-07-12","2014-08-04",NA,NA,NA,NA,NA
"App ID-144515","2014-12-31","2015-01-19",NA,NA,NA,NA,NA
"App ID-144528","2014-10-16","2014-10-27",NA,NA,NA,NA,NA
"App ID-144538","2015-01-07","2015-01-23",NA,NA,NA,NA,NA
"App ID-144551","2014-09-09","2014-09-18","2014-12-08","2015-02-04","2015-03-17",NA,NA
"App ID-144552","2014-07-27","2014-08-15",NA,NA,NA,NA,NA
"App ID-144603","2014-10-31","2014-11-13",NA,NA,NA,NA,NA
"App ID-144825","2014-12-05","2014-12-11",NA,NA,NA,NA,NA
"App ID-144852","2014-08-13","2014-09-08","2014-10-23","2015-03-10","2015-03-31","2015-03-26","2015-04-01"
"App ID-144886","2014-12-04","2015-01-08",NA,NA,NA,NA,NA
"App ID-144922","2014-09-24","2014-10-07","2014-11-04","2015-03-02","2015-03-25",NA,NA
"App ID-144978","2014-04-16",NA,NA,NA,NA,NA,NA
"App ID-144979","2014-04-16","2014-04-16",NA,NA,NA,NA,NA
"App ID-144993","2014-04-16",NA,NA,NA,NA,NA,NA
"App ID-144995","2014-04-16",NA,NA,NA,NA,NA,NA
"App ID-145000","2014-04-16",NA,NA,NA,NA,NA,NA
"App ID-145007","2014-04-16",NA,NA,"2014-04-29",NA,NA,NA
"App ID-145008","2014-04-16","2014-05-09",NA,NA,NA,NA,NA
"App ID-145010","2014-04-16",NA,NA,"2014-04-24","2014-05-12",NA,NA
"App ID-145012","2014-04-16",NA,"2014-05-01","2014-04-29",NA,NA,NA
"App ID-145030","2014-04-17",NA,NA,NA,NA,NA,NA
"App ID-145049","2014-08-18","2014-11-17",NA,"2015-02-16","2015-03-18",NA,NA
"App ID-145097","2014-10-29","2014-10-29","2014-11-18","2015-03-06","2015-07-15",NA,NA
"App ID-145103","2014-10-22","2014-10-28",NA,NA,NA,NA,NA
"App ID-145124","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145136","2014-04-25",NA,NA,"2014-06-06",NA,NA,NA
"App ID-145142","2014-04-25",NA,NA,"2014-05-06","2014-05-12",NA,NA
"App ID-145145","2014-04-25","2014-04-28",NA,"2014-05-05","2014-05-12",NA,NA
"App ID-145146","2014-04-25","2014-05-19",NA,NA,NA,NA,NA
"App ID-145148","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145157","2014-04-25","2014-05-19",NA,NA,NA,NA,NA
"App ID-145160","2014-04-25",NA,NA,"2014-06-04",NA,NA,NA
"App ID-145161","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145162","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145164","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145177","2014-04-25",NA,NA,"2014-04-28",NA,NA,NA
"App ID-145179","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145180","2014-04-25",NA,NA,"2014-04-23",NA,NA,NA
"App ID-145182","2014-04-25",NA,NA,NA,NA,NA,NA
"App ID-145183","2014-04-25",NA,NA,"2014-06-03",NA,NA,NA
"App ID-145184","2014-04-25",NA,NA,"2014-04-21",NA,NA,NA
"App ID-145185","2014-04-25",NA,NA,"2014-04-24","2014-05-22",NA,NA
"App ID-145188","2015-09-26","2015-10-07",NA,NA,NA,NA,NA
"App ID-145194","2014-06-24","2014-07-09",NA,NA,NA,NA,NA
"App ID-145199","2014-12-30","2015-01-29",NA,"2015-02-04","2015-03-15",NA,NA
"App ID-145217","2016-01-04","2016-01-07",NA,"2016-02-25","2016-03-14","2016-02-01",NA
"App ID-145229","2014-12-15","2014-12-16","2014-12-29","2015-03-13",NA,NA,NA
"App ID-145240","2014-06-02","2014-07-11",NA,"2015-02-04","2015-03-17","2014-12-23",NA
"App ID-145241","2014-09-09","2014-09-22",NA,NA,NA,NA,NA
"App ID-145273","2014-07-10","2014-09-02",NA,NA,NA,NA,NA
"App ID-145285","2014-05-10",NA,NA,"2014-05-15","2014-06-10",NA,NA
"App ID-145290","2014-09-15","2014-09-15","2014-09-25","2015-02-04","2015-03-15",NA,NA
"App ID-145292","2014-04-28",NA,NA,NA,NA,NA,NA
"App ID-145299","2014-04-28",NA,"2014-06-27","2014-06-25","2014-06-25",NA,NA
"App ID-145304","2014-11-28","2014-12-05","2015-02-19","2015-03-03","2015-03-16",NA,NA
"App ID-145308","2014-06-24","2014-10-02","2015-03-02","2015-02-24","2015-03-25","2014-12-23",NA
"App ID-145368","2014-04-28",NA,NA,NA,NA,NA,NA
"App ID-145373","2014-04-29",NA,NA,"2014-05-09","2014-05-23",NA,NA
"App ID-145376","2014-10-13","2014-11-04",NA,NA,NA,NA,NA
"App ID-145434","2014-07-11","2014-08-18",NA,NA,NA,NA,NA
"App ID-145436","2014-11-14","2014-12-05","2014-12-23",NA,NA,NA,NA
"App ID-145437","2014-10-31","2014-11-13","2015-04-23","2015-03-31","2015-03-31",NA,NA
"App ID-145438","2014-09-22","2014-09-26",NA,NA,NA,NA,NA
"App ID-145441","2014-12-06","2014-12-08","2015-03-23","2015-03-03","2015-04-28",NA,NA
"App ID-145442","2014-10-05","2014-10-06",NA,"2015-03-03","2015-03-31","2015-03-26",NA
"App ID-145449","2014-11-26","2014-12-15",NA,"2015-02-18","2015-03-18",NA,NA
"App ID-145450","2014-10-21","2014-10-27",NA,"2015-02-20","2015-03-19",NA,NA
"App ID-145452","2014-10-16","2014-10-20","2014-11-20",NA,NA,NA,NA
"App ID-145453","2014-08-27","2014-09-08",NA,NA,NA,NA,NA
"App ID-145461","2014-10-27","2014-11-03","2014-11-26","2015-03-30","2015-05-07",NA,NA
"App ID-145467","2014-07-30","2014-08-15","2014-09-15","2015-02-26","2015-03-23","2015-04-14",NA
"App ID-145488","2014-05-01",NA,NA,"2014-05-09",NA,NA,NA
"App ID-145490","2014-04-30",NA,NA,NA,NA,NA,NA
"App ID-145493","2014-04-30",NA,NA,NA,NA,NA,NA
"App ID-145496","2014-04-30",NA,NA,"2014-05-13","2014-05-15",NA,NA
"App ID-145504","2014-04-30","2014-05-23",NA,NA,NA,NA,NA
"App ID-145505","2014-04-30","2014-05-30",NA,NA,NA,NA,NA
"App ID-145506","2014-04-30",NA,NA,NA,NA,NA,NA
"App ID-145513","2014-05-01",NA,NA,NA,NA,NA,NA
"App ID-145514","2014-05-01","2014-05-30",NA,NA,NA,NA,NA
"App ID-145520","2014-05-01",NA,NA,NA,NA,NA,NA
"App ID-145524","2014-05-01","2014-05-01",NA,NA,NA,NA,NA
"App ID-145530","2014-05-02","2014-06-02",NA,NA,NA,NA,NA
"App ID-145535","2014-05-02",NA,NA,NA,NA,NA,NA
"App ID-145538","2014-05-02","2014-06-09",NA,NA,NA,NA,NA
"App ID-145539","2014-05-02",NA,NA,NA,NA,NA,NA
"App ID-145548","2014-05-02",NA,NA,NA,NA,NA,NA
"App ID-145551","2014-05-02","2014-05-23",NA,NA,NA,NA,NA
"App ID-145557","2014-06-30","2014-09-08",NA,"2015-02-25","2015-03-23",NA,NA
"App ID-145583","2014-09-08","2014-09-22","2014-10-17","2015-02-26","2015-03-23","2015-03-26",NA
"App ID-145589","2014-10-01","2014-10-02",NA,NA,NA,NA,NA
"App ID-145600","2014-10-01","2014-10-27",NA,NA,NA,NA,NA
"App ID-145604","2014-09-16","2014-10-17",NA,NA,NA,NA,NA
"App ID-145638","2015-12-08","2015-12-08",NA,NA,NA,NA,NA
"App ID-145639","2015-10-29","2015-11-13",NA,"2016-02-05","2016-03-04","2016-02-01",NA
"App ID-145656","2015-11-01","2015-12-07","2016-05-02","2016-03-28","2016-03-28","2016-02-01","2016-05-17"
"App ID-145664","2015-10-28","2015-11-09",NA,NA,NA,NA,NA
"App ID-145675","2014-12-23","2014-12-28","2015-04-15","2015-02-26","2015-04-15",NA,NA
"App ID-145689","2014-10-16","2014-10-27",NA,NA,NA,NA,NA
