"Active Application Record","Campus Visit Date/Time","Visit Date","Campus Visit: Record Type"
"App ID-233742","10/15/2015 12:30 PM","10/15/2015","EDMN/NDEA"
"App ID-233744","12/7/2015 8:30 AM","12/7/2015","Daily Campus Visit"
"App ID-233744","1/30/2016 6:00 PM","","Daily Campus Visit"
"App ID-233744","1/30/2016 6:00 PM","1/30/2016","Daily Campus Visit"
"App ID-233746","1/18/2016 10:00 AM","1/18/2016","Football Visit"
"App ID-233747","9/24/2015 9:00 AM","9/24/2015","Daily Campus Visit"
"App ID-233747","4/8/2016 4:30 PM","4/8/2016","Cobber Countdown"
"App ID-233747","3/3/2016 2:00 PM","3/3/2016","Daily Campus Visit"
"App ID-233749","11/2/2015 12:00 PM","11/2/2015","Daily Campus Visit"
"App ID-233750","1/29/2016 8:45 AM","1/29/2016","Presidential Distinction Scholarship"
"App ID-233756","1/18/2016 9:30 AM","1/18/2016","Daily Campus Visit"
"App ID-233756","12/14/2015 9:45 AM","12/14/2015","Daily Campus Visit"
"App ID-233759","10/17/2014 12:00 PM","10/17/2014","EDMN/NDEA"
"App ID-233759","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-233768","2/6/2016 11:00 AM","2/6/2016","Daily Campus Visit"
"App ID-233778","","12/10/2015","Christmas Concerts"
"App ID-233778","2/1/2016 8:45 AM","2/1/2016","Presidential Distinction Scholarship"
"App ID-233778","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-233973","10/16/2015 9:30 AM","10/16/2015","EDMN/NDEA"
"App ID-233984","12/17/2014 1:30 PM","12/17/2014","Daily Campus Visit"
"App ID-233986","11/21/2015 11:00 AM","11/21/2015","Daily Campus Visit"
"App ID-233996","11/25/2015 2:30 PM","11/25/2015","Daily Campus Visit"
"App ID-234000","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-234002","9/5/2015 9:30 AM","9/5/2015","Daily Campus Visit"
"App ID-234003","10/31/2015 9:30 AM","10/31/2015","Daily Campus Visit"
"App ID-234003","10/17/2015 9:00 AM","10/17/2015","Daily Campus Visit"
"App ID-234007","3/31/2015 12:30 PM","3/31/2015","Daily Campus Visit"
"App ID-234009","2/29/2016 9:00 AM","2/29/2016","Daily Campus Visit"
"App ID-234011","10/30/2015 1:00 PM","10/30/2015","Daily Campus Visit"
"App ID-234018","","12/4/2015","Christmas Concerts"
"App ID-234022","10/16/2015 12:30 PM","10/16/2015","EDMN/NDEA"
"App ID-234026","11/21/2015 10:00 AM","11/21/2015","Daily Campus Visit"
"App ID-234028","12/4/2015 10:00 AM","12/4/2015","Daily Campus Visit"
"App ID-234028","12/5/2015 10:00 AM","12/5/2015","Daily Campus Visit"
"App ID-234048","10/16/2015 12:30 PM","10/16/2015","EDMN/NDEA"
"App ID-234049","7/29/2014 9:30 PM","7/29/2014","Daily Campus Visit"
"App ID-234052","","12/5/2015","Christmas Concerts"
"App ID-234052","2/27/2015 10:00 AM","2/27/2015","Daily Campus Visit"
"App ID-234052","4/9/2016 8:30 AM","4/9/2016","Cobber Countdown"
"App ID-234053","10/17/2014 9:00 AM","10/17/2014","EDMN/NDEA"
"App ID-234053","10/17/2015 10:00 AM","10/17/2015","Daily Campus Visit"
"App ID-234056","3/3/2016 10:00 AM","3/3/2016","Daily Campus Visit"
"App ID-234067","3/13/2015 8:00 AM","3/13/2015","Daily Campus Visit"
"App ID-234079","11/7/2015 11:00 AM","11/7/2015","Daily Campus Visit"
"App ID-234079","3/12/2016 8:30 AM","3/12/2016","Cobber Countdown"
"App ID-234080","11/8/2015 10:00 AM","11/8/2015","Road Trip"
"App ID-234085","","12/4/2015","Christmas Concerts"
"App ID-234085","11/13/2015 10:30 AM","11/13/2015","Daily Campus Visit"
"App ID-234085","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-234088","2/13/2016 12:00 PM","2/13/2016","Theatre Peformance Scholarship"
"App ID-234088","3/11/2016 4:00 PM","3/11/2016","Cobber Countdown"
"App ID-234088","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-234095","11/8/2015 10:00 AM","11/8/2015","Road Trip"
"App ID-234228","4/22/2016 10:30 AM","4/22/2016","Daily Campus Visit"
"App ID-234357","3/24/2016 2:00 PM","3/24/2016","Daily Campus Visit"
"App ID-234561","4/7/2016 1:00 PM","4/7/2016","Daily Campus Visit"
"App ID-234562","4/7/2016 1:00 PM","4/7/2016","Daily Campus Visit"
"App ID-234582","1/15/2016 10:00 AM","1/15/2016","Daily Campus Visit"
"App ID-234586","3/28/2016 2:30 PM","3/28/2016","Daily Campus Visit"
"App ID-234603","11/13/2015 10:00 AM","11/13/2015","Daily Campus Visit"
"App ID-234607","9/22/2015 2:00 PM","9/22/2015","Daily Campus Visit"
"App ID-234631","6/24/2016 9:00 AM","6/24/2016","MPCW"
"App ID-234643","9/30/2015 2:30 PM","9/30/2015","Daily Campus Visit"
"App ID-234645","8/14/2015 1:00 PM","8/14/2015","Daily Campus Visit"
"App ID-234647","2/15/2016 12:00 PM","2/15/2016","Daily Campus Visit"
"App ID-234648","12/4/2015 12:00 PM","12/4/2015","Daily Campus Visit"
"App ID-234648","","12/4/2015","Christmas Concerts"
"App ID-234648","10/15/2015 9:30 AM","10/15/2015","EDMN/NDEA"
"App ID-234648","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-234648","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-234655","11/21/2015 11:00 AM","11/21/2015","Daily Campus Visit"
"App ID-234657","4/26/2016 10:00 AM","4/26/2016","Daily Campus Visit"
"App ID-234676","11/21/2015 11:00 AM","11/21/2015","Daily Campus Visit"
"App ID-234679","11/11/2015 9:00 AM","11/11/2015","Veterans Day"
"App ID-234680","3/11/2016 2:30 PM","3/11/2016","Daily Campus Visit"
"App ID-234682","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-234683","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-234688","5/6/2016 2:00 PM","5/6/2016","Daily Campus Visit"
"App ID-234688","9/7/2015 2:00 PM","9/7/2015","Daily Campus Visit"
"App ID-234688","11/19/2015 2:00 PM","11/19/2015","Daily Campus Visit"
"App ID-234688","10/22/2015 12:00 PM","10/22/2015","Daily Campus Visit"
"App ID-234691","10/15/2015 9:30 AM","10/15/2015","EDMN/NDEA"
"App ID-234693","11/7/2015 8:54 AM","11/7/2015","Daily Campus Visit"
"App ID-234697","8/21/2015 9:00 AM","8/21/2015","Daily Campus Visit"
"App ID-234697","4/8/2016 4:30 PM","4/8/2016","Cobber Countdown"
"App ID-234699","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-234699","2/5/2016 9:00 AM","2/5/2016","Daily Campus Visit"
"App ID-234699","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-234701","10/25/2015 10:00 AM","10/25/2015","Daily Campus Visit"
"App ID-234709","11/11/2015 10:00 AM","11/11/2015","Veterans Day"
"App ID-234715","10/16/2015 12:30 PM","10/16/2015","EDMN/NDEA"
"App ID-234718","4/11/2016 9:00 AM","4/11/2016","Daily Campus Visit"
"App ID-234718","11/3/2015 11:00 AM","11/3/2015","Daily Campus Visit"
"App ID-234719","11/8/2015 11:30 AM","11/8/2015","Road Trip"
"App ID-234723","5/20/2015 11:30 AM","5/20/2015","Daily Campus Visit"
"App ID-234725","11/11/2015 12:00 PM","11/11/2015","Veterans Day"
"App ID-234726","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-234728","11/13/2015 11:00 AM","11/13/2015","Daily Campus Visit"
"App ID-234729","11/11/2015 9:00 AM","11/11/2015","Veterans Day"
"App ID-234729","4/9/2016 8:30 AM","4/9/2016","Cobber Countdown"
"App ID-234735","2/7/2016 10:45 AM","2/7/2016","Speech and Debate Scholarship"
"App ID-234735","3/6/2016 10:45 AM","3/6/2016","Speech and Debate Scholarship"
"App ID-234735","1/20/2016 1:00 PM","1/20/2016","Daily Campus Visit"
"App ID-234735","4/9/2016 8:30 AM","4/9/2016","Cobber Countdown"
"App ID-234736","1/14/2016 12:00 PM","1/14/2016","Daily Campus Visit"
"App ID-234737","7/10/2015 11:30 AM","7/10/2015","Daily Campus Visit"
"App ID-234759","4/1/2016 1:00 PM","4/1/2016","Daily Campus Visit"
"App ID-234766","10/15/2015 12:30 PM","10/15/2015","EDMN/NDEA"
"App ID-234767","11/1/2015 10:00 AM","11/1/2015","Daily Campus Visit"
"App ID-234770","4/1/2016 9:00 AM","4/1/2016","Daily Campus Visit"
"App ID-234770","10/16/2014 9:00 AM","10/16/2014","EDMN/NDEA"
"App ID-234771","6/23/2015 2:00 PM","6/23/2015","MPCW"
"App ID-234772","3/21/2016 8:30 AM","3/21/2016","Daily Campus Visit"
"App ID-234775","12/11/2015 12:00 PM","12/11/2015","Daily Campus Visit"
"App ID-234776","8/8/2014 12:00 PM","8/8/2014","August Visit Day"
"App ID-234781","10/29/2015 10:30 AM","10/29/2015","Daily Campus Visit"
"App ID-234782","1/18/2016 9:00 AM","1/18/2016","Football Visit"
"App ID-234783","10/16/2015 10:30 AM","10/16/2015","Daily Campus Visit"
"App ID-234784","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-234784","11/17/2015 9:30 AM","11/17/2015","Daily Campus Visit"
"App ID-234791","3/25/2014 12:00 PM","3/25/2014","Daily Campus Visit"
"App ID-234792","1/18/2016 10:00 AM","1/18/2016","Football Visit"
"App ID-234794","7/9/2015 12:00 PM","7/9/2015","Daily Campus Visit"
"App ID-234794","6/25/2015 12:00 PM","6/25/2015","Daily Campus Visit"
"App ID-234796","10/16/2015 9:30 AM","10/16/2015","EDMN/NDEA"
"App ID-234796","1/29/2016 8:45 AM","1/29/2016","Presidential Distinction Scholarship"
"App ID-234796","3/11/2016 4:00 PM","3/11/2016","Cobber Countdown"
"App ID-234798","5/11/2015 1:10 PM","5/11/2015","May Visit Day"
"App ID-234806","11/2/2015 9:00 AM","11/2/2015","Daily Campus Visit"
"App ID-234810","11/7/2015 10:00 AM","11/7/2015","Daily Campus Visit"
"App ID-234825","12/11/2015 1:00 PM","12/11/2015","Daily Campus Visit"
"App ID-234836","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-234836","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-234836","11/4/2015 10:30 AM","11/4/2015","Daily Campus Visit"
"App ID-234914","3/24/2016 2:00 PM","3/24/2016","Daily Campus Visit"
"App ID-234914","3/25/2016 11:00 AM","3/25/2016","Daily Campus Visit"
"App ID-234937","3/30/2016 11:30 AM","3/30/2016","Daily Campus Visit"
"App ID-234941","11/8/2015 12:30 PM","11/8/2015","Road Trip"
"App ID-234942","11/8/2015 10:45 AM","11/8/2015","Road Trip"
"App ID-234943","3/13/2015 8:00 AM","3/13/2015","Daily Campus Visit"
"App ID-234945","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-234947","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234949","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234950","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234951","11/16/2015 6:00 PM","11/16/2015","Daily Campus Visit"
"App ID-234952","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234953","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234954","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234956","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234958","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234959","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-234973","3/7/2016 2:00 PM","3/7/2016","Daily Campus Visit"
"App ID-234983","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-234983","11/8/2015 12:30 PM","11/8/2015","Road Trip"
"App ID-234993","11/8/2015 12:30 PM","11/8/2015","Road Trip"
"App ID-235017","","4/17/2015","Coffee Conversations"
"App ID-235017","2/17/2015 10:00 AM","2/17/2015","Daily Campus Visit"
"App ID-235019","3/12/2016 8:30 AM","3/12/2016","Cobber Countdown"
"App ID-235019","3/8/2016 2:30 PM","3/8/2016","Daily Campus Visit"
"App ID-235026","11/8/2015 12:30 PM","11/8/2015","Road Trip"
"App ID-235083","1/25/2016 1:00 PM","1/25/2016","Daily Campus Visit"
"App ID-235134","3/14/2016 11:00 AM","3/14/2016","Daily Campus Visit"
"App ID-235137","11/8/2015 12:30 PM","11/8/2015","Road Trip"
"App ID-235138","11/8/2015 12:30 PM","11/8/2015","Road Trip"
"App ID-235139","11/6/2015 1:00 PM","11/6/2015","Daily Campus Visit"
"App ID-235140","11/6/2015 1:00 PM","11/6/2015","Daily Campus Visit"
"App ID-235254","11/7/2015 10:00 AM","11/7/2015","Daily Campus Visit"
"App ID-235258","1/22/2016 8:45 AM","1/22/2016","Presidential Distinction Scholarship"
"App ID-235258","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-235258","12/5/2015 11:00 AM","12/5/2015","Christmas Concerts"
"App ID-235258","12/5/2015 5:15 PM","12/5/2015","Daily Campus Visit"
"App ID-235261","6/30/2015 1:00 PM","6/30/2015","Daily Campus Visit"
"App ID-235261","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-235261","11/13/2015 9:30 AM","11/13/2015","Daily Campus Visit"
"App ID-235264","12/9/2015 10:00 AM","12/9/2015","Daily Campus Visit"
"App ID-235268","2/1/2016 8:45 AM","2/1/2016","Presidential Distinction Scholarship"
"App ID-235281","12/12/2015 9:00 AM","12/12/2015","Daily Campus Visit"
"App ID-235282","11/21/2015 9:00 AM","11/21/2015","Daily Campus Visit"
"App ID-235283","11/23/2015 10:00 AM","11/23/2015","Daily Campus Visit"
"App ID-235284","","12/5/2015","Christmas Concerts"
"App ID-235284","12/5/2015 11:00 AM","12/5/2015","Daily Campus Visit"
"App ID-235313","6/10/2016 9:00 AM","6/10/2016","Daily Campus Visit"
"App ID-235313","1/18/2016 8:30 AM","1/18/2016","Daily Campus Visit"
"App ID-235314","11/11/2015 9:30 AM","11/11/2015","Veterans Day"
"App ID-235315","11/11/2015 12:00 PM","11/11/2015","Veterans Day"
"App ID-235365","","10/28/2015","Daily Campus Visit"
"App ID-235366","","10/28/2015","Daily Campus Visit"
"App ID-235367","","10/28/2015","Daily Campus Visit"
"App ID-235368","","10/28/2015","Daily Campus Visit"
"App ID-235369","","10/28/2015","Daily Campus Visit"
"App ID-235370","","10/28/2015","Daily Campus Visit"
"App ID-235371","","10/28/2015","Daily Campus Visit"
"App ID-235372","","10/28/2015","Daily Campus Visit"
"App ID-235373","","10/28/2015","Daily Campus Visit"
"App ID-235374","","10/28/2015","Daily Campus Visit"
"App ID-235375","","10/28/2015","Daily Campus Visit"
"App ID-235376","","10/28/2015","Daily Campus Visit"
"App ID-235377","","10/28/2015","Daily Campus Visit"
"App ID-235378","","10/28/2015","Daily Campus Visit"
"App ID-235379","","10/28/2015","Daily Campus Visit"
"App ID-235380","","10/28/2015","Daily Campus Visit"
"App ID-235381","","10/28/2015","Daily Campus Visit"
"App ID-235382","","10/28/2015","Daily Campus Visit"
"App ID-235383","","10/28/2015","Daily Campus Visit"
"App ID-235384","","10/28/2015","Daily Campus Visit"
"App ID-235385","","10/28/2015","Daily Campus Visit"
"App ID-235386","","10/28/2015","Daily Campus Visit"
"App ID-235387","","10/28/2015","Daily Campus Visit"
"App ID-235388","","10/28/2015","Daily Campus Visit"
"App ID-235389","","10/28/2015","Daily Campus Visit"
"App ID-235390","","10/28/2015","Daily Campus Visit"
"App ID-235391","","10/28/2015","Daily Campus Visit"
"App ID-235392","","10/28/2015","Daily Campus Visit"
"App ID-235393","","10/28/2015","Daily Campus Visit"
"App ID-235394","","10/28/2015","Daily Campus Visit"
"App ID-235395","","10/28/2015","Daily Campus Visit"
"App ID-235396","","10/28/2015","Daily Campus Visit"
"App ID-235409","1/29/2016 1:00 PM","1/29/2016","Daily Campus Visit"
"App ID-235410","4/9/2016 8:30 AM","4/9/2016","Cobber Countdown"
"App ID-235419","11/13/2015 2:00 PM","11/13/2015","Daily Campus Visit"
"App ID-235420","6/23/2016 1:45 PM","6/23/2016","MPCW"
"App ID-235420","11/11/2015 11:30 AM","11/11/2015","Veterans Day"
"App ID-235475","11/13/2015 2:30 PM","11/13/2015","Daily Campus Visit"
"App ID-235476","11/13/2015 2:30 PM","11/13/2015","Daily Campus Visit"
"App ID-235499","3/21/2016 9:00 AM","3/21/2016","Daily Campus Visit"
"App ID-235527","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-235528","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-235546","12/6/2015 2:00 PM","12/6/2015","Group Visit"
"App ID-235578","4/9/2016 8:30 AM","4/9/2016","Cobber Countdown"
"App ID-235578","1/22/2016 8:45 AM","1/22/2016","Presidential Distinction Scholarship"
"App ID-235578","12/21/2015 2:00 PM","12/21/2015","Daily Campus Visit"
"App ID-235583","10/31/2015 9:00 AM","10/31/2015","BrewU"
"App ID-235583","6/2/2014 3:30 PM","6/2/2014","Daily Campus Visit"
"App ID-235583","3/11/2016 4:00 PM","3/11/2016","Cobber Countdown"
"App ID-235583","11/18/2015 4:15 PM","11/18/2015","Daily Campus Visit"
"App ID-235590","1/23/2016 9:00 AM","1/23/2016","Football Visit"
"App ID-235591","2/14/2016 12:28 PM","2/14/2016","Music Performance Scholarship"
"App ID-235591","","12/5/2015","Christmas Concerts"
"App ID-235591","","12/4/2015","Christmas Concerts"
"App ID-235591","10/22/2015 9:00 AM","10/22/2015","Daily Campus Visit"
"App ID-235591","11/6/2015 2:00 PM","11/6/2015","Daily Campus Visit"
"App ID-235591","2/15/2016 8:45 AM","2/15/2016","Presidential Distinction Scholarship"
"App ID-235592","12/4/2015 2:00 PM","12/4/2015","Daily Campus Visit"
"App ID-235594","1/18/2016 9:00 AM","1/18/2016","Football Visit"
"App ID-235600","12/4/2015 11:00 AM","12/4/2015","Daily Campus Visit"
"App ID-235609","11/16/2015 10:00 AM","11/16/2015","Daily Campus Visit"
"App ID-235681","7/27/2015 12:00 PM","7/27/2015","Daily Campus Visit"
"App ID-235968","4/8/2016 4:30 PM","4/8/2016","Cobber Countdown"
"App ID-235968","1/18/2016 12:00 PM","1/18/2016","Daily Campus Visit"
"App ID-235968","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-236218","","12/4/2015","Christmas Concerts"
"App ID-236230","3/28/2016 10:30 AM","3/28/2016","Daily Campus Visit"
"App ID-236240","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-236243","11/17/2015 8:00 AM","11/17/2015","Daily Campus Visit"
"App ID-236246","2/15/2016 8:45 AM","2/15/2016","Presidential Distinction Scholarship"
"App ID-236246","2/14/2016 11:40 AM","2/14/2016","Music Performance Scholarship"
"App ID-236248","1/15/2016 1:00 PM","1/15/2016","Daily Campus Visit"
"App ID-236257","","12/10/2015","Christmas Concerts"
"App ID-236262","1/22/2016 1:30 PM","1/22/2016","Daily Campus Visit"
"App ID-236700","6/21/2016 1:45 PM","6/21/2016","Daily Campus Visit"
"App ID-236744","","12/4/2015","Christmas Concerts"
"App ID-236788","10/16/2015 9:30 AM","10/16/2015","EDMN/NDEA"
"App ID-236788","3/11/2016 10:00 AM","3/11/2016","Daily Campus Visit"
"App ID-236813","3/13/2015 8:00 AM","3/13/2015","Daily Campus Visit"
"App ID-236815","12/7/2015 8:30 AM","12/7/2015","Daily Campus Visit"
"App ID-236818","","12/10/2015","Christmas Concerts"
"App ID-236822","2/8/2016 2:30 PM","2/8/2016","Music Performance Scholarship"
"App ID-236836","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-236836","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-236855","1/28/2016 11:00 AM","1/28/2016","Daily Campus Visit"
"App ID-236860","11/23/2015 2:00 PM","11/23/2015","Daily Campus Visit"
"App ID-236875","","12/5/2015","Christmas Concerts"
"App ID-236889","3/22/2014 10:00 AM","3/22/2014","Cobber Celebration"
"App ID-236889","4/26/2013 12:00 AM","4/26/2013","Daily Campus Visit"
"App ID-236889","11/4/2013 8:30 AM","11/4/2013","Road Trip"
"App ID-236895","","12/4/2015","Christmas Concerts"
"App ID-236896","","12/4/2015","Christmas Concerts"
"App ID-236897","","12/4/2015","Christmas Concerts"
"App ID-236898","","12/4/2015","Christmas Concerts"
"App ID-236899","","12/4/2015","Christmas Concerts"
"App ID-236901","","12/4/2015","Christmas Concerts"
"App ID-236903","","12/4/2015","Christmas Concerts"
"App ID-236904","","12/4/2015","Christmas Concerts"
"App ID-236905","","12/4/2015","Christmas Concerts"
"App ID-236905","","12/10/2015","Christmas Concerts"
"App ID-236906","1/12/2016 12:00 PM","1/12/2016","Daily Campus Visit"
"App ID-236906","1/26/2016 12:00 PM","1/26/2016","Daily Campus Visit"
"App ID-236907","11/25/2015 11:00 AM","11/25/2015","Daily Campus Visit"
"App ID-236908","","12/4/2015","Christmas Concerts"
"App ID-236910","","12/4/2015","Christmas Concerts"
"App ID-236912","","12/4/2015","Christmas Concerts"
"App ID-236913","1/29/2016 8:45 AM","1/29/2016","Presidential Distinction Scholarship"
"App ID-238882","11/5/2015 11:00 AM","11/5/2015","Daily Campus Visit"
"App ID-238895","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-238897","","12/5/2015","Christmas Concerts"
"App ID-238897","12/5/2015 10:00 AM","12/5/2015","Daily Campus Visit"
"App ID-238898","12/7/2015 8:30 AM","12/7/2015","Daily Campus Visit"
"App ID-238899","12/4/2015 1:00 PM","12/4/2015","Daily Campus Visit"
"App ID-238900","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-238901","1/25/2016 8:30 AM","1/25/2016","Football Visit"
"App ID-238903","12/7/2015 8:30 AM","12/7/2015","Daily Campus Visit"
"App ID-238914","11/22/2014 11:00 AM","11/22/2014","Daily Campus Visit"
"App ID-238917","1/18/2016 8:00 AM","1/18/2016","Football Visit"
"App ID-238918","2/1/2016 8:45 AM","2/1/2016","Presidential Distinction Scholarship"
"App ID-238918","1/31/2016 1:39 PM","1/31/2016","Daily Campus Visit"
"App ID-238920","12/5/2015 10:00 AM","12/5/2015","Daily Campus Visit"
"App ID-238921","","12/4/2015","Christmas Concerts"
"App ID-238922","6/11/2014 9:30 AM","6/11/2014","Daily Campus Visit"
"App ID-238922","10/15/2014 12:30 PM","10/15/2014","Daily Campus Visit"
"App ID-238922","5/12/2014 9:00 AM","5/12/2014","May Visit Day"
"App ID-238929","2/8/2016 8:45 AM","2/8/2016","Presidential Distinction Scholarship"
"App ID-238929","2/1/2016 8:45 AM","2/1/2016","Presidential Distinction Scholarship"
"App ID-238933","6/20/2016 9:00 AM","6/20/2016","MPCW"
"App ID-238933","","12/5/2015","Christmas Concerts"
"App ID-238935","","12/4/2015","Christmas Concerts"
"App ID-238936","","12/4/2015","Christmas Concerts"
"App ID-238938","","12/4/2015","Christmas Concerts"
"App ID-238939","","12/5/2015","Christmas Concerts"
"App ID-238940","","12/4/2015","Christmas Concerts"
"App ID-238941","","12/10/2015","Christmas Concerts"
"App ID-238941","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-238942","","12/10/2015","Christmas Concerts"
"App ID-238944","4/18/2015 9:30 AM","4/18/2015","Daily Campus Visit"
"App ID-238947","9/15/2015 12:00 PM","9/15/2015","Daily Campus Visit"
"App ID-238954","12/5/2015 9:00 AM","12/5/2015","Daily Campus Visit"
"App ID-238954","12/5/2015 9:00 AM","12/5/2015","Daily Campus Visit"
"App ID-238957","12/5/2015 11:00 AM","12/5/2015","Daily Campus Visit"
"App ID-238959","12/11/2015 2:30 PM","12/11/2015","Daily Campus Visit"
"App ID-238959","1/7/2016 2:00 PM","1/7/2016","Daily Campus Visit"
"App ID-238959","1/29/2016 8:45 AM","1/29/2016","Presidential Distinction Scholarship"
"App ID-238959","3/11/2016 4:00 PM","3/11/2016","Cobber Countdown"
"App ID-238959","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-238965","12/12/2015 9:00 AM","12/12/2015","Daily Campus Visit"
"App ID-238970","2/13/2016 9:00 AM","2/13/2016","Theatre Peformance Scholarship"
"App ID-238974","","12/5/2015","Christmas Concerts"
"App ID-238974","12/9/2015 8:30 AM","12/9/2015","Daily Campus Visit"
"App ID-238975","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-238978","2/1/2016 8:30 AM","2/1/2016","Daily Campus Visit"
"App ID-238978","4/4/2016 1:30 PM","4/4/2016","Daily Campus Visit"
"App ID-238980","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-238982","12/5/2015 11:00 AM","12/5/2015","Daily Campus Visit"
"App ID-238997","4/9/2016 8:30 AM","4/9/2016","Cobber Countdown"
"App ID-238997","12/7/2015 8:30 AM","12/7/2015","Daily Campus Visit"
"App ID-239001","","12/5/2015","Christmas Concerts"
"App ID-239008","","12/4/2015","Christmas Concerts"
"App ID-239009","","12/4/2015","Christmas Concerts"
"App ID-239011","","12/5/2015","Christmas Concerts"
"App ID-239013","3/12/2016 8:30 AM","3/12/2016","Cobber Countdown"
"App ID-239013","2/12/2016 10:00 AM","2/12/2016","Daily Campus Visit"
"App ID-239013","2/1/2016 8:45 AM","2/1/2016","Presidential Distinction Scholarship"
"App ID-239017","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-239042","2/15/2016 8:45 AM","2/15/2016","Presidential Distinction Scholarship"
"App ID-239042","2/14/2016 4:00 PM","2/14/2016","Music Performance Scholarship"
"App ID-239344","1/5/2016 9:00 AM","1/5/2016","Daily Campus Visit"
"App ID-239344","1/25/2016 8:30 AM","1/25/2016","Daily Campus Visit"
"App ID-239488","","12/5/2015","Christmas Concerts"
"App ID-239493","12/4/2015 10:30 AM","12/4/2015","Daily Campus Visit"
"App ID-239495","12/7/2015 10:00 AM","12/7/2015","Daily Campus Visit"
"App ID-239496","1/18/2016 9:00 AM","1/18/2016","Football Visit"
"App ID-239503","1/22/2016 8:45 AM","1/22/2016","Presidential Distinction Scholarship"
"App ID-239503","12/11/2015 8:30 AM","12/11/2015","Daily Campus Visit"
"App ID-239505","12/7/2015 11:30 AM","12/7/2015","Daily Campus Visit"
"App ID-239525","1/4/2016 11:00 AM","1/4/2016","Daily Campus Visit"
"App ID-239533","12/7/2015 11:00 AM","12/7/2015","Daily Campus Visit"
"App ID-239552","12/5/2015 11:00 AM","12/5/2015","Daily Campus Visit"
"App ID-239558","2/16/2016 10:30 AM","2/16/2016","Group Visit"
"App ID-239585","1/22/2016 8:45 AM","1/22/2016","Presidential Distinction Scholarship"
"App ID-239585","12/14/2015 8:30 AM","12/14/2015","Daily Campus Visit"
"App ID-239679","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-239692","8/3/2015 9:30 AM","8/3/2015","August Visit Day"
"App ID-239693","1/20/2016 12:00 PM","1/20/2016","Daily Campus Visit"
"App ID-239697","1/20/2016 12:00 PM","1/20/2016","Daily Campus Visit"
"App ID-239706","2/1/2016 8:45 AM","2/1/2016","Presidential Distinction Scholarship"
"App ID-239706","4/8/2016 4:00 PM","4/8/2016","Cobber Countdown"
"App ID-239707","8/3/2015 1:30 PM","8/3/2015","August Visit Day"
"App ID-239709","11/25/2015 10:30 AM","11/25/2015","Daily Campus Visit"
